rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Jack Adams","27","TRS","C","23","19","9","28","","64","","","","","","","","","","",""
"2","Lloyd Andrews","28","TRS","F","23","5","4","9","","10","","","","","","","","","","",""
"3","Amos Arbour","28","HAM","F","23","6","3","9","","12","","","","","","","","","","",""
"4","Billy Bell","31","MTL","F","19","0","0","0","","2","","","","","","","","","","",""
"5","Louis Berlinguette","35","MTL","LW","24","2","4","6","","4","","","","","","","","","","",""
"6","Edmond Bouchard","30","TOT","F","24","5","12","17","","44","","","","","","","","","","",""
"7","Billy Boucher","23","MTL","RW","24","24","7","31","","55","","","","","","","","","","",""
"8","George Boucher","26","OTS","D","24","14","9","23","","58","","","","","","","","","","",""
"9","Punch Broadbent","30","OTS","RW","24","14","1","15","","34","","","","","","","","","","",""
"10","Billy Burch","22","HAM","C","10","6","3","9","","4","","","","","","","","","","",""
"11","Harry Cameron","32","TRS","D","22","9","7","16","","27","","","","","","","","","","",""
"12","George Carey","","HAM","RW","5","1","0","1","","0","","","","","","","","","","",""
"13","King Clancy","19","OTS","D","24","3","2","5","","20","","","","","","","","","","",""
"14","Odie Cleghorn","31","MTL","C","24","19","6","25","","18","","","","","","","","","","",""
"15","Sprague Cleghorn","32","MTL","D","24","9","8","17","","34","","","","","","","","","","",""
"16","Bert Corbeau","28","HAM","D","21","10","4","14","","22","","","","","","","","","","",""
"17","Billy Coutu","30","MTL","D","24","5","2","7","","37","","","","","","","","","","",""
"18","Jack Darragh","32","OTS","RW","24","6","9","15","","10","","","","","","","","","","",""
"19","Corb Denneny","29","TRS","LW/C","1","1","0","1","","0","","","","","","","","","","",""
"20","Cy Denneny","31","OTS","LW","24","23","11","34","","28","","","","","","","","","","",""
"21","Gerry Denoird","20","TRS","F","17","0","1","1","","0","","","","","","","","","","",""
"22","Babe Dye","24","TRS","RW","22","26","11","37","","19","","","","","","","","","","",""
"23","Eddie Gerard","32","OTS","D","23","6","13","19","","12","","","","","","","","","","",""
"24","Leth Graham","","HAM","LW","5","1","0","1","","0","","","","","","","","","","",""
"25","Harry Helman","28","OTS","D","24","0","0","0","","5","","","","","","","","","","",""
"26","Lionel Hitchman","21","OTS","D","3","0","1","1","","12","","","","","","","","","","",""
"27","Aurele Joliat","21","MTL","LW","24","12","9","21","","37","","","","","","","","","","",""
"28","Joe Malone","32","MTL","C","20","1","0","1","","2","","","","","","","","","","",""
"29","Harry Mummery","33","HAM","D","7","0","0","0","","4","","","","","","","","","","",""
"30","Frank Nighbor","30","OTS","C","22","11","7","18","","14","","","","","","","","","","",""
"31","Reg Noble","26","TRS","LW","24","12","11","23","","47","","","","","","","","","","",""
"32","Didier Pitre","39","MTL","RW","22","1","2","3","","0","","","","","","","","","","",""
"33","Goldie Prodger","31","HAM","D/F","23","13","4","17","","17","","","","","","","","","","",""
"34","Ken Randall","34","TRS","D/RW","24","3","5","8","","58","","","","","","","","","","",""
"35","Leo Reise","30","HAM","D","24","6","6","12","","35","","","","","","","","","","",""
"36","Mickey Roach","27","HAM","C","24","17","10","27","","8","","","","","","","","","","",""
"37","Ganton Scott","19","TRS","RW","17","0","0","0","","0","","","","","","","","","","",""
"38","Rod Smylie","27","TRS","LW","2","0","0","0","","0","","","","","","","","","","",""
"39","Billy Stuart","22","TRS","D","23","7","3","10","","16","","","","","","","","","","",""
"40","Cully Wilson","30","HAM","RW","23","16","5","21","","46","","","","","","","","","","",""
