date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"2008-10-04","Pittsburgh Penguins","PIT","4","Ottawa Senators","OTT","3","at Stockholm, SE"
"2008-10-04","New York Rangers","NYR","2","Tampa Bay Lightning","TBL","1","at Prague, CZ"
"2008-10-05","Tampa Bay Lightning","TBL","1","New York Rangers","NYR","2","at Prague, CZ"
"2008-10-05","Ottawa Senators","OTT","3","Pittsburgh Penguins","PIT","1","at Stockholm, SE"
"2008-10-09","Boston Bruins","BOS","5","Colorado Avalanche","COL","4",
"2008-10-09","Toronto Maple Leafs","TOR","3","Detroit Red Wings","DET","2",
"2008-10-09","Anaheim Ducks","ANA","1","San Jose Sharks","SJS","4",
"2008-10-09","Calgary Flames","CGY","0","Vancouver Canucks","VAN","6",
"2008-10-10","Washington Capitals","WSH","4","Atlanta Thrashers","ATL","7",
"2008-10-10","Montreal Canadiens","MTL","1","Buffalo Sabres","BUF","2",
"2008-10-10","Florida Panthers","FLA","4","Carolina Hurricanes","CAR","6",
"2008-10-10","Columbus Blue Jackets","CBJ","5","Dallas Stars","DAL","4",
"2008-10-10","New York Islanders","NYI","1","New Jersey Devils","NJD","2",
"2008-10-10","Chicago Blackhawks","CHI","2","New York Rangers","NYR","4",
"2008-10-10","Nashville Predators","NSH","2","St. Louis Blues","STL","5",
"2008-10-11","Vancouver Canucks","VAN","5","Calgary Flames","CGY","4",
"2008-10-11","Atlanta Thrashers","ATL","2","Florida Panthers","FLA","3",
"2008-10-11","Boston Bruins","BOS","3","Minnesota Wild","MIN","4",
"2008-10-11","Dallas Stars","DAL","1","Nashville Predators","NSH","3",
"2008-10-11","St. Louis Blues","STL","2","New York Islanders","NYI","5",
"2008-10-11","Detroit Red Wings","DET","3","Ottawa Senators","OTT","2",
"2008-10-11","New York Rangers","NYR","4","Philadelphia Flyers","PHI","3",
"2008-10-11","Columbus Blue Jackets","CBJ","1","Phoenix Coyotes","PHX","3",
"2008-10-11","New Jersey Devils","NJD","2","Pittsburgh Penguins","PIT","1",
"2008-10-11","Los Angeles Kings","LAK","1","San Jose Sharks","SJS","3",
"2008-10-11","Carolina Hurricanes","CAR","4","Tampa Bay Lightning","TBL","3",
"2008-10-11","Montreal Canadiens","MTL","6","Toronto Maple Leafs","TOR","1",
"2008-10-11","Chicago Blackhawks","CHI","2","Washington Capitals","WSH","4",
"2008-10-12","Phoenix Coyotes","PHX","4","Anaheim Ducks","ANA","2",
"2008-10-12","Colorado Avalanche","COL","2","Edmonton Oilers","EDM","3",
"2008-10-12","San Jose Sharks","SJS","1","Los Angeles Kings","LAK","0",
"2008-10-13","Detroit Red Wings","DET","3","Carolina Hurricanes","CAR","1",
"2008-10-13","Nashville Predators","NSH","3","Chicago Blackhawks","CHI","2",
"2008-10-13","Buffalo Sabres","BUF","7","New York Islanders","NYI","1",
"2008-10-13","New Jersey Devils","NJD","1","New York Rangers","NYR","4",
"2008-10-13","Montreal Canadiens","MTL","5","Philadelphia Flyers","PHI","3",
"2008-10-13","St. Louis Blues","STL","5","Toronto Maple Leafs","TOR","4",
"2008-10-13","Vancouver Canucks","VAN","1","Washington Capitals","WSH","5",
"2008-10-14","Minnesota Wild","MIN","4","Atlanta Thrashers","ATL","2",
"2008-10-14","Colorado Avalanche","COL","4","Calgary Flames","CGY","5",
"2008-10-14","Anaheim Ducks","ANA","3","Los Angeles Kings","LAK","6",
"2008-10-14","Philadelphia Flyers","PHI","2","Pittsburgh Penguins","PIT","3",
"2008-10-14","Columbus Blue Jackets","CBJ","2","San Jose Sharks","SJS","5",
"2008-10-15","Edmonton Oilers","EDM","3","Anaheim Ducks","ANA","2",
"2008-10-15","Phoenix Coyotes","PHX","1","Chicago Blackhawks","CHI","4",
"2008-10-15","Nashville Predators","NSH","4","Dallas Stars","DAL","6",
"2008-10-15","Boston Bruins","BOS","3","Montreal Canadiens","MTL","4",
"2008-10-15","Buffalo Sabres","BUF","3","New York Rangers","NYR","1",
"2008-10-16","New Jersey Devils","NJD","1","Atlanta Thrashers","ATL","0",
"2008-10-16","Philadelphia Flyers","PHI","2","Colorado Avalanche","COL","5",
"2008-10-16","Vancouver Canucks","VAN","4","Detroit Red Wings","DET","3",
"2008-10-16","Minnesota Wild","MIN","6","Florida Panthers","FLA","2",
"2008-10-16","Washington Capitals","WSH","4","Pittsburgh Penguins","PIT","3",
