date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1923-12-15","Ottawa Senators","OTS","3","Hamilton Tigers","HAM","2",
"1923-12-15","Montreal Canadiens","MTL","1","Toronto St. Patricks","TRS","2",
"1923-12-19","Montreal Canadiens","MTL","3","Hamilton Tigers","HAM","1",
"1923-12-19","Toronto St. Patricks","TRS","2","Ottawa Senators","OTS","5",
"1923-12-22","Hamilton Tigers","HAM","2","Toronto St. Patricks","TRS","5",
"1923-12-26","Toronto St. Patricks","TRS","2","Hamilton Tigers","HAM","1",
"1923-12-26","Montreal Canadiens","MTL","2","Ottawa Senators","OTS","3",
"1923-12-29","Toronto St. Patricks","TRS","0","Montreal Canadiens","MTL","3",
"1923-12-29","Hamilton Tigers","HAM","3","Ottawa Senators","OTS","2",
"1924-01-02","Montreal Canadiens","MTL","0","Hamilton Tigers","HAM","4",
"1924-01-02","Ottawa Senators","OTS","4","Toronto St. Patricks","TRS","3",
"1924-01-05","Hamilton Tigers","HAM","1","Montreal Canadiens","MTL","5",
"1924-01-05","Toronto St. Patricks","TRS","3","Ottawa Senators","OTS","7",
"1924-01-09","Toronto St. Patricks","TRS","3","Hamilton Tigers","HAM","5",
"1924-01-09","Montreal Canadiens","MTL","1","Ottawa Senators","OTS","2",
"1924-01-12","Ottawa Senators","OTS","3","Hamilton Tigers","HAM","2",
"1924-01-12","Montreal Canadiens","MTL","3","Toronto St. Patricks","TRS","5",
"1924-01-16","Ottawa Senators","OTS","1","Montreal Canadiens","MTL","2",
"1924-01-16","Hamilton Tigers","HAM","1","Toronto St. Patricks","TRS","3",
"1924-01-19","Toronto St. Patricks","TRS","2","Montreal Canadiens","MTL","0",
"1924-01-19","Hamilton Tigers","HAM","1","Ottawa Senators","OTS","2",
"1924-01-21","Ottawa Senators","OTS","3","Montreal Canadiens","MTL","2",
"1924-01-23","Montreal Canadiens","MTL","1","Hamilton Tigers","HAM","4",
"1924-01-23","Ottawa Senators","OTS","5","Toronto St. Patricks","TRS","1",
"1924-01-26","Ottawa Senators","OTS","1","Hamilton Tigers","HAM","5",
"1924-01-26","Montreal Canadiens","MTL","1","Toronto St. Patricks","TRS","2",
"1924-01-30","Hamilton Tigers","HAM","2","Montreal Canadiens","MTL","5",
"1924-01-30","Toronto St. Patricks","TRS","2","Ottawa Senators","OTS","7",
"1924-02-02","Ottawa Senators","OTS","0","Montreal Canadiens","MTL","1",
"1924-02-02","Hamilton Tigers","HAM","4","Toronto St. Patricks","TRS","2",
"1924-02-06","Toronto St. Patricks","TRS","4","Hamilton Tigers","HAM","6",
"1924-02-06","Montreal Canadiens","MTL","0","Ottawa Senators","OTS","4",
"1924-02-09","Toronto St. Patricks","TRS","3","Montreal Canadiens","MTL","5",
"1924-02-09","Hamilton Tigers","HAM","0","Ottawa Senators","OTS","1",
"1924-02-13","Montreal Canadiens","MTL","3","Hamilton Tigers","HAM","2",
"1924-02-13","Ottawa Senators","OTS","2","Toronto St. Patricks","TRS","4",
"1924-02-16","Hamilton Tigers","HAM","1","Montreal Canadiens","MTL","2",
"1924-02-16","Toronto St. Patricks","TRS","2","Ottawa Senators","OTS","1",
"1924-02-20","Toronto St. Patricks","TRS","1","Hamilton Tigers","HAM","3",
"1924-02-21","Ottawa Senators","OTS","0","Montreal Canadiens","MTL","3",
"1924-02-23","Montreal Canadiens","MTL","0","Ottawa Senators","OTS","1",
"1924-02-23","Hamilton Tigers","HAM","1","Toronto St. Patricks","TRS","2",
"1924-02-27","Toronto St. Patricks","TRS","1","Montreal Canadiens","MTL","6",
"1924-02-27","Hamilton Tigers","HAM","4","Ottawa Senators","OTS","7",
"1924-03-01","Ottawa Senators","OTS","2","Hamilton Tigers","HAM","5",
"1924-03-01","Montreal Canadiens","MTL","4","Toronto St. Patricks","TRS","1",
"1924-03-05","Hamilton Tigers","HAM","3","Montreal Canadiens","MTL","6",
"1924-03-05","Ottawa Senators","OTS","8","Toronto St. Patricks","TRS","4",
