rank,teamName,teamAbrv,gamesPlayed,wins,losses,ties,points,pointsPercentage,goalsFor,goalsAgainst,simpleRatingSystem,strengthOfSchedule,totalGoalsPerGame,powerPlayGoals,powerPlayChances,powerPlayPercentage,powerPlayGoalsAgainst,powerPlayChancesAgainst,penaltyKillingPercentage,shortHandedGoals,shortHandedGoalsAgainst,shots,shootingPercentage,shotsAgainst,savePercentage,pdo
"1","Ottawa Senators","OTS","24","16","8","0","32",".667","74","54","0.63","-0.21","5.33","","","","","","","","","","","","",""
"2","Montreal Canadiens","MTL","24","13","11","0","26",".542","59","48","0.34","-0.12","4.46","","","","","","","","","","","","",""
"3","Toronto St. Patricks","TRS","24","10","14","0","20",".417","59","85","-0.81","0.27","6.00","","","","","","","","","","","","",""
"4","Hamilton Tigers","HAM","24","9","15","0","18",".375","63","68","-0.16","0.05","5.46","","","","","","","","","","","","",""
