date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1995-01-20","Chicago Blackhawks","CHI","1","Detroit Red Wings","DET","4",
"1995-01-20","Mighty Ducks of Anaheim","MDA","1","Edmonton Oilers","EDM","2",
"1995-01-20","Toronto Maple Leafs","TOR","3","Los Angeles Kings","LAK","3",
"1995-01-20","Buffalo Sabres","BUF","2","New York Rangers","NYR","1",
"1995-01-20","St. Louis Blues","STL","5","San Jose Sharks","SJS","2",
"1995-01-20","Pittsburgh Penguins","PIT","5","Tampa Bay Lightning","TBL","3",
"1995-01-20","Dallas Stars","DAL","1","Vancouver Canucks","VAN","1",
"1995-01-20","Calgary Flames","CGY","3","Winnipeg Jets","WIN","3",
"1995-01-21","Washington Capitals","WSH","1","Hartford Whalers","HAR","1",
"1995-01-21","Florida Panthers","FLA","1","New York Islanders","NYI","2",
"1995-01-21","Montreal Canadiens","MTL","2","New York Rangers","NYR","5",
"1995-01-21","Quebec Nordiques","QUE","3","Philadelphia Flyers","PHI","1",
"1995-01-21","Toronto Maple Leafs","TOR","2","San Jose Sharks","SJS","3",
"1995-01-21","St. Louis Blues","STL","7","Vancouver Canucks","VAN","1",
"1995-01-21","Mighty Ducks of Anaheim","MDA","4","Winnipeg Jets","WIN","3",
"1995-01-22","Philadelphia Flyers","PHI","1","Boston Bruins","BOS","4",
"1995-01-22","Calgary Flames","CGY","4","Detroit Red Wings","DET","1",
"1995-01-22","New Jersey Devils","NJD","2","Hartford Whalers","HAR","2",
"1995-01-22","Edmonton Oilers","EDM","4","Los Angeles Kings","LAK","3",
"1995-01-22","Ottawa Senators","OTT","3","New York Islanders","NYI","3",
"1995-01-22","Buffalo Sabres","BUF","5","Tampa Bay Lightning","TBL","2",
"1995-01-23","Pittsburgh Penguins","PIT","6","Florida Panthers","FLA","5",
"1995-01-23","Edmonton Oilers","EDM","4","Mighty Ducks of Anaheim","MDA","5",
"1995-01-23","Boston Bruins","BOS","2","New York Rangers","NYR","1",
"1995-01-23","Chicago Blackhawks","CHI","3","Winnipeg Jets","WIN","5",
"1995-01-24","St. Louis Blues","STL","4","Calgary Flames","CGY","6",
"1995-01-24","Vancouver Canucks","VAN","3","Detroit Red Wings","DET","6",
"1995-01-24","Dallas Stars","DAL","4","Los Angeles Kings","LAK","2",
"1995-01-24","Philadelphia Flyers","PHI","3","New York Islanders","NYI","4",
"1995-01-24","Washington Capitals","WSH","1","Quebec Nordiques","QUE","5",
"1995-01-25","New Jersey Devils","NJD","1","Buffalo Sabres","BUF","2",
"1995-01-25","Edmonton Oilers","EDM","1","Chicago Blackhawks","CHI","5",
"1995-01-25","Ottawa Senators","OTT","1","Hartford Whalers","HAR","4",
"1995-01-25","Dallas Stars","DAL","4","Mighty Ducks of Anaheim","MDA","1",
"1995-01-25","Washington Capitals","WSH","0","Montreal Canadiens","MTL","2",
