rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Greg Adams","31","TOT","LW","43","8","13","21","-3","16","3","3","2","0","9","4","0","72","11.1","",""
"2","Micah Aivazoff","25","EDM","LW","21","0","1","1","-2","2","0","0","0","0","1","0","0","6","0.0","",""
"3","Tommy Albelin","30","NJD","D","48","5","10","15","9","20","3","2","0","0","10","0","0","60","8.3","",""
"4","Jamie Allison","19","CGY","D","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"5","Jason Allison","19","WSH","C","12","2","1","3","-3","6","0","2","0","0","0","1","0","9","22.2","",""
"6","Peter Ambroziak","23","BUF","LW","12","0","1","1","-1","0","0","0","0","0","1","0","0","3","0.0","",""
"7","Tony Amonte","24","CHI","RW","48","15","20","35","7","41","8","6","1","3","13","7","0","105","14.3","",""
"8","Glenn Anderson","34","STL","RW","36","12","14","26","9","37","12","0","0","3","11","3","0","54","22.2","",""
"9","Shawn Anderson","26","PHI","D","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"10","Mikael Andersson","28","TBL","RW","36","4","7","11","-3","4","4","0","0","0","6","1","0","36","11.1","",""
"11","Dave Andreychuk","31","TOR","LW","48","22","16","38","-7","34","14","8","0","2","10","6","0","168","13.1","",""
"12","Greg Andrusak","25","PIT","D","7","0","4","4","-1","6","0","0","0","0","1","3","0","7","0.0","",""
"13","Shawn Antoski","24","TOT","LW","32","0","0","0","-4","107","0","0","0","0","0","0","0","16","0.0","",""
"14","Dave Archibald","25","OTT","C","14","2","2","4","-7","19","2","0","0","1","2","0","0","27","7.4","",""
"15","Jason Arnott","20","EDM","C","42","15","22","37","-14","128","8","7","0","1","10","11","1","156","9.6","",""
"16","Mark Astley","25","BUF","D","14","2","1","3","-2","12","2","0","0","0","0","1","0","21","9.5","",""
"17","Adrian Aucoin","21","VAN","D","1","1","0","1","1","0","1","0","0","0","0","0","0","2","50.0","",""
"18","Donald Audette","25","BUF","RW","46","24","13","37","-3","27","11","13","0","7","3","10","0","124","19.4","",""
"19","Dave Babych","33","VAN","D","40","3","11","14","-13","18","2","1","0","0","6","5","0","58","5.2","",""
"20","Jamie Baker","28","SJS","C","43","7","4","11","-7","22","6","0","1","0","3","0","1","60","11.7","",""
"21","Matthew Barnaby","21","BUF","LW","23","1","1","2","-2","116","1","0","0","0","1","0","0","27","3.7","",""
"22","Stu Barnes","24","FLA","C","41","10","19","29","7","8","9","1","0","2","13","5","1","93","10.8","",""
"23","Murray Baron","27","STL","D","39","0","5","5","9","93","0","0","0","0","4","0","1","28","0.0","",""
"24","Len Barrie","25","PIT","C","48","3","11","14","-4","66","3","0","0","1","9","2","0","37","8.1","",""
"25","Bob Bassen","29","QUE","C","47","12","15","27","14","33","11","0","1","1","15","0","0","66","18.2","",""
"26","Jeff Batters","24","STL","D","10","0","0","0","-5","21","0","0","0","0","0","0","0","3","0.0","",""
"27","Ken Baumgartner","28","TOR","LW","2","0","0","0","0","5","0","0","0","0","0","0","0","1","0.0","",""
"28","Bob Beers","27","NYI","D","22","2","7","9","-8","6","1","1","0","0","6","1","0","38","5.3","",""
"29","Jesse Belanger","25","FLA","C","47","15","14","29","-5","18","9","6","0","3","6","8","0","89","16.9","",""
"30","Ken Belanger","20","TOR","LW","3","0","0","0","0","9","0","0","0","0","0","0","0","1","0.0","",""
"31","Brian Bellows","30","MTL","LW","41","8","8","16","-7","8","7","1","0","1","4","4","0","110","7.3","",""
"32","Brian Benning","28","FLA","D","24","1","7","8","-6","18","0","1","0","0","4","3","0","26","3.8","",""
"33","Josef Beranek","25","TOT","C","51","13","18","31","-7","30","10","3","0","0","12","6","0","134","9.7","",""
"34","Drake Berehowsky","23","TOT","D","29","0","2","2","-9","28","0","0","0","0","2","0","0","14","0.0","",""
"35","Bill Berg","27","TOR","LW","32","5","1","6","-11","26","5","0","0","2","1","0","0","57","8.8","",""
"36","Marc Bergevin","29","TBL","D","44","2","4","6","-6","51","1","0","1","0","4","0","0","32","6.3","",""
"37","Craig Berube","29","WSH","LW","43","2","4","6","-5","173","2","0","0","0","4","0","0","22","9.1","",""
"38","Jeff Beukeboom","29","NYR","D","44","1","3","4","3","70","1","0","0","0","2","0","1","29","3.4","",""
"39","Radim Bicanek","20","OTT","D","6","0","0","0","3","0","0","0","0","0","0","0","0","6","0.0","",""
"40","Rob Blake","25","LAK","D","24","4","7","11","-16","38","0","4","0","1","5","2","0","76","5.3","",""
"41","Arto Blomsten","29","TOT","D","5","0","1","1","2","2","0","0","0","0","1","0","0","1","0.0","",""
"42","Doug Bodger","28","BUF","D","44","3","17","20","-3","47","1","2","0","0","4","10","3","87","3.4","",""
"43","Claude Boivin","24","OTT","LW","3","0","1","1","-1","6","0","0","0","0","1","0","0","0","","",""
"44","Peter Bondra","26","WSH","RW","47","34","9","43","9","24","16","12","6","3","3","6","0","177","19.2","",""
"45","Radek Bonk","19","OTT","C","42","3","8","11","-5","28","2","1","0","0","5","3","0","40","7.5","",""
"46","Jason Bonsignore","18","EDM","C","1","1","0","1","-1","0","1","0","0","0","0","0","0","3","33.3","",""
"47","Dennis Bonvie","21","EDM","D","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"48","Luciano Borsato","29","WIN","C","4","0","0","0","-1","0","0","0","0","0","0","0","0","2","0.0","",""
"49","Nikolai Borschevsky","30","TOT","RW","27","0","10","10","10","0","0","0","0","0","9","1","0","40","0.0","",""
"50","Joel Bouchard","21","CGY","D","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"51","Philippe Boucher","21","TOT","D","15","2","4","6","3","4","2","0","0","0","2","2","0","30","6.7","",""
"52","Phil Bourque","32","OTT","LW","38","4","3","7","-17","20","4","0","0","0","3","0","0","34","11.8","",""
"53","Raymond Bourque","34","BOS","D","46","12","31","43","3","20","3","9","0","2","11","20","0","210","5.7","",""
"54","Jason Bowen","21","PHI","D","4","0","0","0","-2","0","0","0","0","0","0","0","0","2","0.0","",""
"55","Zac Boyer","23","DAL","RW","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","",""
"56","Philippe Bozon","28","STL","LW","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"57","Brian Bradley","30","TBL","C","46","13","27","40","-6","42","10","3","0","2","20","7","0","111","11.7","",""
"58","Donald Brashear","23","MTL","LW","20","1","1","2","-5","63","1","0","0","1","1","0","0","10","10.0","",""
"59","Rod Brind'Amour","24","PHI","C","48","12","27","39","-4","33","7","4","1","2","14","12","1","86","14.0","",""
"60","Patrice Brisebois","24","MTL","D","35","4","8","12","-2","26","4","0","0","2","5","3","0","67","6.0","",""
"61","Neal Broten","35","TOT","C","47","8","24","32","1","24","6","2","0","3","18","5","1","72","11.1","",""
"62","Paul Broten","29","DAL","RW","47","7","9","16","-7","36","7","0","0","0","8","1","0","67","10.4","",""
"63","Curtis Brown","18","BUF","C","1","1","1","2","2","2","1","0","0","0","1","0","0","4","25.0","",""
"64","Dave Brown","32","PHI","RW","28","1","2","3","-1","53","1","0","0","0","2","0","0","8","12.5","",""
"65","Doug Brown","30","DET","RW","45","9","12","21","14","16","7","1","1","2","11","0","1","69","13.0","",""
"66","Greg Brown","26","WIN","D","9","0","3","3","1","17","0","0","0","0","2","1","0","12","0.0","",""
"67","Jeff Brown","28","VAN","D","33","8","23","31","-2","16","5","3","0","0","5","18","0","111","7.2","",""
"68","Keith Brown","34","FLA","D","13","0","0","0","1","2","0","0","0","0","0","0","0","10","0.0","",""
"69","Kevin Brown","20","LAK","RW","23","2","3","5","-7","18","2","0","0","0","3","0","0","25","8.0","",""
