rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Ramzi Abid","22","TOT","LW","33","10","8","18","-4","32","6","4","0","3","6","2","0","59","16.9","428","12:58"
"2","Craig Adams","25","CAR","RW","81","6","12","18","-11","71","5","1","0","1","11","1","0","107","5.6","988","12:12"
"3","Kevyn Adams","28","CAR","C","77","9","9","18","-8","57","9","0","0","0","6","2","1","169","5.3","1128","14:39"
"4","Maxim Afinogenov","23","BUF","RW","35","5","6","11","-12","21","3","2","0","2","6","0","0","77","6.5","469","13:24"
"5","Tommy Albelin","38","NJD","D","37","1","6","7","10","6","0","0","1","0","5","1","0","30","3.3","563","15:13"
"6","Nikita Alexeev","21","TBL","RW","37","4","2","6","-6","8","3","1","0","1","1","1","0","52","7.7","426","11:31"
"7","Daniel Alfredsson","30","OTT","RW","78","27","51","78","15","42","18","9","0","6","27","24","0","240","11.3","1524","19:32"
"8","Bobby Allen","24","EDM","D","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","3","2:53"
"9","Bryan Allen","22","VAN","D","48","5","3","8","8","73","5","0","0","1","2","1","0","43","11.6","621","12:56"
"10","Jamie Allison","27","CBJ","D","48","0","1","1","-15","99","0","0","0","0","1","0","0","23","0.0","574","11:57"
"11","Jason Allison","27","LAK","C","26","6","22","28","9","22","4","2","0","3","12","10","0","46","13.0","562","21:36"
"12","Tony Amonte","32","TOT","RW","72","20","31","51","0","28","12","7","1","5","11","20","0","207","9.7","1377","19:08"
"13","Dave Andreychuk","39","TBL","LW","72","20","14","34","-12","34","5","15","0","3","1","13","0","170","11.8","1184","16:27"
"14","Nik Antropov","22","TOR","RW","72","16","29","45","11","124","13","2","1","6","18","11","0","102","15.7","1080","14:00"
"15","Denis Arkhipov","23","NSH","C","79","11","24","35","-18","32","8","3","0","1","13","11","0","148","7.4","1196","15:09"
