rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Sid Abel","28","DET","C","60","19","29","48","","29","","","","","","","","","","",""
"2","George Allen","32","MTL","LW","49","7","14","21","","12","","","","","","","","","","",""
"3","Syl Apps","32","TOR","C","54","25","24","49","","6","","","","","","","","","","",""
"4","Frank Ashworth","19","CBH","C","18","5","4","9","","2","","","","","","","","","","",""
"5","Doug Baldwin","24","DET","D","4","0","0","0","","0","","","","","","","","","","",""
"6","Bill Barilko","19","TOR","D","18","3","7","10","","33","","","","","","","","","","",""
"7","Ed Barry","27","BOS","LW","19","1","3","4","","2","","","","","","","","","","",""
"8","Bobby Bauer","31","BOS","RW","58","30","24","54","","4","","","","","","","","","","",""
"9","Huddy Bell","21","NYR","D","1","0","1","1","","0","","","","","","","","","","",""
"10","Joe Bell","23","NYR","LW","47","6","4","10","","12","","","","","","","","","","",""
"11","Joe Benoit","30","MTL","RW","6","0","0","0","","4","","","","","","","","","","",""
"12","Doug Bentley","30","CBH","LW","52","21","34","55","","18","","","","","","","","","","",""
"13","Max Bentley","26","CBH","C","60","29","43","72","","12","","","","","","","","","","",""
"14","Hank Blade","26","CBH","LW","18","1","3","4","","2","","","","","","","","","","",""
"15","Toe Blake","34","MTL","LW","60","21","29","50","","6","","","","","","","","","","",""
"16","Gus Bodnar","23","TOR","C","39","4","6","10","","10","","","","","","","","","","",""
"17","Garth Boesch","26","TOR","D","35","4","5","9","","47","","","","","","","","","","",""
"18","Butch Bouchard","27","MTL","D","60","5","7","12","","60","","","","","","","","","","",""
"19","Adam Brown","26","TOT","LW","64","19","30","49","","87","","","","","","","","","","",""
"20","Eddie Bruneteau","27","DET","RW","60","9","14","23","","14","","","","","","","","","","",""
"21","Joe Carveth","28","BOS","RW","51","21","15","36","","18","","","","","","","","","","",""
"22","Murph Chamberlain","31","MTL","LW","49","10","10","20","","97","","","","","","","","","","",""
"23","Dit Clapper","39","BOS","D","6","0","0","0","","0","","","","","","","","","","",""
"24","Mac Colville","31","NYR","RW","14","0","0","0","","8","","","","","","","","","","",""
"25","Neil Colville","32","NYR","D","60","4","16","20","","16","","","","","","","","","","",""
"26","Jim Conacher","25","DET","C","33","16","13","29","","2","","","","","","","","","","",""
"27","Roy Conacher","30","DET","LW","60","30","24","54","","6","","","","","","","","","","",""
"28","Joe Cooper","32","NYR","D","59","2","8","10","","38","","","","","","","","","","",""
"29","Gerry Couture","21","DET","RW","30","5","10","15","","0","","","","","","","","","","",""
"30","Bill Cowley","34","BOS","C","51","13","25","38","","16","","","","","","","","","","",""
"31","Jack Crawford","30","BOS","D","58","1","17","18","","16","","","","","","","","","","",""
"32","Bob Dawes","22","TOR","D","1","0","0","0","","0","","","","","","","","","","",""
"33","Ab DeMarco","30","NYR","C","44","9","10","19","","4","","","","","","","","","","",""
"34","Jean-Paul Denis","22","NYR","RW","6","0","1","1","","0","","","","","","","","","","",""
"35","Al Dewsbury","20","DET","D","23","2","1","3","","12","","","","","","","","","","",""
"36","Harry Dick","24","CBH","D","12","0","1","1","","12","","","","","","","","","","",""
"37","Lloyd Doran","26","DET","C","24","3","2","5","","10","","","","","","","","","","",""
"38","Les Douglas","28","DET","C","12","0","2","2","","2","","","","","","","","","","",""
"39","Woody Dumart","30","BOS","LW","60","24","28","52","","12","","","","","","","","","","",""
"40","Frank Eddolls","25","MTL","D","6","0","0","0","","0","","","","","","","","","","",""
"41","Pat Egan","28","BOS","D","60","7","18","25","","89","","","","","","","","","","",""
"42","Bill Ezinicki","22","TOR","RW","60","17","20","37","","93","","","","","","","","","","",""
"43","Bob Fillion","25","MTL","LW","57","6","3","9","","16","","","","","","","","","","",""
"44","Fern Flaman","20","BOS","D","23","1","4","5","","41","","","","","","","","","","",""
"45","Tom Fowler","22","CBH","C","24","0","1","1","","18","","","","","","","","","","",""
"46","Bill Gadsby","19","CBH","D","48","8","10","18","","31","","","","","","","","","","",""
"47","Don Gallinger","21","BOS","C","47","11","19","30","","12","","","","","","","","","","",""
"48","Cal Gardner","22","NYR","C","52","13","16","29","","30","","","","","","","","","","",""
"49","Fern Gauthier","27","DET","RW","40","1","12","13","","2","","","","","","","","","","",""
"50","George Gee","24","CBH","C","60","20","20","40","","26","","","","","","","","","","",""
"51","Bob Goldham","24","TOR","D","11","1","1","2","","10","","","","","","","","","","",""
