date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1946-10-16","Toronto Maple Leafs","TOR","3","Detroit Red Wings","DET","3",
"1946-10-17","New York Rangers","NYR","0","Montreal Canadiens","MTL","3",
"1946-10-19","Boston Bruins","BOS","1","Montreal Canadiens","MTL","1",
"1946-10-19","Detroit Red Wings","DET","3","Toronto Maple Leafs","TOR","6",
"1946-10-20","Chicago Black Hawks","CBH","2","Boston Bruins","BOS","2",
"1946-10-20","New York Rangers","NYR","3","Detroit Red Wings","DET","1",
"1946-10-23","Toronto Maple Leafs","TOR","3","Boston Bruins","BOS","3",
"1946-10-23","Chicago Black Hawks","CBH","6","Detroit Red Wings","DET","5",
"1946-10-23","New York Rangers","NYR","4","Montreal Canadiens","MTL","1",
"1946-10-26","New York Rangers","NYR","1","Boston Bruins","BOS","3",
"1946-10-26","Detroit Red Wings","DET","2","Montreal Canadiens","MTL","7",
"1946-10-26","Chicago Black Hawks","CBH","1","Toronto Maple Leafs","TOR","2",
"1946-10-27","Montreal Canadiens","MTL","1","Detroit Red Wings","DET","2",
"1946-10-30","Toronto Maple Leafs","TOR","5","Chicago Black Hawks","CBH","2",
"1946-10-30","Boston Bruins","BOS","3","New York Rangers","NYR","3",
"1946-11-01","Toronto Maple Leafs","TOR","1","Montreal Canadiens","MTL","1",
"1946-11-02","Detroit Red Wings","DET","4","New York Rangers","NYR","7",
"1946-11-02","Boston Bruins","BOS","5","Toronto Maple Leafs","TOR","0",
"1946-11-03","Boston Bruins","BOS","3","Chicago Black Hawks","CBH","5",
"1946-11-03","New York Rangers","NYR","1","Detroit Red Wings","DET","3",
"1946-11-06","New York Rangers","NYR","2","Chicago Black Hawks","CBH","6",
"1946-11-06","Boston Bruins","BOS","3","Detroit Red Wings","DET","3",
"1946-11-07","Chicago Black Hawks","CBH","3","Montreal Canadiens","MTL","4",
"1946-11-09","Boston Bruins","BOS","2","Montreal Canadiens","MTL","5",
"1946-11-09","New York Rangers","NYR","2","Toronto Maple Leafs","TOR","4",
"1946-11-10","Toronto Maple Leafs","TOR","4","Chicago Black Hawks","CBH","2",
"1946-11-10","Montreal Canadiens","MTL","3","Detroit Red Wings","DET","6",
"1946-11-10","Boston Bruins","BOS","4","New York Rangers","NYR","0",
"1946-11-13","Detroit Red Wings","DET","2","Boston Bruins","BOS","5",
"1946-11-13","Montreal Canadiens","MTL","4","New York Rangers","NYR","4",
"1946-11-14","Detroit Red Wings","DET","3","Montreal Canadiens","MTL","4",
"1946-11-16","Chicago Black Hawks","CBH","6","New York Rangers","NYR","2",
"1946-11-16","Montreal Canadiens","MTL","0","Toronto Maple Leafs","TOR","3",
"1946-11-17","Montreal Canadiens","MTL","4","Boston Bruins","BOS","1",
"1946-11-17","Chicago Black Hawks","CBH","2","Detroit Red Wings","DET","5",
"1946-11-17","Toronto Maple Leafs","TOR","5","New York Rangers","NYR","4",
"1946-11-20","Toronto Maple Leafs","TOR","1","Boston Bruins","BOS","4",
"1946-11-20","Detroit Red Wings","DET","8","Chicago Black Hawks","CBH","6",
"1946-11-21","New York Rangers","NYR","1","Detroit Red Wings","DET","3",
"1946-11-23","New York Rangers","NYR","3","Montreal Canadiens","MTL","2",
"1946-11-23","Detroit Red Wings","DET","4","Toronto Maple Leafs","TOR","2",
"1946-11-24","Montreal Canadiens","MTL","4","Boston Bruins","BOS","2",
"1946-11-24","New York Rangers","NYR","5","Chicago Black Hawks","CBH","1",
"1946-11-24","Toronto Maple Leafs","TOR","5","Detroit Red Wings","DET","0",
"1946-11-27","New York Rangers","NYR","2","Boston Bruins","BOS","5",
"1946-11-27","Toronto Maple Leafs","TOR","2","Chicago Black Hawks","CBH","5",
"1946-11-27","Montreal Canadiens","MTL","6","Detroit Red Wings","DET","1",
"1946-11-30","Detroit Red Wings","DET","1","Montreal Canadiens","MTL","4",
"1946-11-30","Chicago Black Hawks","CBH","0","Toronto Maple Leafs","TOR","11",
"1946-12-01","Detroit Red Wings","DET","3","Boston Bruins","BOS","3",
"1946-12-01","New York Rangers","NYR","2","Chicago Black Hawks","CBH","1",
"1946-12-03","Chicago Black Hawks","CBH","1","Montreal Canadiens","MTL","4",
"1946-12-04","Toronto Maple Leafs","TOR","2","Boston Bruins","BOS","2",
"1946-12-04","Detroit Red Wings","DET","0","Chicago Black Hawks","CBH","0",
"1946-12-04","Montreal Canadiens","MTL","1","New York Rangers","NYR","2",
"1946-12-07","Boston Bruins","BOS","1","Toronto Maple Leafs","TOR","5",
"1946-12-08","New York Rangers","NYR","6","Boston Bruins","BOS","4",
"1946-12-08","Montreal Canadiens","MTL","5","Chicago Black Hawks","CBH","3",
"1946-12-08","Toronto Maple Leafs","TOR","5","Detroit Red Wings","DET","4",
"1946-12-11","Chicago Black Hawks","CBH","1","Boston Bruins","BOS","4",
"1946-12-11","Detroit Red Wings","DET","1","New York Rangers","NYR","1",
"1946-12-11","Montreal Canadiens","MTL","3","Toronto Maple Leafs","TOR","2",
"1946-12-14","New York Rangers","NYR","2","Toronto Maple Leafs","TOR","3",
"1946-12-15","Detroit Red Wings","DET","2","Boston Bruins","BOS","3",
"1946-12-15","Toronto Maple Leafs","TOR","4","Chicago Black Hawks","CBH","3",
"1946-12-15","Montreal Canadiens","MTL","5","New York Rangers","NYR","3",
"1946-12-18","New York Rangers","NYR","2","Boston Bruins","BOS","3",
"1946-12-18","Detroit Red Wings","DET","2","Chicago Black Hawks","CBH","5",
"1946-12-19","Detroit Red Wings","DET","1","Toronto Maple Leafs","TOR","3",
"1946-12-21","Boston Bruins","BOS","1","Montreal Canadiens","MTL","5",
"1946-12-21","Chicago Black Hawks","CBH","1","Toronto Maple Leafs","TOR","3",
"1946-12-22","Boston Bruins","BOS","1","Chicago Black Hawks","CBH","5",
"1946-12-22","Montreal Canadiens","MTL","4","Detroit Red Wings","DET","2",
"1946-12-22","Toronto Maple Leafs","TOR","3","New York Rangers","NYR","1",
"1946-12-25","Chicago Black Hawks","CBH","5","Boston Bruins","BOS","3",
"1946-12-25","Toronto Maple Leafs","TOR","2","Detroit Red Wings","DET","1",
"1946-12-25","Montreal Canadiens","MTL","0","New York Rangers","NYR","2",
"1946-12-26","Toronto Maple Leafs","TOR","1","Montreal Canadiens","MTL","4",
"1946-12-28","New York Rangers","NYR","2","Detroit Red Wings","DET","2",
"1946-12-28","Chicago Black Hawks","CBH","2","Montreal Canadiens","MTL","8",
"1946-12-28","Boston Bruins","BOS","3","Toronto Maple Leafs","TOR","4",
"1946-12-29","Boston Bruins","BOS","2","New York Rangers","NYR","2",
"1946-12-31","Detroit Red Wings","DET","5","New York Rangers","NYR","4",
"1947-01-01","New York Rangers","NYR","1","Boston Bruins","BOS","3",
"1947-01-01","Montreal Canadiens","MTL","5","Chicago Black Hawks","CBH","2",
"1947-01-01","Detroit Red Wings","DET","1","Toronto Maple Leafs","TOR","2",
"1947-01-02","Toronto Maple Leafs","TOR","5","New York Rangers","NYR","4",
"1947-01-04","Boston Bruins","BOS","1","Montreal Canadiens","MTL","4",
"1947-01-04","New York Rangers","NYR","2","Toronto Maple Leafs","TOR","0",
"1947-01-05","Boston Bruins","BOS","1","Detroit Red Wings","DET","3",
"1947-01-05","Chicago Black Hawks","CBH","0","New York Rangers","NYR","9",
"1947-01-08","Detroit Red Wings","DET","4","Montreal Canadiens","MTL","2",
"1947-01-08","Boston Bruins","BOS","3","New York Rangers","NYR","1",
"1947-01-08","Chicago Black Hawks","CBH","4","Toronto Maple Leafs","TOR","10",
"1947-01-09","Chicago Black Hawks","CBH","6","Detroit Red Wings","DET","4",
"1947-01-11","Chicago Black Hawks","CBH","2","Montreal Canadiens","MTL","1",
"1947-01-11","Boston Bruins","BOS","3","Toronto Maple Leafs","TOR","4",
"1947-01-12","Montreal Canadiens","MTL","1","Chicago Black Hawks","CBH","3",
"1947-01-12","Boston Bruins","BOS","1","Detroit Red Wings","DET","5",
"1947-01-12","Toronto Maple Leafs","TOR","2","New York Rangers","NYR","3",
"1947-01-15","Chicago Black Hawks","CBH","3","Boston Bruins","BOS","6",
"1947-01-15","Detroit Red Wings","DET","3","New York Rangers","NYR","4",
"1947-01-15","Montreal Canadiens","MTL","1","Toronto Maple Leafs","TOR","2",
"1947-01-16","Toronto Maple Leafs","TOR","1","Montreal Canadiens","MTL","1",
"1947-01-18","Chicago Black Hawks","CBH","1","Boston Bruins","BOS","3",
"1947-01-18","New York Rangers","NYR","2","Montreal Canadiens","MTL","6",
"1947-01-18","Detroit Red Wings","DET","4","Toronto Maple Leafs","TOR","7",
"1947-01-19","Toronto Maple Leafs","TOR","2","Boston Bruins","BOS","3",
"1947-01-19","Montreal Canadiens","MTL","2","Detroit Red Wings","DET","2",
"1947-01-19","Chicago Black Hawks","CBH","3","New York Rangers","NYR","5",
"1947-01-22","Montreal Canadiens","MTL","4","Boston Bruins","BOS","3",
"1947-01-22","New York Rangers","NYR","4","Chicago Black Hawks","CBH","2",
"1947-01-23","Chicago Black Hawks","CBH","2","Detroit Red Wings","DET","8",
"1947-01-25","Boston Bruins","BOS","1","Montreal Canadiens","MTL","4",
"1947-01-25","New York Rangers","NYR","1","Toronto Maple Leafs","TOR","0",
"1947-01-26","Detroit Red Wings","DET","3","Boston Bruins","BOS","4",
"1947-01-26","Toronto Maple Leafs","TOR","6","Chicago Black Hawks","CBH","6",
"1947-01-28","Montreal Canadiens","MTL","4","Chicago Black Hawks","CBH","2",
"1947-01-29","Detroit Red Wings","DET","1","Boston Bruins","BOS","4",
"1947-01-30","Toronto Maple Leafs","TOR","0","Montreal Canadiens","MTL","2",
"1947-02-01","Boston Bruins","BOS","2","Detroit Red Wings","DET","2",
"1947-02-01","New York Rangers","NYR","1","Montreal Canadiens","MTL","2",
"1947-02-01","Chicago Black Hawks","CBH","5","Toronto Maple Leafs","TOR","4",
"1947-02-02","Boston Bruins","BOS","1","Chicago Black Hawks","CBH","3",
"1947-02-02","Montreal Canadiens","MTL","1","New York Rangers","NYR","7",
"1947-02-05","Montreal Canadiens","MTL","3","Boston Bruins","BOS","2",
"1947-02-05","New York Rangers","NYR","3","Chicago Black Hawks","CBH","2",
"1947-02-06","Toronto Maple Leafs","TOR","2","Montreal Canadiens","MTL","8",
"1947-02-08","Detroit Red Wings","DET","3","Montreal Canadiens","MTL","4",
"1947-02-08","Boston Bruins","BOS","2","Toronto Maple Leafs","TOR","5",
"1947-02-09","Boston Bruins","BOS","4","Chicago Black Hawks","CBH","6",
"1947-02-09","New York Rangers","NYR","2","Detroit Red Wings","DET","5",
"1947-02-12","New York Rangers","NYR","1","Boston Bruins","BOS","10",
"1947-02-12","Montreal Canadiens","MTL","1","Chicago Black Hawks","CBH","1",
"1947-02-15","Chicago Black Hawks","CBH","1","Detroit Red Wings","DET","5",
"1947-02-15","Montreal Canadiens","MTL","4","Toronto Maple Leafs","TOR","4",
"1947-02-16","Montreal Canadiens","MTL","2","Boston Bruins","BOS","2",
"1947-02-16","Detroit Red Wings","DET","2","Chicago Black Hawks","CBH","3",
"1947-02-16","Toronto Maple Leafs","TOR","2","New York Rangers","NYR","6",
"1947-02-19","Toronto Maple Leafs","TOR","3","Chicago Black Hawks","CBH","5",
"1947-02-19","Boston Bruins","BOS","0","New York Rangers","NYR","6",
"1947-02-20","Boston Bruins","BOS","0","Detroit Red Wings","DET","3",
"1947-02-22","Montreal Canadiens","MTL","3","Detroit Red Wings","DET","7",
"1947-02-22","New York Rangers","NYR","0","Toronto Maple Leafs","TOR","2",
"1947-02-23","Boston Bruins","BOS","9","Chicago Black Hawks","CBH","4",
"1947-02-23","Toronto Maple Leafs","TOR","2","Montreal Canadiens","MTL","2",
"1947-02-23","Detroit Red Wings","DET","2","New York Rangers","NYR","2",
"1947-02-26","Chicago Black Hawks","CBH","9","New York Rangers","NYR","7",
"1947-02-26","Montreal Canadiens","MTL","1","Toronto Maple Leafs","TOR","0",
"1947-02-27","Toronto Maple Leafs","TOR","3","Detroit Red Wings","DET","3",
"1947-02-27","Chicago Black Hawks","CBH","5","Montreal Canadiens","MTL","6",
"1947-03-01","Boston Bruins","BOS","2","Montreal Canadiens","MTL","1",
"1947-03-01","Detroit Red Wings","DET","5","Toronto Maple Leafs","TOR","4",
"1947-03-02","Detroit Red Wings","DET","3","Chicago Black Hawks","CBH","1",
"1947-03-02","Boston Bruins","BOS","3","New York Rangers","NYR","2",
"1947-03-03","Chicago Black Hawks","CBH","9","New York Rangers","NYR","4",
"1947-03-05","Toronto Maple Leafs","TOR","4","Boston Bruins","BOS","5",
"1947-03-05","New York Rangers","NYR","3","Chicago Black Hawks","CBH","1",
"1947-03-06","Detroit Red Wings","DET","1","Montreal Canadiens","MTL","1",
"1947-03-08","Chicago Black Hawks","CBH","4","Toronto Maple Leafs","TOR","12",
"1947-03-09","Detroit Red Wings","DET","0","Boston Bruins","BOS","6",
"1947-03-09","Montreal Canadiens","MTL","4","Chicago Black Hawks","CBH","1",
"1947-03-09","Toronto Maple Leafs","TOR","4","New York Rangers","NYR","2",
"1947-03-12","Boston Bruins","BOS","8","Chicago Black Hawks","CBH","3",
"1947-03-12","Detroit Red Wings","DET","4","New York Rangers","NYR","2",
