rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,shortHandedAssists,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Red Almas","22","DET","1","","0","1","0","5","","","","5.00","0","60","","","","","","0","0","0","0"
"2","Paul Bibeault","27","CBH","41","","13","25","3","170","","","","4.15","1","2460","","","","","","0","0","0","2"
"3","Frank Brimsek","31","BOS","60","","26","23","11","175","","","","2.92","3","3600","","","","","","0","0","0","2"
"4","Turk Broda","32","TOR","60","","31","19","10","172","","","","2.87","4","3600","","","","","","0","0","0","0"
"5","Bill Durnan","31","MTL","60","","34","16","10","138","","","","2.30","4","3600","","","","","","0","0","0","0"
"6","Emile Francis","20","CBH","19","","6","12","1","104","","","","5.47","0","1140","","","","","","0","0","0","0"
"7","Jim Henry","26","NYR","2","","0","2","0","9","","","","4.50","0","120","","","","","","0","0","0","0"
"8","Harry Lumley","20","DET","52","","22","20","10","159","","","","3.06","3","3120","","","","","","0","0","0","4"
"9","Johnny Mowers","30","DET","7","","0","6","1","29","","","","4.14","0","420","","","","","","0","0","0","2"
"10","Chuck Rayner","26","NYR","58","","22","30","6","177","","","","3.05","5","3480","","","","","","0","0","0","0"
