rank,teamName,teamAbrv,gamesPlayed,wins,losses,ties,points,pointsPercentage,goalsFor,goalsAgainst,simpleRatingSystem,strengthOfSchedule,totalGoalsPerGame,powerPlayGoals,powerPlayChances,powerPlayPercentage,powerPlayGoalsAgainst,powerPlayChancesAgainst,penaltyKillingPercentage,shortHandedGoals,shortHandedGoalsAgainst,shots,shootingPercentage,shotsAgainst,savePercentage,pdo
"1"0,"Detroit Red Wings"1,"DET","60"2,"34"3,"19"4,"7"5,"75"6,".625"7,"195"8,"145"9,"0.69"10,"-0.14"11,"5.67"12,""13,""14,""15,""16,""17,""18,""19,""20,""21,""22,""23,""24,""
"2"0,"Boston Bruins"1,"BOS","60"2,"29"3,"23"4,"8"5,"66"6,".550"7,"178"8,"163"9,"0.21"10,"-0.04"11,"5.68"12,""13,""14,""15,""16,""17,""18,""19,""20,""21,""22,""23,""24,""
"3"0,"Montreal Canadiens"1,"MTL","60"2,"28"3,"23"4,"9"5,"65"6,".542"7,"152"8,"126"9,"0.36"10,"-0.07"11,"4.63"12,""13,""14,""15,""16,""17,""18,""19,""20,""21,""22,""23,""24,""
"4"0,"Toronto Maple Leafs"1,"TOR","60"2,"22"3,"25"4,"13"5,"57"6,".475"7,"147"8,"161"9,"-0.19"10,"0.04"11,"5.13"12,""13,""14,""15,""16,""17,""18,""19,""20,""21,""22,""23,""24,""
"5"0,"Chicago Black Hawks"1,"CBH","60"2,"21"3,"31"4,"8"5,"50"6,".417"7,"173"8,"211"9,"-0.53"10,"0.11"11,"6.40"12,""13,""14,""15,""16,""17,""18,""19,""20,""21,""22,""23,""24,""
"6"0,"New York Rangers"1,"NYR","60"2,"18"3,"31"4,"11"5,"47"6,".392"7,"133"8,"172"9,"-0.54"10,"0.11"11,"5.08"12,""13,""14,""15,""16,""17,""18,""19,""20,""21,""22,""23,""24,""
