rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Sid Abel","30","DET","C","60","28","26","54","","49","","","","","","","","","","",""
"2","Clint Albright","22","NYR","C","59","14","5","19","","19","","","","","","","","","","",""
"3","Pete Babando","23","BOS","LW","58","19","14","33","","34","","","","","","","","","","",""
"4","Bill Barilko","21","TOR","D","60","5","4","9","","95","","","","","","","","","","",""
"5","Doug Bentley","32","CBH","C","58","23","43","66","","38","","","","","","","","","","",""
"6","Max Bentley","28","TOR","C","60","19","22","41","","18","","","","","","","","","","",""
"7","Chuck Blair","20","TOR","RW","1","0","0","0","","0","","","","","","","","","","",""
"8","Gus Bodnar","25","CBH","C","59","19","26","45","","14","","","","","","","","","","",""
"9","Garth Boesch","28","TOR","D","59","1","10","11","","43","","","","","","","","","","",""
"10","Butch Bouchard","29","MTL","D","27","3","3","6","","42","","","","","","","","","","",""
"11","Adam Brown","28","CBH","RW","58","8","12","20","","69","","","","","","","","","","",""
"12","Eddie Bruneteau","29","DET","RW","1","0","0","0","","0","","","","","","","","","","",""
"13","Al Buchanan","21","TOR","LW","3","0","1","1","","2","","","","","","","","","","",""
"14","Bucky Buchanan","26","NYR","RW","2","0","0","0","","0","","","","","","","","","","",""
"15","Tod Campeau","25","MTL","C","26","3","7","10","","12","","","","","","","","","","",""
"16","Joe Carveth","30","MTL","RW","60","15","22","37","","8","","","","","","","","","","",""
"17","Ray Ceresino","19","TOR","RW","12","1","1","2","","2","","","","","","","","","","",""
"18","Murph Chamberlain","33","MTL","LW","54","5","8","13","","111","","","","","","","","","","",""
"19","Neil Colville","34","NYR","D","14","0","5","5","","2","","","","","","","","","","",""
"20","Jim Conacher","27","TOT","C","59","26","23","49","","43","","","","","","","","","","",""
"21","Roy Conacher","32","CBH","LW","60","26","42","68","","8","","","","","","","","","","",""
"22","Les Costello","20","TOR","LW","15","2","3","5","","11","","","","","","","","","","",""
"23","Gerry Couture","23","DET","RW","51","19","10","29","","6","","","","","","","","","","",""
"24","Jack Crawford","32","BOS","D","55","2","13","15","","14","","","","","","","","","","",""
"25","Dave Creighton","18","BOS","C","12","1","3","4","","0","","","","","","","","","","",""
"26","Bob Dawes","24","TOR","D","5","1","0","1","","0","","","","","","","","","","",""
"27","Val Delory","21","NYR","LW","1","0","0","0","","0","","","","","","","","","","",""
"28","Ernie Dickens","27","CBH","D","59","2","3","5","","14","","","","","","","","","","",""
"29","Eddie Dorohoy","19","MTL","C","16","0","0","0","","6","","","","","","","","","","",""
"30","Woody Dumart","32","BOS","LW","59","11","12","23","","6","","","","","","","","","","",""
"31","Norm Dussault","23","MTL","C","47","9","8","17","","6","","","","","","","","","","",""
"32","Frank Eddolls","27","NYR","D","34","4","2","6","","10","","","","","","","","","","",""
"33","Pat Egan","30","BOS","D","60","6","18","24","","92","","","","","","","","","","",""
"34","Jack Evans","20","NYR","D","3","0","0","0","","4","","","","","","","","","","",""
"35","Bill Ezinicki","24","TOR","RW","52","13","15","28","","145","","","","","","","","","","",""
"36","Bob Fillion","27","MTL","LW","59","3","9","12","","14","","","","","","","","","","",""
"37","Dunc Fisher","21","NYR","RW","60","9","16","25","","40","","","","","","","","","","",""
"38","Fern Flaman","22","BOS","D","60","4","12","16","","62","","","","","","","","","","",""
"39","Lee Fogolin","22","DET","D","43","1","2","3","","59","","","","","","","","","","",""
"40","Bill Gadsby","21","CBH","D","50","3","10","13","","85","","","","","","","","","","",""
"41","Cal Gardner","24","TOR","C","53","13","22","35","","35","","","","","","","","","","",""
