rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Antti Aalto","24","MDA","C","63","7","11","18","-13","26","6","1","0","1","11","0","0","102","6.9","830","13:11"
"2","Bryan Adams","22","ATL","LW","2","0","0","0","-1","0","0","0","0","0","0","0","0","1","0.0","22","10:57"
"3","Greg Adams","36","PHX","LW","69","19","27","46","-1","14","14","5","0","0","20","7","0","129","14.7","1171","16:58"
"4","Kevyn Adams","25","TOR","C","52","5","8","13","-7","39","5","0","0","0","7","0","1","70","7.1","644","12:23"
"5","Maxim Afinogenov","20","BUF","RW","65","16","18","34","-4","41","14","2","0","2","12","6","0","128","12.5","854","13:09"
"6","Johnathan Aitken","21","BOS","D","3","0","0","0","-3","0","0","0","0","0","0","0","0","2","0.0","57","18:57"
"7","Mika Alatalo","28","PHX","LW","82","10","17","27","-3","36","9","1","0","1","17","0","0","107","9.3","1035","12:37"
"8","Tommy Albelin","35","CGY","D","41","4","6","10","-3","12","2","1","1","1","4","1","1","37","10.8","885","21:35"
"9","Keith Aldridge","26","DAL","D","4","0","0","0","1","0","0","0","0","0","0","0","0","6","0.0","44","11:05"
"10","Daniel Alfredsson","27","OTT","RW","57","21","38","59","11","28","15","4","2","0","27","9","2","164","12.8","1069","18:45"
"11","Jamie Allison","24","CHI","D","59","1","3","4","-5","102","1","0","0","0","3","0","0","24","4.2","840","14:14"
"12","Jason Allison","24","BOS","C","37","10","18","28","5","20","7","3","0","1","9","9","0","66","15.2","797","21:33"
"13","Tony Amonte","29","CHI","RW","82","43","41","84","10","48","27","11","5","2","32","8","1","260","16.5","1795","21:54"
"14","Mikael Andersson","33","TOT","LW","55","2","6","8","-3","4","1","0","1","0","5","0","1","57","3.5","559","10:10"
"15","Niklas Andersson","28","TOT","LW","24","3","8","11","-3","8","2","1","0","0","4","3","1","31","9.7","316","13:11"
"16","Dave Andreychuk","36","TOT","LW","77","20","16","36","-20","30","12","8","0","3","7","9","0","233","8.6","1491","19:22"
"17","Greg Andrusak","30","TOR","D","9","0","1","1","1","4","0","0","0","0","1","0","0","5","0.0","166","18:25"
"18","Nik Antropov","19","TOR","C","66","12","18","30","14","41","12","0","0","2","16","2","0","89","13.5","845","12:48"
"19","Derek Armstrong","26","NYR","C","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","3","3:10"
"20","Jason Arnott","25","NJD","RW","76","22","34","56","22","51","15","7","0","4","26","8","0","244","9.0","1299","17:05"
"21","Magnus Arvedson","28","OTT","LW","47","15","13","28","4","36","13","1","1","4","13","0","0","91","16.5","849","18:04"
"22","Arron Asham","21","MTL","RW","33","4","2","6","-7","24","3","0","1","1","1","1","0","29","13.8","338","10:14"
"23","Kaspars Astashenko","24","TBL","D","8","0","1","1","-2","4","0","0","0","0","1","0","0","3","0.0","134","16:48"
"24","Blair Atcheynum","30","CHI","RW","47","5","7","12","-8","6","5","0","0","0","7","0","0","48","10.4","576","12:15"
"25","Serge Aubin","24","COL","LW","15","2","1","3","1","6","2","0","0","1","1","0","0","14","14.3","99","6:37"
"26","Adrian Aucoin","26","VAN","D","57","10","14","24","7","30","6","4","0","1","9","5","0","126","7.9","1317","23:06"
"27","Donald Audette","30","TOT","RW","63","19","24","43","2","57","17","1","1","4","15","9","0","162","11.7","1034","16:25"
"28","P.J. Axelsson","24","BOS","LW","81","10","16","26","1","24","10","0","0","4","15","1","0","186","5.4","1354","16:43"
"29","Maxim Balmochnykh","20","MDA","LW","6","0","1","1","2","2","0","0","0","0","1","0","0","6","0.0","40","6:44"
"30","Frank Banham","24","MDA","RW","3","0","0","0","0","2","0","0","0","0","0","0","0","4","0.0","20","6:47"
"31","Matthew Barnaby","26","PIT","LW","64","12","12","24","3","197","12","0","0","3","11","1","0","80","15.0","809","12:38"
"32","Stu Barnes","29","BUF","C","82","20","25","45","-3","16","10","8","2","2","17","8","0","137","14.6","1426","17:23"
"33","Murray Baron","32","VAN","D","81","2","10","12","8","67","2","0","0","0","8","1","1","48","4.2","1750","21:36"
"34","Len Barrie","30","TOT","C","60","9","14","23","9","62","9","0","0","0","13","1","0","61","14.8","741","12:21"
"35","Lubos Bartecko","23","STL","LW","67","16","23","39","24","51","13","3","0","3","21","2","0","75","21.3","908","13:33"
"36","Andrei Bashkirov","29","MTL","LW","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","10","5:10"
"37","Bob Bassen","34","STL","C","27","1","3","4","-3","26","1","0","0","0","3","0","0","26","3.8","266","9:51"
"38","Shawn Bates","24","BOS","C","44","5","7","12","-17","14","5","0","0","1","7","0","0","65","7.7","478","10:52"
"39","Bates Battaglia","24","CAR","LW","77","16","18","34","20","39","13","3","0","3","17","1","0","86","18.6","1171","15:12"
"40","Nolan Baumgartner","23","WSH","D","8","0","1","1","1","2","0","0","0","0","0","1","0","6","0.0","84","10:31"
"41","Steve Begin","21","CGY","C","13","1","1","2","-3","18","1","0","0","0","1","0","0","3","33.3","94","7:13"
"42","Derek Bekar","24","STL","C","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","5","5:14"
"43","Wade Belak","23","CGY","D","40","0","2","2","-4","122","0","0","0","0","2","0","0","11","0.0","302","7:33"
"44","Jesse Belanger","30","MTL","C","16","3","6","9","2","2","3","0","0","0","5","1","0","21","14.3","171","10:41"
"45","Ken Belanger","25","BOS","LW","37","2","2","4","-4","44","2","0","0","0","2","0","0","20","10.0","196","5:17"
"46","Josef Beranek","30","TOT","C","71","13","12","25","-12","57","9","4","0","1","9","3","0","139","9.4","1029","14:29"
"47","Bryan Berard","22","TOR","D","64","3","27","30","11","42","2","1","0","0","17","10","0","98","3.1","1253","19:34"
"48","Drake Berehowsky","28","NSH","D","79","12","20","32","-4","87","7","5","0","1","13","7","0","102","11.8","1790","22:39"
"49","Bubba Berenzweig","22","NSH","D","2","0","0","0","-1","0","0","0","0","0","0","0","0","3","0.0","35","17:32"
"50","Sergei Berezin","28","TOR","LW","61","26","13","39","8","2","21","5","0","4","10","3","0","241","10.8","1029","16:52"
"51","Aki Berg","22","LAK","D","70","3","13","16","-1","45","3","0","0","0","11","2","0","70","4.3","1165","16:39"
"52","Marc Bergevin","34","STL","D","81","1","8","9","27","75","1","0","0","0","7","0","1","54","1.9","1723","21:16"
"53","Eric Bertrand","24","TOT","LW","12","0","0","0","-6","4","0","0","0","0","0","0","0","12","0.0","111","9:13"
"54","Todd Bertuzzi","24","VAN","RW","80","25","25","50","-2","126","21","4","0","2","18","7","0","173","14.5","1232","15:24"
"55","Craig Berube","34","PHI","LW","77","4","8","12","3","162","4","0","0","0","8","0","0","63","6.3","616","8:00"
"56","Radim Bicanek","25","CHI","D","11","0","3","3","7","4","0","0","0","0","3","0","0","8","0.0","203","18:27"
"57","Mathieu Biron","19","NYI","D","60","4","4","8","-13","38","2","2","0","2","2","2","0","70","5.7","902","15:02"
"58","James Black","30","WSH","LW","49","8","9","17","-1","6","7","1","0","1","6","1","2","71","11.3","591","12:03"
"59","Jason Blake","26","LAK","C","64","5","18","23","4","26","5","0","0","1","14","4","0","131","3.8","722","11:17"
"60","Rob Blake","30","LAK","D","77","18","39","57","10","112","6","12","0","5","24","14","1","327","5.5","2194","28:30"
"61","Doug Bodger","33","VAN","D","13","0","1","1","-6","4","0","0","0","0","1","0","0","11","0.0","212","16:17"
"62","Eric Boguniecki","24","FLA","C","4","0","0","0","-1","2","0","0","0","0","0","0","0","5","0.0","34","8:35"
"63","Alexandre Boikov","24","NSH","D","2","0","0","0","0","2","0","0","0","0","0","0","0","1","0.0","17","8:31"
"64","Brad Bombardir","27","NJD","D","32","3","1","4","-6","6","3","0","0","0","0","1","0","24","12.5","509","15:54"
"65","Peter Bondra","31","WSH","RW","62","21","17","38","5","30","13","5","3","5","11","6","0","187","11.2","1166","18:48"
"66","Radek Bonk","24","OTT","C","80","23","37","60","-2","53","13","10","0","5","26","10","1","167","13.8","1458","18:14"
"67","Ryan Bonni","20","VAN","D","3","0","0","0","-1","0","0","0","0","0","0","0","0","1","0.0","29","9:37"
"68","Dennis Bonvie","26","PIT","RW","28","0","0","0","-2","80","0","0","0","0","0","0","0","6","0.0","91","3:14"
"69","Sebastien Bordeleau","24","NSH","C","60","10","13","23","-12","30","8","0","2","1","12","0","1","127","7.9","836","13:56"
"70","Jason Botterill","23","TOT","LW","27","1","4","5","-11","17","1","0","0","1","4","0","0","19","5.3","298","11:02"
"71","Joel Bouchard","26","TOT","D","54","1","4","5","-10","25","1","0","0","0","4","0","0","61","1.6","991","18:21"
"72","Philippe Boucher","26","LAK","D","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0.0","17","17:04"
"73","Bob Boughner","28","TOT","D","73","3","4","7","-11","166","2","1","0","1","4","0","0","40","7.5","1262","17:17"
"74","Francis Bouillon","24","MTL","D","74","3","13","16","-7","38","1","2","0","1","9","4","0","76","3.9","1174","15:52"
"75","Raymond Bourque","39","TOT","D","79","18","34","52","-2","26","5","13","0","0","10","24","0","260","6.9","2148","27:11"
"76","Dan Boyle","23","FLA","D","13","0","3","3","-2","4","0","0","0","0","2","1","0","9","0.0","220","16:57"
"77","Nick Boynton","21","BOS","D","5","0","0","0","-5","0","0","0","0","0","0","0","0","6","0.0","107","21:21"
"78","Donald Brashear","28","VAN","LW","60","11","2","13","-9","136","10","1","0","3","1","1","0","83","13.3","787","13:07"
"79","Eric Brewer","20","NYI","D","26","0","2","2","-11","20","0","0","0","0","2","0","0","30","0.0","482","18:33"
"80","Daniel Briere","22","PHX","C","13","1","1","2","0","0","1","0","0","0","1","0","0","9","11.1","100","7:41"
"81","Travis Brigley","22","CGY","LW","17","0","2","2","-6","4","0","0","0","0","1","0","1","17","0.0","242","14:14"
"82","Aris Brimanis","27","NYI","D","18","2","1","3","-5","6","0","2","0","0","1","0","0","16","12.5","360","19:00"
"83","Rod Brind'Amour","29","TOT","C","45","9","13","22","-13","26","4","4","1","1","9","4","0","87","10.3","929","20:39"
"84","Patrice Brisebois","29","MTL","D","54","10","25","35","-1","18","5","5","0","2","13","12","0","88","11.4","1254","23:14"
"85","Brad Brown","24","CHI","D","57","0","9","9","-1","134","0","0","0","0","8","0","1","15","0.0","809","14:12"
"86","Curtis Brown","23","BUF","C","74","22","29","51","19","42","17","5","0","4","25","4","0","149","14.8","1345","18:11"
"87","Doug Brown","35","DET","RW","51","10","8","18","8","12","9","0","1","0","7","0","1","67","14.9","657","12:53"
"88","Kevin Brown","25","EDM","RW","7","0","0","0","0","0","0","0","0","0","0","0","0","5","0.0","58","8:21"
"89","Rob Brown","31","PIT","RW","50","10","13","23","-13","10","6","4","0","3","2","11","0","73","13.7","531","10:37"
"90","Sean Brown","23","EDM","D","72","4","8","12","1","192","4","0","0","2","7","1","0","36","11.1","914","12:41"
"91","Benoit Brunet","31","MTL","LW","50","14","15","29","3","13","7","6","1","2","10","5","0","103","13.6","899","17:59"
"92","Andrew Brunette","26","ATL","LW","81","23","27","50","-32","30","14","9","0","2","15","12","0","107","21.5","1272","15:42"
"93","Sergei Brylin","26","NJD","C","64","9","11","20","0","20","8","1","0","1","10","1","0","84","10.7","857","13:23"
"94","Kelly Buchberger","33","TOT","LW","81","7","13","20","-36","152","7","0","0","0","12","1","0","76","9.2","1303","16:05"
"95","Jan Bulis","21","WSH","C","56","9","22","31","7","30","9","0","0","1","19","3","0","92","9.8","780","13:55"
"96","Pavel Bure","28","FLA","RW","74","58","36","94","25","16","45","11","2","14","27","9","0","360","16.1","1804","24:23"
"97","Valeri Bure","25","CGY","RW","82","35","40","75","-7","50","22","13","0","6","22","18","0","308","11.4","1720","20:58"
"98","Marc Bureau","33","TOT","C","63","3","5","8","-4","12","2","0","1","0","5","0","0","51","5.9","724","11:29"
"99","Shawn Burr","33","TBL","LW","4","0","2","2","2","0","0","0","0","0","2","0","0","6","0.0","46","11:28"
"100","Adam Burt","31","PHI","D","67","1","6","7","-2","45","1","0","0","1","6","0","0","49","2.0","1093","16:19"
"101","Sven Butenschon","23","PIT","D","3","0","0","0","3","0","0","0","0","0","0","0","0","2","0.0","49","16:25"
"102","Viacheslav Butsayev","29","TOT","C","5","0","0","0","-4","0","0","0","0","0","0","0","0","2","0.0","45","9:04"
"103","Yuri Butsayev","21","DET","C","57","5","3","8","-6","12","5","0","0","0","3","0","0","46","10.9","547","9:36"
"104","Petr Buzek","22","ATL","D","63","5","14","19","-22","41","2","3","0","0","10","4","0","90","5.6","1159","18:24"
"105","Dan Bylsma","29","LAK","LW","64","3","6","9","-2","55","2","0","1","0","6","0","0","43","7.0","665","10:23"
"106","Eric Cairns","25","NYI","D","67","2","7","9","-5","196","2","0","0","0","5","0","2","55","3.6","1187","17:43"
"107","Kyle Calder","21","CHI","C","8","1","1","2","-3","2","1","0","0","0","1","0","0","5","20.0","80","9:59"
"108","Brian Campbell","20","BUF","D","12","1","4","5","-2","4","1","0","0","0","2","2","0","10","10.0","190","15:48"
"109","Jim Campbell","26","STL","RW","2","0","0","0","0","9","0","0","0","0","0","0","0","6","0.0","31","15:17"
"110","Guy Carbonneau","39","DAL","C","69","10","6","16","10","36","9","0","1","4","6","0","0","70","14.3","1079","15:38"
"111","Keith Carney","29","PHX","D","82","4","20","24","11","87","4","0","0","1","18","2","0","73","5.5","1738","21:12"
"112","Anson Carter","25","BOS","C","59","22","25","47","8","14","18","4","0","1","16","9","0","144","15.3","1211","20:31"
"113","Andrew Cassels","30","VAN","C","79","17","45","62","8","16","11","6","0","1","27","17","1","109","15.6","1526","19:19"
"114","Shawn Chambers","33","DAL","D","4","0","0","0","-2","4","0","0","0","0","0","0","0","2","0.0","92","22:59"
"115","Zdeno Chara","22","NYI","D","65","2","9","11","-27","57","2","0","0","1","8","0","1","47","4.3","1486","22:52"
"116","Eric Charron","30","CGY","D","21","0","0","0","-3","37","0","0","0","0","0","0","0","8","0.0","220","10:29"
"117","Brad Chartrand","25","LAK","RW","50","6","6","12","4","17","5","0","1","3","6","0","0","51","11.8","552","11:03"
