rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Keith Acton","24","MTL","C","78","24","26","50","-6","63","23","1","0","3","24","2","0","154","15.6","",""
"2","Russ Adam","21","TOR","C","8","1","2","3","-3","11","1","0","0","0","2","0","0","4","25.0","",""
"3","Greg Adams","22","HAR","LW","79","10","13","23","-46","216","9","1","0","1","11","2","0","114","8.8","",""
"4","Mike Allison","21","NYR","LW","39","11","9","20","8","37","10","1","0","0","6","3","0","45","24.4","",""
"5","Ray Allison","23","PHI","RW","67","21","30","51","30","57","17","4","0","1","26","4","0","148","14.2","",""
"6","Glenn Anderson","22","EDM","RW","72","48","56","104","41","70","37","11","0","10","37","18","1","243","19.8","",""
"7","John Anderson","25","TOR","LW","80","31","49","80","-6","24","22","9","0","6","28","20","1","199","15.6","",""
"8","Perry Anderson","21","STL","LW","18","5","2","7","-6","14","5","0","0","0","2","0","0","27","18.5","",""
"9","Russ Anderson","27","HAR","D","57","0","6","6","-33","171","0","0","0","0","6","0","0","18","0.0","",""
"10","Kent-Erik Andersson","31","NYR","RW","71","8","20","28","6","14","8","0","0","1","19","1","0","91","8.8","",""
"11","Dave Andreychuk","19","BUF","C","43","14","23","37","6","16","11","3","0","1","11","12","0","66","21.2","",""
"12","Mike Antonovich","31","NJD","C","30","7","7","14","-7","11","5","2","0","0","6","1","0","47","14.9","",""
"13","Scott Arniel","20","WIN","LW","75","13","5","18","-16","46","10","1","2","0","4","1","0","92","14.1","",""
"14","Fred Arthur","21","PHI","D","3","0","1","1","-1","2","0","0","0","0","1","0","0","1","0.0","",""
"15","Brent Ashton","22","NJD","LW","76","14","19","33","-23","47","10","4","0","1","17","2","0","113","12.4","",""
"16","Norm Aubin","22","TOR","C","26","4","1","5","-9","8","2","2","0","1","1","0","0","18","22.2","",""
"17","Pierre Aubry","22","QUE","C","77","7","9","16","-6","48","7","0","0","1","9","0","0","63","11.1","",""
"18","Dave Babych","21","WIN","D","79","13","61","74","-10","56","6","7","0","1","26","35","0","253","5.1","",""
"19","Wayne Babych","24","STL","RW","71","16","23","39","-24","62","11","5","0","2","17","6","0","148","10.8","",""
"20","Mike Backman","28","NYR","RW","7","1","3","4","-5","6","1","0","0","0","3","0","0","9","11.1","",""
"21","Reid Bailey","26","TOR","D","1","0","0","0","-2","2","0","0","0","0","0","0","0","0","","",""
"22","Bill Baker","26","NYR","D","70","4","14","18","-8","64","3","1","0","2","12","2","0","63","6.3","",""
"23","Bill Barber","30","PHI","LW","66","27","33","60","17","28","20","5","2","1","22","11","0","215","12.6","",""
"24","Blair Barnes","22","LAK","RW","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"25","Dave Barr","22","BOS","RW","10","1","1","2","1","7","1","0","0","0","1","0","0","11","9.1","",""
"26","Fred Barrett","33","MNS","D","51","1","3","4","-10","22","1","0","0","0","3","0","0","29","3.4","",""
"27","John Barrett","24","DET","D","79","4","10","14","-18","74","4","0","0","0","10","0","0","72","5.6","",""
"28","Frank Bathe","28","PHI","D","57","1","8","9","4","72","1","0","0","0","8","0","0","60","1.7","",""
"29","Paul Baxter","27","PIT","D","75","11","21","32","-49","238","6","5","0","0","12","9","0","159","6.9","",""
"30","Barry Beck","25","NYR","D","66","12","22","34","22","112","8","4","0","1","15","7","0","162","7.4","",""
"31","Eddy Beers","23","CGY","LW","41","11","15","26","11","21","9","2","0","2","14","1","0","72","15.3","",""
"32","Neil Belland","21","VAN","D","14","2","4","6","-4","4","2","0","0","0","2","2","0","13","15.4","",""
"33","Brian Bellows","18","MNS","RW","78","35","30","65","-12","27","19","15","1","3","13","15","2","184","19.0","",""
"34","Jim Benning","19","TOR","D","74","5","17","22","-8","47","2","3","0","0","8","8","1","68","7.4","",""
"35","Bob Bergloff","24","MNS","D","2","0","0","0","-1","5","0","0","0","0","0","0","0","1","0.0","",""
"36","Mike Blaisdell","23","DET","RW","80","18","23","41","-6","22","18","0","0","2","20","3","0","171","10.5","",""
"37","Rick Blight","27","LAK","RW","2","0","0","0","-3","2","0","0","0","0","0","0","0","2","0.0","",""
"38","Timo Blomqvist","22","WSH","D","61","1","17","18","15","67","0","1","0","1","15","2","0","70","1.4","",""
"39","John Blum","23","EDM","D","5","0","3","3","2","24","0","0","0","0","3","0","0","0","","",""
"40","Fred Boimistruck","21","TOR","D","26","2","3","5","-3","13","2","0","0","0","3","0","0","26","7.7","",""
"41","Serge Boisvert","23","TOR","RW","17","0","2","2","-10","4","0","0","0","0","2","0","0","18","0.0","",""
"42","Ivan Boldirev","33","TOT","C","72","18","37","55","-15","26","11","6","1","1","27","10","0","136","13.2","",""
"43","Michel Bolduc","21","QUE","D","7","0","0","0","2","6","0","0","0","0","0","0","0","4","0.0","",""
"44","Dan Bonar","26","LAK","C","20","1","1","2","-7","40","1","0","0","0","0","0","1","16","6.3","",""
"45","Laurie Boschman","22","TOT","C","74","11","17","28","6","219","10","1","0","0","15","0","2","84","13.1","",""
"46","Mike Bossy","26","NYI","RW","79","60","58","118","27","20","41","19","0","8","37","21","0","272","22.1","",""
"47","Tim Bothwell","27","STL","D","61","4","11","15","-8","34","3","0","1","1","7","4","0","62","6.5","",""
"48","Charlie Bourgeois","23","CGY","D","15","2","3","5","-4","21","2","0","0","0","3","0","0","11","18.2","",""
"49","Bob Bourne","28","NYI","LW","77","20","42","62","14","55","14","5","1","3","32","8","2","147","13.6","",""
"50","Raymond Bourque","22","BOS","D","65","22","51","73","49","20","15","7","0","5","27","22","2","205","10.7","",""
"51","Pat Boutette","30","PIT","RW","80","27","29","56","-33","152","13","13","1","4","12","16","1","142","19.0","",""
"52","Paul Boutilier","19","NYI","D","29","4","5","9","-5","24","1","3","0","1","4","1","0","52","7.7","",""
"53","Randy Boyd","21","PIT","D","56","4","14","18","-36","71","3","1","0","0","8","6","0","102","3.9","",""
"54","Steve Bozek","22","LAK","LW","53","13","13","26","-18","14","10","3","0","1","10","3","0","104","12.5","",""
"55","Curt Brackenbury","31","STL","RW","6","1","0","1","-8","6","1","0","0","0","0","0","0","2","50.0","",""
"56","Andy Brickley","21","PHI","LW","3","1","1","2","-1","0","0","1","0","0","1","0","0","7","14.3","",""
"57","Mel Bridgman","27","CGY","LW","79","19","31","50","-1","103","10","9","0","1","22","9","0","131","14.5","",""
"58","Aaron Broten","22","NJD","C","73","16","39","55","-20","28","10","5","1","1","20","19","0","126","12.7","",""
"59","Neal Broten","23","MNS","C","79","32","45","77","24","43","22","8","2","4","31","12","2","165","19.4","",""
"60","Dave Brown","20","PHI","RW","2","0","0","0","-1","5","0","0","0","0","0","0","0","2","0.0","",""
"61","Jim Brown","22","LAK","D","3","0","1","1","-2","5","0","0","0","0","1","0","0","0","","",""
"62","Keith Brown","22","CBH","D","50","4","27","31","8","20","2","2","0","0","15","12","0","116","3.4","",""
"63","Jack Brownschidle","27","STL","D","72","1","22","23","-3","30","0","1","0","0","14","8","0","127","0.8","",""
"64","Jeff Brownschidle","23","HAR","D","4","0","0","0","-6","0","0","0","0","0","0","0","0","0","","",""
"65","Murray Brumwell","22","NJD","D","59","5","14","19","-20","34","4","1","0","0","8","6","0","61","8.2","",""
"66","Jiri Bubla","33","VAN","D","72","2","28","30","-9","59","1","1","0","0","16","12","0","92","2.2","",""
"67","Mike Bullard","21","PIT","LW","57","22","22","44","-21","60","19","3","0","2","17","5","0","148","14.9","",""
"68","Ted Bulley","27","WSH","LW","39","4","9","13","-3","47","4","0","0","1","9","0","0","35","11.4","",""
"69","Rod Buskas","22","PIT","D","41","2","2","4","-15","102","1","1","0","0","2","0","0","27","7.4","",""
"70","Garth Butcher","20","VAN","D","55","1","13","14","-7","104","1","0","0","0","11","2","0","60","1.7","",""
"71","Jerry Butler","31","WIN","RW","42","3","6","9","-5","14","2","0","1","1","4","1","1","24","12.5","",""
"72","Eric Calder","19","WSH","D","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"73","Dave Cameron","24","NJD","C","35","5","4","9","-8","50","4","1","0","0","4","0","0","29","17.2","",""
"74","Colin Campbell","30","DET","D","53","1","7","8","2","74","1","0","0","0","7","0","0","30","3.3","",""
"75","Wade Campbell","22","WIN","D","42","1","2","3","-12","50","1","0","0","0","2","0","0","36","2.8","",""
"76","Guy Carbonneau","22","MTL","C","77","18","29","47","18","68","13","0","5","2","27","2","0","109","16.5","",""
"77","Jack Carlson","28","STL","LW","54","6","1","7","-3","58","6","0","0","1","1","0","0","43","14.0","",""
