rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Steve Baker","25","NYR","3","","0","1","0","5","","","","2.94","0","102","","","","","","0","0","0","0"
"2","Murray Bannerman","25","CBH","41","","24","12","5","127","","","","3.10","4","2460","","","","","","0","1","1","2"
"3","Marco Baron","23","BOS","9","","6","3","0","33","","","","3.84","0","516","","","","","","0","0","0","4"
"4","Don Beaupre","21","MNS","36","","19","10","5","120","","","","3.58","0","2011","","","","","","0","2","2","10"
"5","Tim Bernhardt","25","CGY","6","","0","5","0","21","","","","4.50","0","280","","","","","","0","0","0","0"
"6","Mike Blake","26","LAK","9","","4","4","0","30","","","","4.17","0","432","","","","","","0","0","0","2"
"7","Dan Bouchard","32","QUE","50","","20","21","8","197","","","","4.01","1","2947","","","","","","0","4","4","8"
"8","Richard Brodeur","30","VAN","58","","21","26","8","208","","","","3.79","0","3291","","","","","","0","1","1","2"
"9","Frank Caprice","20","VAN","1","","0","0","0","3","","","","9.00","0","20","","","","","","0","0","0","0"
"10","Jacques Cloutier","23","BUF","25","","10","7","6","81","","","","3.50","0","1390","","","","","","0","0","0","0"
"11","John Davidson","29","NYR","2","","1","1","0","5","","","","2.50","0","120","","","","","","0","0","0","0"
"12","Michel Dion","28","PIT","49","","12","30","4","198","","","","4.26","0","2791","","","","","","0","2","2","8"
"13","Don Edwards","27","CGY","39","","16","15","6","148","","","","4.02","1","2209","","","","","","0","1","1","0"
"14","Ken Ellacott","23","VAN","12","","2","3","4","41","","","","4.43","0","555","","","","","","0","0","0","0"
"15","Tony Esposito","39","CBH","39","","23","11","5","135","","","","3.46","1","2340","","","","","","0","0","0","0"
"16","Bob Froese","24","PHI","25","","17","4","2","59","","","","2.52","4","1407","","","","","","0","2","2","2"
"17","Grant Fuhr","20","EDM","32","","13","12","5","129","","","","4.29","0","1803","","","","","","0","0","0","6"
"18","John Garrett","31","TOT","34","","13","14","5","112","","","","3.56","1","1887","","","","","","0","2","2","2"
"19","Gilles Gilbert","33","DET","20","","4","14","1","85","","","","4.49","0","1137","","","","","","0","3","3","4"
"20","Glen Hanlon","25","TOT","35","","12","18","2","117","","","","3.81","0","1844","","","","","","0","0","0","2"
"21","Brian Hayward","22","WIN","24","","10","12","2","89","","","","3.71","1","1440","","","","","","0","1","1","0"
"22","Rick Heinz","27","STL","9","","1","5","1","24","","","","4.30","1","335","","","","","","0","0","0","2"
"23","Denis Herron","30","PIT","31","","5","18","5","151","","","","5.31","1","1707","","","","","","0","1","1","14"
"24","Mark Holden","25","MTL","2","","0","1","1","6","","","","4.14","0","87","","","","","","0","0","0","0"
"25","Al Jensen","24","WSH","40","","22","12","6","135","","","","3.44","1","2358","","","","","","0","0","0","6"
"26","Doug Keans","25","LAK","6","","0","2","2","24","","","","4.74","0","304","","","","","","0","1","1","0"
"27","Michel Larocque","30","TOT","18","","3","9","4","76","","","","4.77","0","955","","","","","","0","0","0","0"
"28","Gary Laskoski","23","LAK","46","","15","20","4","173","","","","4.56","0","2277","","","","","","0","1","1","6"
"29","Reggie Lemelin","28","CGY","39","","16","12","8","133","","","","3.61","0","2211","","","","","","0","5","5","7"
"30","Mario Lessard","28","LAK","19","","3","10","2","68","","","","4.59","1","888","","","","","","0","1","1","2"
"31","Pelle Lindbergh","23","PHI","40","","23","13","3","116","","","","2.98","3","2333","","","","","","0","4","4","0"
"32","Mike Liut","27","STL","68","","21","27","13","235","","","","3.72","1","3794","","","","","","0","0","0","2"
"33","Ron Low","32","TOT","14","","2","8","1","51","","","","4.30","0","712","","","","","","0","1","1","4"
"34","Shawn MacKenzie","20","NJD","4","","0","1","0","15","","","","6.92","0","130","","","","","","0","0","0","0"
"35","Clint Malarchuk","21","QUE","15","","8","5","2","71","","","","4.73","0","900","","","","","","0","0","0","0"
"36","Markus Mattsson","25","TOT","21","","6","6","4","71","","","","4.26","2","999","","","","","","0","2","2","2"
"37","Roland Melanson","22","NYI","44","","24","12","5","109","","","","2.66","1","2460","","","","","","0","3","3","22"
"38","Gilles Meloche","32","MNS","47","","20","13","11","160","","","","3.57","1","2689","","","","","","0","1","1","0"
"39","Corrado Micalef","21","DET","34","","11","13","5","106","","","","3.62","2","1756","","","","","","0","1","1","18"
"40","Lindsay Middlebrook","27","TOT","10","","1","6","1","40","","","","5.08","0","472","","","","","","0","1","1","2"
"41","Greg Millen","25","HAR","60","","14","38","6","282","","","","4.81","1","3520","","","","","","0","2","2","8"
"42","Eddie Mio","29","NYR","41","","16","18","6","136","","","","3.45","2","2365","","","","","","0","3","3","8"
"43","Mike Moffat","20","BOS","13","","4","6","1","49","","","","4.37","0","673","","","","","","0","0","0","2"
"44","Andy Moog","22","EDM","50","","33","8","7","167","","","","3.54","1","2833","","","","","","0","4","4","16"
"45","Robbie Moore","28","WSH","1","","0","1","0","1","","","","3.00","0","20","","","","","","0","0","0","0"
"46","Phil Myre","34","BUF","5","","3","2","0","21","","","","4.20","0","300","","","","","","0","0","0","2"
"47","Mike Palmateer","29","TOR","53","","21","23","7","197","","","","3.99","0","2965","","","","","","0","3","3","17"
"48","Bob Parent","24","TOR","1","","0","0","0","2","","","","3.00","0","40","","","","","","0","0","0","0"
"49","Dave Parro","25","WSH","6","","1","3","1","19","","","","4.37","0","261","","","","","","0","0","0","0"
"50","Pete Peeters","25","BOS","62","","40","11","9","142","","","","2.36","8","3611","","","","","","0","2","2","33"
"51","Glenn Resch","34","NJD","65","","15","35","12","242","","","","3.98","0","3650","","","","","","0","3","3","6"
"52","Nick Ricci","23","PIT","3","","1","2","0","16","","","","6.53","0","147","","","","","","0","0","0","0"
