rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,shortHandedAssists,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Bill Beveridge","26","MTM","32","","14","13","5","71","","","","2.16","1","1970","","","","","","0","0","0","0"
"2","Lorne Chabot","35","MTM","16","","8","3","5","35","","","","2.08","2","1010","","","","","","0","0","0","0"
"3","Abbie Cox","31","MTL","1","","0","0","1","1","","","","0.86","0","70","","","","","","0","0","0","0"
"4","Wilf Cude","25","MTL","47","","11","26","10","122","","","","2.49","6","2940","","","","","","0","0","0","0"
"5","Bert Gardiner","22","NYR","1","","1","0","0","1","","","","1.00","0","60","","","","","","0","0","0","0"
"6","George Hainsworth","40","TOR","48","","23","19","6","106","","","","2.12","8","3000","","","","","","0","0","0","0"
"7","Percy Jackson","28","BOS","1","","0","0","0","1","","","","1.50","0","40","","","","","","0","0","0","0"
"8","Mike Karakas","24","CBH","48","","21","19","8","92","","","","1.85","9","2990","","","","","","0","0","0","0"
"9","Dave Kerr","26","NYR","47","","18","17","12","95","","","","1.91","8","2980","","","","","","0","0","0","0"
"10","Normie Smith","27","DET","48","","24","16","8","103","","","","2.04","6","3030","","","","","","0","0","0","0"
"11","Tiny Thompson","32","BOS","48","","22","20","6","82","","","","1.68","10","2930","","","","","","0","1","1","0"
"12","Roy Worters","35","NYA","48","","16","25","7","122","","","","2.44","3","3000","","","","","","0","0","0","0"
