date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1938-11-03","New York Americans","NYA","1","Chicago Black Hawks","CBH","6",
"1938-11-03","Boston Bruins","BOS","3","Toronto Maple Leafs","TOR","2",
"1938-11-05","Chicago Black Hawks","CBH","2","Toronto Maple Leafs","TOR","0",
"1938-11-06","Boston Bruins","BOS","4","Detroit Red Wings","DET","1",
"1938-11-06","Chicago Black Hawks","CBH","3","Montreal Canadiens","MTL","2",
"1938-11-10","New York Americans","NYA","2","Detroit Red Wings","DET","1",
"1938-11-10","Toronto Maple Leafs","TOR","2","Montreal Canadiens","MTL","0",
"1938-11-12","Montreal Canadiens","MTL","1","Toronto Maple Leafs","TOR","4",
"1938-11-13","Montreal Canadiens","MTL","3","Chicago Black Hawks","CBH","4",
"1938-11-13","New York Rangers","NYR","4","Detroit Red Wings","DET","3",
"1938-11-13","Boston Bruins","BOS","1","New York Americans","NYA","2",
"1938-11-15","Toronto Maple Leafs","TOR","1","Boston Bruins","BOS","1",
"1938-11-15","Detroit Red Wings","DET","0","New York Rangers","NYR","2",
"1938-11-17","New York Rangers","NYR","1","Chicago Black Hawks","CBH","0",
"1938-11-17","Detroit Red Wings","DET","7","Montreal Canadiens","MTL","1",
"1938-11-17","Toronto Maple Leafs","TOR","1","New York Americans","NYA","0",
"1938-11-19","New York Americans","NYA","2","Toronto Maple Leafs","TOR","1",
"1938-11-20","Detroit Red Wings","DET","1","Boston Bruins","BOS","4",
"1938-11-20","Toronto Maple Leafs","TOR","1","Chicago Black Hawks","CBH","1",
"1938-11-20","Montreal Canadiens","MTL","1","New York Rangers","NYR","2",
"1938-11-22","New York Rangers","NYR","2","Boston Bruins","BOS","4",
"1938-11-22","Montreal Canadiens","MTL","3","New York Americans","NYA","7",
"1938-11-24","Chicago Black Hawks","CBH","2","Detroit Red Wings","DET","4",
"1938-11-24","New York Americans","NYA","2","Montreal Canadiens","MTL","2",
"1938-11-24","Toronto Maple Leafs","TOR","2","New York Rangers","NYR","6",
"1938-11-26","Chicago Black Hawks","CBH","4","New York Americans","NYA","6",
"1938-11-26","Detroit Red Wings","DET","0","Toronto Maple Leafs","TOR","5",
"1938-11-27","New York Americans","NYA","2","Boston Bruins","BOS","8",
"1938-11-27","Montreal Canadiens","MTL","3","Detroit Red Wings","DET","2",
"1938-11-27","Chicago Black Hawks","CBH","1","New York Rangers","NYR","0",
"1938-12-01","Detroit Red Wings","DET","4","Chicago Black Hawks","CBH","1",
"1938-12-01","Boston Bruins","BOS","0","Montreal Canadiens","MTL","2",
"1938-12-03","Montreal Canadiens","MTL","3","Toronto Maple Leafs","TOR","1",
"1938-12-04","Boston Bruins","BOS","5","Chicago Black Hawks","CBH","0",
"1938-12-04","Toronto Maple Leafs","TOR","0","Detroit Red Wings","DET","1",
"1938-12-04","New York Rangers","NYR","6","New York Americans","NYA","1",
"1938-12-06","Chicago Black Hawks","CBH","0","Boston Bruins","BOS","2",
"1938-12-08","New York Americans","NYA","1","Detroit Red Wings","DET","1",
"1938-12-08","New York Rangers","NYR","6","Montreal Canadiens","MTL","5",
"1938-12-10","Chicago Black Hawks","CBH","1","Toronto Maple Leafs","TOR","4",
"1938-12-11","New York Americans","NYA","0","Chicago Black Hawks","CBH","4",
"1938-12-11","Detroit Red Wings","DET","2","Montreal Canadiens","MTL","4",
"1938-12-11","Boston Bruins","BOS","3","New York Rangers","NYR","0",
"1938-12-13","Montreal Canadiens","MTL","2","Boston Bruins","BOS","3",
"1938-12-13","Detroit Red Wings","DET","1","New York Americans","NYA","5",
"1938-12-15","Toronto Maple Leafs","TOR","4","Chicago Black Hawks","CBH","4",
"1938-12-15","Boston Bruins","BOS","1","Montreal Canadiens","MTL","0",
"1938-12-15","New York Americans","NYA","1","New York Rangers","NYR","1",
"1938-12-17","New York Rangers","NYR","3","Toronto Maple Leafs","TOR","2",
"1938-12-18","New York Rangers","NYR","0","Chicago Black Hawks","CBH","5",
"1938-12-18","Boston Bruins","BOS","2","Detroit Red Wings","DET","0",
"1938-12-18","Montreal Canadiens","MTL","2","New York Americans","NYA","5",
