rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Claude Bourque","23","MTL","25","","7","13","5","69","","","","2.65","2","1560","","","","","","0","0","0""0"
"2","Frank Brimsek","23","BOS","43","","33","9","1","68","","","","1.56","10","2610","","","","","","0","0","0""0"
"3","Turk Broda","24","TOR","48","","19","20","9","107","","","","2.15","8","2990","","","","","","0","0","0""0"
"4","Charlie Conacher","29","DET","1","","0","0","0","0","","","","0.00","0","3","","","","","","8","15","23""39"
"5","Wilf Cude","28","MTL","23","","8","11","4","77","","","","3.21","2","1440","","","","","","0","0","0""0"
"6","Roger Jenkins","27","TOT","1","","0","1","0","7","","","","14.00","0","30","","","","","","2","2","4""6"
"7","Mike Karakas","27","CBH","48","","12","28","8","132","","","","2.65","5","2988","","","","","","0","0","0""2"
"8","Dave Kerr","29","NYR","48","","26","16","6","105","","","","2.12","6","2970","","","","","","0","0","0""0"
"9","Alfie Moore","33","NYA","2","","0","2","0","14","","","","7.00","0","120","","","","","","0","0","0""0"
"10","Earl Robertson","28","NYA","46","","17","18","10","136","","","","2.86","3","2850","","","","","","0","0","0""0"
"11","Normie Smith","30","DET","4","","0","4","0","12","","","","3.00","0","240","","","","","","0","0","0""0"
"12","Harvey Teno","23","DET","5","","2","3","0","15","","","","3.00","0","300","","","","","","0","0","0""0"
"13","Tiny Thompson","35","TOT","44","","19","18","7","109","","","","2.42","4","2707","","","","","","0","0","0""0"
