rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Keith Acton","27","MNS","C","79","26","32","58","-11","100","19","5","2","2","23","8","1","169","15.4","",""
"2","Greg Adams","22","NJD","C","78","35","42","77","-7","30","25","10","0","2","32","10","0","202","17.3","",""
"3","Greg Adams","25","WSH","LW","78","18","38","56","24","152","15","3","0","2","27","11","0","149","12.1","",""
"4","Mike Allison","24","NYR","LW","28","2","13","15","4","22","2","0","0","0","13","0","0","26","7.7","",""
"5","Glenn Anderson","25","EDM","RW","72","54","48","102","38","90","34","18","2","9","34","14","0","243","22.2","",""
"6","John Anderson","28","TOT","LW/RW","79","29","45","74","17","28","17","9","3","6","23","21","1","240","12.1","",""
"7","Perry Anderson","24","NJD","LW","51","7","12","19","-7","91","6","1","0","1","12","0","0","61","11.5","",""
"8","Mikael Andersson","19","BUF","LW","32","1","9","10","0","4","1","0","0","0","9","0","0","13","7.7","",""
"9","Peter Andersson","23","TOT","D","73","7","24","31","0","40","3","4","0","3","12","12","0","99","7.1","",""
"10","Dave Andreychuk","22","BUF","RW","80","36","51","87","3","61","24","12","0","3","32","19","0","225","16.0","",""
"11","Jim Archibald","24","MNS","RW","11","0","0","0","-3","32","0","0","0","0","0","0","0","7","0.0","",""
"12","Scott Arniel","23","WIN","LW","80","18","25","43","-8","40","15","3","0","0","21","4","0","125","14.4","",""
"13","Brent Ashton","25","QUE","LW","77","26","32","58","7","64","19","5","2","5","25","7","0","207","12.6","",""
"14","Dave Babych","24","TOT","D","81","14","55","69","1","50","4","9","1","2","26","27","2","205","6.8","",""
"15","Wayne Babych","27","TOT","RW","54","17","22","39","5","77","14","3","0","2","15","7","0","95","17.9","",""
"16","Normand Baron","28","STL","LW","23","2","0","2","-7","39","2","0","0","0","0","0","0","13","15.4","",""
"17","Dave Barr","25","STL","RW","72","13","38","51","11","70","13","0","0","2","31","7","0","106","12.3","",""
"18","John Barrett","27","TOT","D","79","2","15","17","-26","137","2","0","0","0","14","1","0","67","3.0","",""
"19","Robin Bartel","24","CGY","D","1","0","0","0","-1","0","0","0","0","0","0","0","0","0","","",""
"20","Bob Bassen","20","NYI","C","11","2","1","3","0","6","2","0","0","0","1","0","0","5","40.0","",""
"21","Paul Baxter","30","CGY","D","47","4","3","7","5","194","3","0","1","0","3","0","0","41","9.8","",""
"22","Yves Beaudoin","21","WSH","D","4","0","0","0","-4","0","0","0","0","0","0","0","0","7","0.0","",""
"23","Barry Beck","28","NYR","D","25","4","8","12","7","24","1","3","0","1","3","5","0","53","7.5","",""
"24","Eddy Beers","26","TOT","LW","57","18","21","39","-6","32","10","8","0","1","17","4","0","136","13.2","",""
"25","Bruce Bell","20","STL","D","75","2","18","20","2","43","0","2","0","0","7","11","0","96","2.1","",""
"26","Neil Belland","24","VAN","D","7","1","2","3","-2","4","0","1","0","1","0","2","0","10","10.0","",""
"27","Brian Bellows","21","MNS","RW","77","31","48","79","16","46","18","11","2","2","29","18","1","256","12.1","",""
"28","Jim Benning","22","TOR","D","52","4","21","25","-4","71","2","2","0","0","12","9","0","76","5.3","",""
"29","Perry Berezan","21","CGY","C","55","12","21","33","19","39","10","0","2","3","19","0","2","117","10.3","",""
"30","Marc Bergevin","20","CBH","D","71","7","7","14","0","60","7","0","0","1","7","0","0","50","14.0","",""
"31","Bo Berglund","30","TOT","RW","10","2","2","4","-1","6","1","1","0","0","2","0","0","11","18.2","",""
"32","Brad Berry","20","WIN","D","13","1","0","1","1","10","1","0","0","0","0","0","0","16","6.3","",""
"33","Scott Bjugstad","24","MNS","LW","80","43","33","76","5","24","27","14","2","6","19","12","2","217","19.8","",""
"34","Mike Blaisdell","26","PIT","RW","66","15","14","29","15","36","15","0","0","0","12","2","0","125","12.0","",""
"35","John Blum","26","BOS","D","61","1","7","8","8","80","1","0","0","0","7","0","0","34","2.9","",""
"36","Doug Bodger","19","PIT","D","79","4","33","37","3","63","3","1","0","1","15","16","2","140","2.9","",""
"37","Serge Boisvert","26","MTL","RW","9","2","2","4","1","2","2","0","0","0","2","0","0","18","11.1","",""
"38","Laurie Boschman","25","WIN","C","77","27","42","69","-29","241","22","3","2","2","30","12","0","158","17.1","",""
"39","Mike Bossy","29","NYI","RW","80","61","62","123","30","14","39","21","1","9","43","18","1","302","20.2","",""
"40","Tim Bothwell","30","HAR","D","62","2","8","10","13","53","2","0","0","0","8","0","0","50","4.0","",""
"41","Bruce Boudreau","31","CBH","C","7","1","0","1","1","2","1","0","0","0","0","0","0","3","33.3","",""
"42","Charlie Bourgeois","26","TOT","D","60","7","12","19","18","244","6","1","0","1","11","0","1","64","10.9","",""
"43","Bob Bourne","31","NYI","LW","62","17","15","32","-7","36","15","2","0","5","13","2","0","100","17.0","",""
"44","Phil Bourque","23","PIT","D","4","0","0","0","-2","2","0","0","0","0","0","0","0","0","","",""
"45","Raymond Bourque","25","BOS","D","74","19","58","77","17","68","8","11","0","3","23","32","3","289","6.6","",""
"46","Paul Boutilier","22","NYI","D","77","4","30","34","-5","100","4","0","0","0","19","11","0","124","3.2","",""
"47","Randy Boyd","24","NYI","D","55","2","12","14","9","79","2","0","0","0","9","2","1","52","3.8","",""
"48","Steve Bozek","25","CGY","LW","64","21","22","43","24","24","12","5","4","3","14","5","3","147","14.3","",""
"49","Brian Bradley","21","CGY","C","5","0","1","1","-3","0","0","0","0","0","1","0","0","4","0.0","",""
"50","Dan Brennan","23","LAK","LW","6","0","1","1","-1","9","0","0","0","0","1","0","0","6","0.0","",""
"51","Mel Bridgman","30","NJD","LW","78","23","40","63","-1","80","17","5","1","1","27","12","1","136","16.9","",""
"52","Bob Brooke","25","NYR","RW","79","24","20","44","6","111","16","6","2","1","16","2","2","178","13.5","",""
"53","Aaron Broten","25","NJD","LW","66","18","25","43","2","26","14","4","0","1","18","7","0","157","11.5","",""
"54","Neal Broten","26","MNS","C","80","29","76","105","14","47","23","6","0","0","45","31","0","193","15.0","",""
"55","Dave Brown","23","PHI","RW","76","10","7","17","7","277","10","0","0","1","6","1","0","73","13.7","",""
"56","Jeff Brown","19","QUE","D","8","3","2","5","5","6","3","0","0","0","2","0","0","16","18.8","",""
"57","Keith Brown","25","CBH","D","70","11","29","40","-6","87","9","1","1","0","16","13","0","151","7.3","",""
"58","Jack Brownschidle","30","HAR","D","9","0","0","0","-4","4","0","0","0","0","0","0","0","7","0.0","",""
"59","Jeff Brubaker","27","TOT","LW","25","1","0","1","1","79","1","0","0","0","0","0","0","12","8.3","",""
"60","David Bruce","21","VAN","RW","12","0","1","1","-2","14","0","0","0","0","1","0","0","17","0.0","",""
"61","Murray Brumwell","25","NJD","D","1","0","0","0","-1","0","0","0","0","0","0","0","0","3","0.0","",""
"62","Jiri Bubla","36","VAN","D","43","6","24","30","-25","30","2","4","0","1","11","12","1","62","9.7","",""
"63","Randy Bucyk","23","MTL","C","17","4","2","6","5","8","4","0","0","0","2","0","0","21","19.0","",""
"64","Mike Bullard","24","PIT","C","77","41","42","83","-16","69","23","16","2","5","24","16","2","213","19.2","",""
"65","Shawn Burr","19","DET","C","5","1","0","1","1","4","0","1","0","0","0","0","0","6","16.7","",""
"66","Randy Burridge","20","BOS","LW","52","17","25","42","17","28","16","1","0","2","17","8","0","90","18.9","",""
"67","Rod Buskas","25","PIT","D","72","2","7","9","-9","159","1","1","0","0","7","0","0","50","4.0","",""
"68","Garth Butcher","23","VAN","D","70","4","7","11","-25","188","4","0","0","0","7","0","0","57","7.0","",""
"69","Lyndon Byers","21","BOS","RW","5","0","2","2","1","9","0","0","0","0","2","0","0","1","0.0","",""
"70","Wade Campbell","25","TOT","D","32","0","1","1","-11","42","0","0","0","0","1","0","0","13","0.0","",""
"71","Dom Campedelli","21","MTL","D","2","0","0","0","-2","0","0","0","0","0","0","0","0","1","0.0","",""
"72","Guy Carbonneau","25","MTL","C","80","20","36","56","18","57","17","1","2","3","33","0","3","147","13.6","",""
"73","Kent Carlson","24","TOT","D","28","2","3","5","2","42","2","0","0","0","3","0","0","14","14.3","",""
"74","Randy Carlyle","29","WIN","D","68","16","33","49","-12","93","13","3","0","2","18","14","1","152","10.5","",""
"75","Bob Carpenter","22","WSH","C","80","27","29","56","-12","105","20","7","0","3","20","9","0","205","13.2","",""
"76","Billy Carroll","27","TOT","C","26","2","6","8","-6","11","2","0","0","0","5","0","1","13","15.4","",""
"77","Lindsay Carson","25","PHI","LW","50","9","12","21","10","84","9","0","0","0","12","0","0","59","15.3","",""
"78","John Carter","22","BOS","LW","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","",""
"79","Bruce Cassidy","20","CBH","D","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","",""
"80","Gino Cavallini","23","TOT","LW","57","13","12","25","-9","62","8","5","0","0","9","3","0","95","13.7","",""
"81","John Chabot","23","PIT","C","77","14","31","45","-1","6","11","1","2","3","28","1","2","89","15.7","",""
"82","Todd Charlesworth","20","PIT","D","2","0","1","1","-1","0","0","0","0","0","1","0","0","1","0.0","",""
"83","Chris Chelios","24","MTL","D","41","8","26","34","4","67","6","2","0","0","9","15","2","101","7.9","",""
"84","Dave Christian","26","WSH","RW","80","41","42","83","3","15","21","18","2","4","23","16","3","218","18.8","",""
"85","Dino Ciccarelli","25","MNS","RW","75","44","45","89","12","51","25","19","0","5","36","9","0","262","16.8","",""
"86","Chris Cichocki","22","DET","RW","59","10","11","21","-8","21","8","1","1","0","9","2","0","76","13.2","",""
"87","Joe Cirella","22","NJD","D","66","6","23","29","-12","147","4","2","0","0","14","9","0","89","6.7","",""
"88","Wendel Clark","19","TOR","LW","66","34","11","45","-27","227","30","4","0","3","9","2","0","164","20.7","",""
"89","Glen Cochrane","28","VAN","D","49","0","3","3","-5","125","0","0","0","0","3","0","0","24","0.0","",""
"90","Paul Coffey","24","EDM","D","79","48","90","138","61","120","30","9","9","3","62","23","5","307","15.6","",""
"91","Pat Conacher","26","NJD","C","2","0","2","2","0","2","0","0","0","0","2","0","0","3","0.0","",""
"92","Yvon Corriveau","18","WSH","LW","2","0","0","0","-1","0","0","0","0","0","0","0","0","3","0.0","",""
"93","Shayne Corson","19","MTL","C","3","0","0","0","-3","2","0","0","0","0","0","0","0","1","0.0","",""
"94","Rich Costello","22","TOR","C","2","0","1","1","0","0","0","0","0","0","1","0","0","2","0.0","",""
"95","Alain Cote","18","BOS","D","32","0","6","6","5","14","0","0","0","0","6","0","0","15","0.0","",""
"96","Alain Cote","28","QUE","LW","78","13","21","34","-3","29","10","0","3","2","20","0","1","119","10.9","",""
"97","Sylvain Cote","20","HAR","D","2","0","0","0","1","0","0","0","0","0","0","0","0","0","","",""
"98","Tim Coulis","27","MNS","LW","19","2","2","4","-5","73","2","0","0","0","2","0","0","13","15.4","",""
"99","Neal Coulter","23","NYI","RW","16","3","4","7","-1","4","3","0","0","0","4","0","0","17","17.6","",""
"100","Yves Courteau","21","CGY","RW","4","1","1","2","1","0","1","0","0","0","1","0","0","7","14.3","",""
"101","Geoff Courtnall","23","BOS","LW","64","21","16","37","1","61","19","2","0","4","12","4","0","161","13.0","",""
"102","Russ Courtnall","20","TOR","C","73","22","38","60","0","52","18","3","1","4","34","4","0","203","10.8","",""
"103","Craig Coxe","22","VAN","C","57","3","5","8","-13","176","2","1","0","0","5","0","0","48","6.3","",""
"104","Murray Craven","21","PHI","LW","78","21","33","54","24","34","19","2","0","6","28","5","0","182","11.5","",""
"105","Bob Crawford","26","TOT","RW","68","15","22","37","-14","26","11","4","0","2","19","3","0","125","12.0","",""
"106","Marc Crawford","24","VAN","LW","54","11","14","25","-7","92","11","0","0","0","14","0","0","80","13.8","",""
"107","Adam Creighton","20","BUF","C","19","1","1","2","-2","2","1","0","0","1","1","0","0","9","11.1","",""
"108","Doug Crossman","25","PHI","D","80","6","37","43","-5","55","4","2","0","1","17","18","2","134","4.5","",""
"109","Keith Crowder","27","BOS","RW","78","38","46","84","14","177","18","20","0","4","30","16","0","184","20.7","",""
"110","Randy Cunneyworth","24","PIT","LW","75","15","30","45","12","74","11","2","2","2","23","6","1","134","11.2","",""
"111","Brian Curran","22","BOS","D","43","2","5","7","6","192","2","0","0","0","5","0","0","23","8.7","",""
"112","Glen Currie","27","LAK","C","12","1","2","3","0","9","0","1","0","0","2","0","0","11","9.1","",""
"113","Denis Cyr","24","STL","RW","31","3","4","7","-11","2","3","0","0","0","4","0","0","21","14.3","",""
"114","Paul Cyr","22","BUF","LW","71","20","31","51","4","120","15","4","1","2","18","13","0","151","13.2","",""
"115","Kjell Dahlin","22","MTL","RW","77","32","39","71","10","4","18","14","0","3","23","16","0","172","18.6","",""
"116","Chris Dahlquist","23","PIT","D","5","1","2","3","1","2","1","0","0","0","2","0","0","5","20.0","",""
"117","J.J. Daigneault","20","VAN","D","64","5","23","28","-20","45","1","4","0","0","9","14","0","114","4.4","",""
"118","Brad Dalgarno","18","NYI","RW","2","1","0","1","1","0","1","0","0","0","0","0","0","3","33.3","",""
"119","Ken Daneyko","21","NJD","D","44","0","10","10","0","100","0","0","0","0","9","0","1","48","0.0","",""
"120","Dan Daoust","25","TOR","C","80","7","13","20","-21","88","6","1","0","0","11","1","1","92","7.6","",""
"121","Mal Davis","29","BUF","LW","7","2","0","2","-1","4","0","2","0","0","0","0","0","5","40.0","",""
"122","Lucien DeBlois","28","MTL","RW","61","14","17","31","3","48","12","2","0","1","15","2","0","102","13.7","",""
"123","Dale DeGray","22","CGY","D","1","0","0","0","-1","0","0","0","0","0","0","0","0","1","0.0","",""
"124","Gilbert Delorme","23","QUE","D","64","2","18","20","-1","51","1","1","0","0","13","5","0","102","2.0","",""
"125","Larry DePalma","20","MNS","LW","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"126","Bill Derlago","27","TOT","C","67","10","21","31","-9","21","7","2","1","1","17","4","0","77","13.0","",""
