date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1985-10-10","Toronto Maple Leafs","TOR","1","Boston Bruins","BOS","3",
"1985-10-10","Hartford Whalers","HAR","5","Buffalo Sabres","BUF","4",
"1985-10-10","Minnesota North Stars","MNS","6","Detroit Red Wings","DET","6",
"1985-10-10","Winnipeg Jets","WIN","3","Edmonton Oilers","EDM","4",
"1985-10-10","Vancouver Canucks","VAN","6","Los Angeles Kings","LAK","5",
"1985-10-10","Washington Capitals","WSH","2","New York Rangers","NYR","4",
"1985-10-10","New Jersey Devils","NJD","6","Philadelphia Flyers","PHI","5",
"1985-10-10","Montreal Canadiens","MTL","5","Pittsburgh Penguins","PIT","3",
"1985-10-10","Chicago Black Hawks","CBH","2","Quebec Nordiques","QUE","6",
"1985-10-11","Winnipeg Jets","WIN","3","Calgary Flames","CGY","8",
"1985-10-12","Boston Bruins","BOS","9","Detroit Red Wings","DET","2",
"1985-10-12","New York Rangers","NYR","2","Hartford Whalers","HAR","8",
"1985-10-12","New York Islanders","NYI","5","Los Angeles Kings","LAK","4",
"1985-10-12","Buffalo Sabres","BUF","6","Minnesota North Stars","MNS","2",
"1985-10-12","Chicago Black Hawks","CBH","3","Montreal Canadiens","MTL","6",
"1985-10-12","Washington Capitals","WSH","1","New Jersey Devils","NJD","4",
"1985-10-12","Philadelphia Flyers","PHI","4","Pittsburgh Penguins","PIT","2",
"1985-10-12","Quebec Nordiques","QUE","4","Toronto Maple Leafs","TOR","0",
"1985-10-12","St. Louis Blues","STL","4","Vancouver Canucks","VAN","3",
"1985-10-13","Montreal Canadiens","MTL","2","Boston Bruins","BOS","7",
"1985-10-13","Toronto Maple Leafs","TOR","5","Chicago Black Hawks","CBH","1",
"1985-10-13","St. Louis Blues","STL","3","Edmonton Oilers","EDM","6",
"1985-10-13","Calgary Flames","CGY","9","Los Angeles Kings","LAK","2",
"1985-10-13","New Jersey Devils","NJD","3","New York Rangers","NYR","2",
"1985-10-13","Quebec Nordiques","QUE","5","Winnipeg Jets","WIN","2",
"1985-10-13","Philadelphia Flyers","PHI","4","Washington Capitals","WSH","2",
"1985-10-14","Detroit Red Wings","DET","1","Buffalo Sabres","BUF","6",
"1985-10-14","New York Islanders","NYI","2","Vancouver Canucks","VAN","4",
"1985-10-15","Minnesota North Stars","MNS","2","Pittsburgh Penguins","PIT","3",
"1985-10-15","Hartford Whalers","HAR","1","Quebec Nordiques","QUE","4",
"1985-10-16","Pittsburgh Penguins","PIT","5","Chicago Black Hawks","CBH","5",
"1985-10-16","St. Louis Blues","STL","2","Calgary Flames","CGY","1",
"1985-10-16","Winnipeg Jets","WIN","4","Detroit Red Wings","DET","3",
"1985-10-16","New York Islanders","NYI","4","Edmonton Oilers","EDM","6",
"1985-10-16","New York Rangers","NYR","3","Los Angeles Kings","LAK","4",
"1985-10-16","Buffalo Sabres","BUF","6","Montreal Canadiens","MTL","0",
"1985-10-16","Washington Capitals","WSH","6","Toronto Maple Leafs","TOR","5",
"1985-10-16","Boston Bruins","BOS","3","Vancouver Canucks","VAN","3",
"1985-10-17","Detroit Red Wings","DET","1","Minnesota North Stars","MNS","10",
"1985-10-17","Hartford Whalers","HAR","4","New Jersey Devils","NJD","3",
"1985-10-17","Quebec Nordiques","QUE","2","Philadelphia Flyers","PHI","1",
"1985-10-18","Washington Capitals","WSH","4","Buffalo Sabres","BUF","1",
"1985-10-18","Boston Bruins","BOS","2","Edmonton Oilers","EDM","3",
"1985-10-18","Los Angeles Kings","LAK","4","Vancouver Canucks","VAN","5",
"1985-10-19","Boston Bruins","BOS","6","Calgary Flames","CGY","3",
"1985-10-19","Chicago Black Hawks","CBH","6","Detroit Red Wings","DET","2",
"1985-10-19","Montreal Canadiens","MTL","6","Hartford Whalers","HAR","11",
"1985-10-19","New York Rangers","NYR","4","New York Islanders","NYI","5",
"1985-10-19","Minnesota North Stars","MNS","3","Philadelphia Flyers","PHI","7",
"1985-10-19","Pittsburgh Penguins","PIT","3","Quebec Nordiques","QUE","4",
"1985-10-19","New Jersey Devils","NJD","3","St. Louis Blues","STL","4",
"1985-10-19","Winnipeg Jets","WIN","4","Toronto Maple Leafs","TOR","3",
"1985-10-19","Buffalo Sabres","BUF","2","Washington Capitals","WSH","2",
"1985-10-20","Philadelphia Flyers","PHI","5","Chicago Black Hawks","CBH","2",
"1985-10-20","Edmonton Oilers","EDM","8","Los Angeles Kings","LAK","5",
"1985-10-20","Vancouver Canucks","VAN","3","New York Rangers","NYR","4",
"1985-10-20","Calgary Flames","CGY","5","Winnipeg Jets","WIN","8",
"1985-10-21","Quebec Nordiques","QUE","3","Montreal Canadiens","MTL","2",
"1985-10-22","Boston Bruins","BOS","5","Los Angeles Kings","LAK","2",
"1985-10-22","St. Louis Blues","STL","4","Minnesota North Stars","MNS","5",
"1985-10-22","Vancouver Canucks","VAN","2","New York Islanders","NYI","2",
"1985-10-23","Montreal Canadiens","MTL","5","Buffalo Sabres","BUF","4",
"1985-10-23","Hartford Whalers","HAR","2","Chicago Black Hawks","CBH","9",
"1985-10-23","Washington Capitals","WSH","2","Calgary Flames","CGY","4",
"1985-10-23","Vancouver Canucks","VAN","5","Detroit Red Wings","DET","0",
"1985-10-23","New Jersey Devils","NJD","1","New York Rangers","NYR","5",
"1985-10-23","Minnesota North Stars","MNS","4","St. Louis Blues","STL","4",
"1985-10-23","Pittsburgh Penguins","PIT","5","Toronto Maple Leafs","TOR","4",
"1985-10-23","Edmonton Oilers","EDM","3","Winnipeg Jets","WIN","9",
"1985-10-24","Chicago Black Hawks","CBH","6","New Jersey Devils","NJD","4",
"1985-10-24","Quebec Nordiques","QUE","5","New York Islanders","NYI","6",
"1985-10-24","Hartford Whalers","HAR","0","Philadelphia Flyers","PHI","3",
"1985-10-24","Toronto Maple Leafs","TOR","4","Pittsburgh Penguins","PIT","6",
"1985-10-25","Vancouver Canucks","VAN","4","Buffalo Sabres","BUF","5",
"1985-10-25","Calgary Flames","CGY","3","Edmonton Oilers","EDM","5",
"1985-10-25","Los Angeles Kings","LAK","0","New York Rangers","NYR","5",
"1985-10-25","Washington Capitals","WSH","7","Winnipeg Jets","WIN","7",
"1985-10-26","Detroit Red Wings","DET","4","Calgary Flames","CGY","7",
"1985-10-26","Hartford Whalers","HAR","3","Montreal Canadiens","MTL","5",
"1985-10-26","Los Angeles Kings","LAK","2","New Jersey Devils","NJD","5",
"1985-10-26","Quebec Nordiques","QUE","4","Pittsburgh Penguins","PIT","4",
"1985-10-26","New York Islanders","NYI","5","St. Louis Blues","STL","2",
"1985-10-26","Minnesota North Stars","MNS","7","Toronto Maple Leafs","TOR","5",
"1985-10-27","Minnesota North Stars","MNS","2","Buffalo Sabres","BUF","3",
"1985-10-27","Washington Capitals","WSH","4","Chicago Black Hawks","CBH","2",
"1985-10-27","Boston Bruins","BOS","1","New York Rangers","NYR","2",
"1985-10-27","Vancouver Canucks","VAN","4","Philadelphia Flyers","PHI","7",
"1985-10-27","Detroit Red Wings","DET","3","Winnipeg Jets","WIN","5",
"1985-10-28","Edmonton Oilers","EDM","6","Calgary Flames","CGY","4",
