rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Clarence Abel","30","CBH","D","43","0","1","1","","45","","","","","","","","","","",""
"2","Stew Adams","26","CBH","LW","37","5","13","18","","18","","","","","","","","","","",""
"3","Ty Arbour","34","CBH","LW","41","3","3","6","","12","","","","","","","","","","",""
"4","Larry Aurie","25","DTF","RW","41","12","6","18","","23","","","","","","","","","","",""
"5","Vern Ayres","21","NYA","D","26","2","1","3","","54","","","","","","","","","","",""
"6","Ace Bailey","27","TOR","RW","40","23","19","42","","46","","","","","","","","","","",""
"7","Marty Barry","25","BOS","C","44","20","11","31","","26","","","","","","","","","","",""
"8","Cliff Barton","23","PHQ","RW","43","6","7","13","","18","","","","","","","","","","",""
"9","Red Beattie","23","BOS","C/LW","32","10","11","21","","25","","","","","","","","","","",""
"10","Andy Blair","22","TOR","C","44","11","8","19","","32","","","","","","","","","","",""
"11","Helge Bostrom","37","CBH","D","42","2","2","4","","32","","","","","","","","","","",""
"12","Frank Boucher","29","NYR","C","44","12","27","39","","20","","","","","","","","","","",""
"13","George Boucher","34","MTM","D","30","0","0","0","","25","","","","","","","","","","",""
"14","Leo Bourgeault","28","TOT","D/RW","38","0","5","5","","40","","","","","","","","","","",""
"15","Bill Brydge","29","NYA","D","43","2","5","7","","70","","","","","","","","","","",""
"16","Glenn Brydson","20","MTM","RW","14","0","0","0","","4","","","","","","","","","","",""
"17","Billy Burch","30","NYA","C","44","14","8","22","","35","","","","","","","","","","",""
"18","Marty Burke","26","MTL","D","44","2","5","7","","91","","","","","","","","","","",""
"19","Roy Burmister","24","NYA","LW","11","0","0","0","","0","","","","","","","","","","",""
"20","Gene Carrigan","23","NYR","C","33","2","0","2","","13","","","","","","","","","","",""
"21","Frank Carson","29","NYA","RW","44","6","7","13","","36","","","","","","","","","","",""
"22","Art Chapman","24","BOS","C","44","7","7","14","","22","","","","","","","","","","",""
"23","King Clancy","27","TOR","D","44","7","14","21","","63","","","","","","","","","","",""
"24","Dit Clapper","23","BOS","RW/D","43","22","8","30","","50","","","","","","","","","","",""
"25","Charlie Conacher","21","TOR","RW","37","31","12","43","","78","","","","","","","","","","",""
"26","Lionel Conacher","29","MTM","D","36","4","3","7","","57","","","","","","","","","","",""
"27","Harry Connor","26","OTS","LW","11","0","0","0","","4","","","","","","","","","","",""
"28","Eddie Convey","20","NYA","C","2","0","0","0","","0","","","","","","","","","","",""
"29","Bill Cook","34","NYR","RW","43","30","12","42","","39","","","","","","","","","","",""
"30","Bun Cook","27","NYR","LW","44","18","17","35","","72","","","","","","","","","","",""
"31","Tom Cook","23","CBH","C","44","15","14","29","","34","","","","","","","","","","",""
