rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Bill Beveridge","21","OTS","9","","0","8","0","32","","","","3.69","0","520","","","","","","0","0","0""0"
"2","Lorne Chabot","30","TOR","37","","21","8","8","80","","","","2.09","6","2300","","","","","","0","0","0""0"
"3","Alec Connell","28","OTS","36","","10","22","4","110","","","","3.01","3","2190","","","","","","0","0","0""0"
"4","Wilf Cude","20","PHQ","30","","2","25","3","130","","","","4.22","1","1850","","","","","","0","0","0""0"
"5","Dolly Dolson","33","DTF","44","","16","21","7","105","","","","2.29","6","2750","","","","","","0","0","0""0"
"6","Jake Forbes","33","PHQ","2","","0","2","0","7","","","","3.50","0","120","","","","","","0","0","0""0"
"7","Charlie Gardiner","26","CBH","44","","24","17","3","78","","","","1.73","12","2710","","","","","","0","0","0""0"
"8","Benny Grant","22","TOR","7","","1","5","1","19","","","","2.65","2","430","","","","","","0","0","0""0"
"9","George Hainsworth","35","MTL","44","","26","10","8","89","","","","1.95","8","2740","","","","","","0","0","0""0"
"10","Dave Kerr","21","MTM","29","","13","11","4","70","","","","2.37","1","1769","","","","","","0","0","0""0"
"11","Joe Miller","30","PHQ","12","","2","9","1","47","","","","3.81","0","740","","","","","","0","0","0""0"
"12","John Ross Roach","30","NYR","44","","19","16","9","87","","","","1.89","7","2760","","","","","","0","0","0""0"
"13","Tiny Thompson","27","BOS","44","","28","10","6","90","","","","1.98","3","2730","","","","","","0","0","0""0"
"14","Flat Walsh","33","MTM","16","","7","7","2","36","","","","2.25","2","961","","","","","","0","0","0""0"
"15","Roy Worters","30","NYA","44","","18","16","10","74","","","","1.61","8","2760","","","","","","0","0","0""0"
