rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Sid Abel","33","DET","C","62","17","36","53","","32","","","","","","","","","","",""
"2","Gene Achtymichuk","19","MTL","C","1","0","0","0","","0","","","","","","","","","","",""
"3","Lloyd Ailsby","34","NYR","D","3","0","0","0","","2","","","","","","","","","","",""
"4","George Armstrong","21","TOR","RW","20","3","3","6","","30","","","","","","","","","","",""
"5","Pete Babando","26","CBH","LW","49","11","14","25","","29","","","","","","","","","","",""
"6","Earl Balfour","19","TOR","LW","3","0","0","0","","2","","","","","","","","","","",""
"7","Ray Barry","23","BOS","C","18","1","2","3","","6","","","","","","","","","","",""
"8","Bobby Bauer","36","BOS","RW","1","1","1","2","","0","","","","","","","","","","",""
"9","Doug Bentley","35","CBH","C","8","2","3","5","","4","","","","","","","","","","",""
"10","Max Bentley","31","TOR","C","69","24","17","41","","40","","","","","","","","","","",""
"11","Gus Bodnar","28","CBH","C","69","14","26","40","","26","","","","","","","","","","",""
"12","Leo Boivin","19","TOR","D","2","0","1","1","","0","","","","","","","","","","",""
"13","Hugh Bolton","22","TOR","D","60","3","13","16","","73","","","","","","","","","","",""
"14","Butch Bouchard","32","MTL","D","60","3","9","12","","45","","","","","","","","","","",""
"15","Adam Brown","31","BOS","LW","33","8","9","17","","6","","","","","","","","","","",""
"16","Mike Buchanan","19","CBH","D","1","0","0","0","","0","","","","","","","","","","",""
"17","Hy Buller","25","NYR","D","68","12","23","35","","96","","","","","","","","","","",""
"18","Real Chevrefils","19","BOS","LW","33","8","17","25","","8","","","","","","","","","","",""
"19","Jim Conacher","30","TOT","C","21","1","2","3","","2","","","","","","","","","","",""
"20","Pete Conacher","19","CBH","LW","2","0","1","1","","0","","","","","","","","","","",""
"21","Roy Conacher","35","CBH","LW","12","3","1","4","","0","","","","","","","","","","",""
"22","Gerry Couture","26","MTL","RW","10","0","1","1","","4","","","","","","","","","","",""
"23","Dave Creighton","21","BOS","C","49","20","17","37","","18","","","","","","","","","","",""
"24","Floyd Curry","26","MTL","RW","64","20","18","38","","10","","","","","","","","","","",""
