date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1918-12-21","Ottawa Senators","OTS","5","Montreal Canadiens","MTL","2",
"1918-12-23","Montreal Canadiens","MTL","4","Toronto Arenas","TRA","3",
"1918-12-26","Toronto Arenas","TRA","2","Ottawa Senators","OTS","5",
"1918-12-28","Toronto Arenas","TRA","3","Montreal Canadiens","MTL","6",
"1918-12-31","Ottawa Senators","OTS","2","Toronto Arenas","TRA","4",
"1919-01-02","Montreal Canadiens","MTL","2","Ottawa Senators","OTS","7",
"1919-01-04","Ottawa Senators","OTS","2","Montreal Canadiens","MTL","5",
"1919-01-07","Montreal Canadiens","MTL","7","Toronto Arenas","TRA","6",
"1919-01-09","Toronto Arenas","TRA","2","Ottawa Senators","OTS","4",
"1919-01-11","Toronto Arenas","TRA","4","Montreal Canadiens","MTL","13",
"1919-01-14","Ottawa Senators","OTS","2","Toronto Arenas","TRA","5",
"1919-01-16","Montreal Canadiens","MTL","10","Ottawa Senators","OTS","6",
"1919-01-18","Ottawa Senators","OTS","3","Montreal Canadiens","MTL","5",
"1919-01-21","Montreal Canadiens","MTL","3","Toronto Arenas","TRA","11",
"1919-01-23","Toronto Arenas","TRA","2","Ottawa Senators","OTS","3",
"1919-01-25","Ottawa Senators","OTS","1","Montreal Canadiens","MTL","0",
"1919-01-28","Ottawa Senators","OTS","2","Toronto Arenas","TRA","1",
"1919-01-30","Montreal Canadiens","MTL","2","Ottawa Senators","OTS","3",
"1919-02-01","Toronto Arenas","TRA","0","Montreal Canadiens","MTL","10",
"1919-02-04","Montreal Canadiens","MTL","3","Toronto Arenas","TRA","6",
"1919-02-06","Toronto Arenas","TRA","1","Ottawa Senators","OTS","3",
"1919-02-08","Ottawa Senators","OTS","3","Montreal Canadiens","MTL","4",
"1919-02-11","Montreal Canadiens","MTL","4","Toronto Arenas","TRA","6",
"1919-02-13","Montreal Canadiens","MTL","0","Ottawa Senators","OTS","7",
"1919-02-15","Toronto Arenas","TRA","2","Montreal Canadiens","MTL","8",
"1919-02-18","Ottawa Senators","OTS","4","Toronto Arenas","TRA","3",
"1919-02-20","Toronto Arenas","TRA","3","Ottawa Senators","OTS","9",
