rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Ramzi Abid","26","NSH","LW","13","1","4","5","-3","13","1","0","0","0","4","0","0","12","8.3","141","10:51"
"2","Craig Adams","29","CAR","RW","82","7","7","14","-9","54","6","0","1","1","6","0","1","71","9.9","826","10:04"
"3","Kevyn Adams","32","TOT","C","68","3","9","12","-20","25","2","0","1","0","7","1","1","87","3.4","742","10:55"
"4","Dmitry Afanasenkov","26","TOT","LW","74","11","10","21","-25","20","11","0","0","0","10","0","0","96","11.5","779","10:31"
"5","Maxim Afinogenov","27","BUF","RW","56","23","38","61","19","66","16","7","0","3","25","13","0","151","15.2","955","17:03"
"6","Andrew Alberts","25","BOS","D","76","0","10","10","-15","124","0","0","0","0","9","1","0","41","0.0","1495","19:40"
"7","Nikita Alexeev","25","TOT","RW","78","12","11","23","7","12","10","2","0","2","9","2","0","117","10.3","1075","13:47"
"8","Daniel Alfredsson","34","OTT","RW","77","29","58","87","42","42","20","7","2","7","38","18","2","240","12.1","1661","21:35"
"9","Bobby Allen","28","BOS","D","31","0","3","3","-1","10","0","0","0","0","2","0","1","14","0.0","404","13:02"
"10","Bryan Allen","26","FLA","D","82","4","21","25","7","112","4","0","0","0","18","2","1","99","4.0","1771","21:36"
"11","Tony Amonte","36","CGY","RW","81","10","20","30","-4","40","8","1","1","1","17","2","1","139","7.2","1146","14:09"
"12","Nik Antropov","26","TOR","C","54","18","15","33","8","44","14","4","0","4","14","1","0","125","14.4","896","16:36"
"13","Denis Arkhipov","27","CHI","C","79","10","17","27","-13","54","7","2","1","1","9","4","4","112","8.9","1241","15:43"
"14","Colby Armstrong","24","PIT","RW","80","12","22","34","2","67","10","1","1","3","17","3","2","145","8.3","1346","16:50"
"15","Derek Armstrong","33","LAK","C","67","11","33","44","13","62","8","3","0","0","27","6","0","109","10.1","1009","15:04"
"16","Tyler Arnason","27","COL","C","82","16","33","49","-8","26","15","1","0","3","22","11","0","211","7.6","1176","14:20"
