date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1929-11-14","Boston Bruins","BOS","5","Detroit Cougars","DTC","2",
"1929-11-14","New York Rangers","NYR","2","Montreal Maroons","MTM","1",
"1929-11-14","Montreal Canadiens","MTL","3","Ottawa Senators","OTS","3",
"1929-11-14","Chicago Black Hawks","CBH","2","Toronto Maple Leafs","TOR","2",
"1929-11-16","Chicago Black Hawks","CBH","4","Montreal Canadiens","MTL","4",
"1929-11-16","New York Americans","NYA","3","Ottawa Senators","OTS","4",
"1929-11-16","Montreal Maroons","MTM","5","Pittsburgh Pirates","PTP","2",
"1929-11-16","Boston Bruins","BOS","6","Toronto Maple Leafs","TOR","5",
"1929-11-17","Detroit Cougars","DTC","5","New York Rangers","NYR","5",
"1929-11-19","New York Rangers","NYR","2","Boston Bruins","BOS","3",
"1929-11-19","Ottawa Senators","OTS","6","Detroit Cougars","DTC","4",
"1929-11-19","Montreal Canadiens","MTL","1","Montreal Maroons","MTM","5",
"1929-11-19","Chicago Black Hawks","CBH","5","New York Americans","NYA","1",
"1929-11-19","Toronto Maple Leafs","TOR","5","Pittsburgh Pirates","PTP","10",
"1929-11-21","Ottawa Senators","OTS","6","Chicago Black Hawks","CBH","5",
"1929-11-21","Toronto Maple Leafs","TOR","2","Montreal Canadiens","MTL","3",
"1929-11-21","Montreal Maroons","MTM","1","New York Rangers","NYR","2",
"1929-11-23","Boston Bruins","BOS","4","Montreal Maroons","MTM","3",
"1929-11-23","New York Rangers","NYR","5","Pittsburgh Pirates","PTP","3",
"1929-11-23","Ottawa Senators","OTS","6","Toronto Maple Leafs","TOR","2",
"1929-11-24","Detroit Cougars","DTC","0","Chicago Black Hawks","CBH","4",
"1929-11-24","Montreal Canadiens","MTL","3","New York Americans","NYA","2",
"1929-11-26","Montreal Maroons","MTM","6","Boston Bruins","BOS","1",
"1929-11-26","Pittsburgh Pirates","PTP","2","Montreal Canadiens","MTL","9",
"1929-11-26","Toronto Maple Leafs","TOR","4","New York Rangers","NYR","3",
"1929-11-26","Detroit Cougars","DTC","3","Ottawa Senators","OTS","4",
"1929-11-28","New York Rangers","NYR","3","Chicago Black Hawks","CBH","2",
"1929-11-28","Detroit Cougars","DTC","7","Montreal Maroons","MTM","6",
"1929-11-28","Ottawa Senators","OTS","3","New York Americans","NYA","4",
"1929-11-30","New York Americans","NYA","1","Montreal Canadiens","MTL","3",
"1929-11-30","Montreal Maroons","MTM","3","Ottawa Senators","OTS","2",
"1929-11-30","Boston Bruins","BOS","6","Pittsburgh Pirates","PTP","2",
"1929-11-30","Detroit Cougars","DTC","0","Toronto Maple Leafs","TOR","1",
