date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1998-10-09","San Jose Sharks","SJS","3","Calgary Flames","CGY","3","at Tokyo, Japan"
"1998-10-09","Tampa Bay Lightning","TBL","1","Florida Panthers","FLA","4",
"1998-10-09","Philadelphia Flyers","PHI","1","New York Rangers","NYR","0",
"1998-10-10","St. Louis Blues","STL","3","Boston Bruins","BOS","3",
"1998-10-10","Tampa Bay Lightning","TBL","4","Carolina Hurricanes","CAR","4",
"1998-10-10","New Jersey Devils","NJD","1","Chicago Blackhawks","CHI","2",
"1998-10-10","Ottawa Senators","OTT","4","Colorado Avalanche","COL","3",
"1998-10-10","Buffalo Sabres","BUF","1","Dallas Stars","DAL","4",
"1998-10-10","Los Angeles Kings","LAK","2","Edmonton Oilers","EDM","1",
"1998-10-10","New York Rangers","NYR","1","Montreal Canadiens","MTL","7",
"1998-10-10","Florida Panthers","FLA","1","Nashville Predators","NSH","0",
"1998-10-10","Pittsburgh Penguins","PIT","4","New York Islanders","NYI","3",
"1998-10-10","Calgary Flames","CGY","5","San Jose Sharks","SJS","3","at Tokyo, Japan"
"1998-10-10","Detroit Red Wings","DET","1","Toronto Maple Leafs","TOR","2",
"1998-10-10","Mighty Ducks of Anaheim","MDA","0","Washington Capitals","WSH","1",
"1998-10-11","Mighty Ducks of Anaheim","MDA","1","Philadelphia Flyers","PHI","4",
"1998-10-11","Ottawa Senators","OTT","4","Phoenix Coyotes","PHX","1",
"1998-10-12","New York Islanders","NYI","0","Boston Bruins","BOS","3",
"1998-10-12","Buffalo Sabres","BUF","3","Colorado Avalanche","COL","0",
"1998-10-12","St. Louis Blues","STL","4","New York Rangers","NYR","2",
"1998-10-12","Los Angeles Kings","LAK","2","Vancouver Canucks","VAN","4",
"1998-10-13","Chicago Blackhawks","CHI","1","Dallas Stars","DAL","3",
"1998-10-13","Toronto Maple Leafs","TOR","3","Edmonton Oilers","EDM","2",
"1998-10-13","Mighty Ducks of Anaheim","MDA","0","Montreal Canadiens","MTL","1",
"1998-10-13","Carolina Hurricanes","CAR","2","Nashville Predators","NSH","3",
"1998-10-13","Detroit Red Wings","DET","3","Washington Capitals","WSH","2",
"1998-10-14","Boston Bruins","BOS","3","Colorado Avalanche","COL","0",
"1998-10-14","Pittsburgh Penguins","PIT","3","New Jersey Devils","NJD","1",
"1998-10-14","New York Islanders","NYI","2","Tampa Bay Lightning","TBL","0",
"1998-10-14","Edmonton Oilers","EDM","4","Vancouver Canucks","VAN","1",
"1998-10-15","Dallas Stars","DAL","2","Carolina Hurricanes","CAR","2",
"1998-10-15","Mighty Ducks of Anaheim","MDA","5","Chicago Blackhawks","CHI","3",
"1998-10-15","Colorado Avalanche","COL","2","Phoenix Coyotes","PHX","5",
"1998-10-16","Florida Panthers","FLA","2","Buffalo Sabres","BUF","2",
"1998-10-16","Toronto Maple Leafs","TOR","7","Calgary Flames","CGY","3",
"1998-10-16","St. Louis Blues","STL","1","Detroit Red Wings","DET","4",
"1998-10-16","Boston Bruins","BOS","1","Los Angeles Kings","LAK","2",
"1998-10-16","New Jersey Devils","NJD","2","New York Rangers","NYR","1",
"1998-10-16","Philadelphia Flyers","PHI","5","Tampa Bay Lightning","TBL","2",
"1998-10-16","Montreal Canadiens","MTL","2","Washington Capitals","WSH","2",
"1998-10-17","Philadelphia Flyers","PHI","1","Carolina Hurricanes","CAR","1",
"1998-10-17","Dallas Stars","DAL","3","Chicago Blackhawks","CHI","4",
"1998-10-17","Buffalo Sabres","BUF","4","Montreal Canadiens","MTL","3",
"1998-10-17","Edmonton Oilers","EDM","4","New Jersey Devils","NJD","2",
"1998-10-17","Nashville Predators","NSH","1","Ottawa Senators","OTT","3",
"1998-10-17","New York Rangers","NYR","3","Pittsburgh Penguins","PIT","3",
"1998-10-17","New York Islanders","NYI","1","St. Louis Blues","STL","0",
"1998-10-17","Toronto Maple Leafs","TOR","1","Vancouver Canucks","VAN","4",
"1998-10-18","Calgary Flames","CGY","0","Detroit Red Wings","DET","2",
"1998-10-18","Colorado Avalanche","COL","5","Los Angeles Kings","LAK","5",
"1998-10-18","Boston Bruins","BOS","3","San Jose Sharks","SJS","0",
"1998-10-18","Washington Capitals","WSH","4","Tampa Bay Lightning","TBL","1",
"1998-10-19","Chicago Blackhawks","CHI","2","Montreal Canadiens","MTL","1",
"1998-10-19","Boston Bruins","BOS","1","Phoenix Coyotes","PHX","3",
"1998-10-19","Nashville Predators","NSH","2","Toronto Maple Leafs","TOR","2",
"1998-10-20","Vancouver Canucks","VAN","1","Carolina Hurricanes","CAR","3",
"1998-10-20","Calgary Flames","CGY","1","Dallas Stars","DAL","3",
"1998-10-20","Edmonton Oilers","EDM","2","New York Rangers","NYR","3",
"1998-10-20","San Jose Sharks","SJS","1","Philadelphia Flyers","PHI","3",
