rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Antti Aalto","23","MDA","C","73","3","5","8","-12","24","1","2","0","0","4","1","0","61","4.9","685","9:23"
"2","Greg Adams","35","PHX","LW","75","19","24","43","-1","26","14","5","0","3","17","6","1","176","10.8","1303","17:22"
"3","Kevyn Adams","24","TOR","C","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","8","7:56"
"4","Tommy Albelin","34","CGY","D","60","1","5","6","-11","8","1","0","0","0","4","0","1","54","1.9","1148","19:08"
"5","Daniel Alfredsson","26","OTT","RW","58","11","22","33","8","14","8","3","0","5","14","8","0","163","6.7","1007","17:22"
"6","Chris Allen","20","FLA","D","1","0","0","0","1","0","0","0","0","0","0","0","0","0","","13","12:35"
"7","Jamie Allison","23","CHI","D","39","2","2","4","0","62","2","0","0","0","2","0","0","24","8.3","547","14:01"
"8","Jason Allison","23","BOS","C","82","23","53","76","5","68","17","5","1","3","28","25","0","158","14.6","1835","22:23"
"9","Tony Amonte","28","CHI","RW","82","44","31","75","0","60","27","14","3","8","18","12","1","256","17.2","1820","22:12"
"10","Mikael Andersson","32","TOT","RW","47","2","4","6","-7","4","2","0","0","0","4","0","0","51","3.9","597","12:42"
"11","Dave Andreychuk","35","NJD","LW","52","15","13","28","1","20","11","4","0","3","9","4","0","110","13.6","808","15:32"
"12","Greg Andrusak","29","PIT","D","7","0","1","1","4","4","0","0","0","0","1","0","0","2","0.0","124","17:42"
"13","Derek Armstrong","25","NYR","C","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","9","2:50"
"14","Jason Arnott","24","NJD","C","74","27","27","54","10","79","19","8","0","3","15","12","0","200","13.5","1140","15:24"
"15","Magnus Arvedson","27","OTT","LW","80","21","26","47","33","50","17","0","4","6","25","0","1","136","15.4","1371","17:08"
"16","Arron Asham","20","MTL","RW","7","0","0","0","-4","0","0","0","0","0","0","0","0","5","0.0","52","7:27"
"17","Blair Atcheynum","29","TOT","RW","65","10","8","18","-8","18","8","2","0","2","6","0","2","93","10.8","977","15:02"
"18","Serge Aubin","23","COL","C","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","4","4:16"
"19","Adrian Aucoin","25","VAN","D","82","23","11","34","-14","77","3","18","2","3","8","3","0","174","13.2","1957","23:52"
"20","Philippe Audet","21","DET","LW","4","0","0","0","-2","0","0","0","0","0","0","0","0","3","0.0","17","4:19"
"21","Donald Audette","29","LAK","RW","49","18","18","36","7","51","12","6","0","2","9","9","0","152","11.8","825","16:50"
"22","Patrik Augusta","29","WSH","RW","2","0","0","0","0","0","0","0","0","0","0","0","0","4","0.0","27","13:38"
"23","P.J. Axelsson","23","BOS","LW","77","7","10","17","-14","18","7","0","0","2","8","1","1","146","4.8","1281","16:38"
"24","Dave Babych","37","TOT","D","41","2","6","8","-2","22","0","2","0","0","3","3","0","49","4.1","728","17:45"
"25","Jamie Baker","32","SJS","C","1","0","1","1","1","0","0","0","0","0","1","0","0","1","0.0","",""
"26","Drew Bannister","24","TBL","D","21","1","2","3","-4","24","1","0","0","0","0","2","0","29","3.4","332","15:49"
"27","Matthew Barnaby","25","TOT","RW","62","6","16","22","-12","177","5","1","0","3","11","5","0","79","7.6","857","13:49"
"28","Stu Barnes","28","TOT","C","81","20","16","36","-11","30","7","13","0","3","12","4","0","180","11.1","1455","17:58"
"29","Murray Baron","31","VAN","D","81","2","6","8","-23","115","2","0","0","0","6","0","0","53","3.8","1477","18:14"
"30","Lubos Bartecko","22","STL","LW","32","5","11","16","4","6","5","0","0","1","7","4","0","37","13.5","423","13:13"
"31","Andrei Bashkirov","28","MTL","LW","10","0","0","0","-3","0","0","0","0","0","0","0","0","4","0.0","70","6:57"
"32","Bob Bassen","33","CGY","C","41","1","2","3","-13","35","1","0","0","0","2","0","0","47","2.1","517","12:36"
"33","Ryan Bast","23","PHI","D","2","0","1","1","0","0","0","0","0","0","1","0","0","1","0.0","27","13:24"
"34","Shawn Bates","23","BOS","C","33","5","4","9","3","2","5","0","0","0","4","0","0","30","16.7","283","8:35"
"35","Bates Battaglia","23","CAR","LW","60","7","11","18","7","22","7","0","0","0","11","0","0","52","13.5","593","9:53"
"36","Ken Baumgartner","32","BOS","LW","69","1","3","4","-6","119","1","0","0","0","3","0","0","15","6.7","354","5:08"
"37","Nolan Baumgartner","22","WSH","D","5","0","0","0","-3","0","0","0","0","0","0","0","0","1","0.0","43","8:41"
"38","Wade Belak","22","TOT","D","31","0","1","1","1","94","0","0","0","0","1","0","0","7","0.0","247","7:57"
"39","Ken Belanger","24","TOT","LW","54","2","5","7","-1","182","2","0","0","0","5","0","0","19","10.5","254","4:43"
"40","Brian Bellows","34","WSH","LW","76","17","19","36","-12","26","9","8","0","3","16","3","0","166","10.2","1158","15:14"
"41","Josef Beranek","29","EDM","LW","66","19","30","49","6","23","12","7","0","2","20","10","0","160","11.9","1084","16:25"
"42","Bryan Berard","21","TOT","D","69","9","25","34","1","48","5","4","0","5","11","14","0","135","6.7","1627","23:35"
"43","Drake Berehowsky","27","NSH","D","74","2","15","17","-9","140","2","0","0","0","10","4","1","79","2.5","1607","21:43"
"44","Sergei Berezin","27","TOR","RW","76","37","22","59","16","12","27","9","1","4","18","3","1","263","14.1","1181","15:32"
"45","Bill Berg","31","OTT","LW","44","2","2","4","4","28","2","0","0","0","2","0","0","40","5.0","455","10:21"
"46","Marc Bergevin","33","STL","D","52","1","1","2","-14","99","1","0","0","0","1","0","0","40","2.5","840","16:09"
"47","Todd Bertuzzi","23","VAN","C","32","8","8","16","-6","44","7","1","0","3","5","3","0","72","11.1","591","18:28"
"48","Craig Berube","33","TOT","LW","77","5","4","9","-10","194","5","0","0","0","4","0","0","52","9.6","538","6:00"
"49","Karel Betik","20","TBL","D","3","0","2","2","-3","2","0","0","0","0","2","0","0","2","0.0","40","13:28"
"50","Jeff Beukeboom","33","NYR","D","45","0","9","9","-2","60","0","0","0","0","7","0","2","8","0.0","628","13:57"
"51","Radim Bicanek","24","TOT","D","14","0","0","0","-4","10","0","0","0","0","0","0","0","13","0.0","188","13:24"
"52","James Black","29","WSH","C","75","16","14","30","5","14","14","1","1","3","11","3","0","135","11.9","1130","15:04"
"53","Jason Blake","25","LAK","C","1","1","0","1","1","0","1","0","0","0","0","0","0","5","20.0","17","17:13"
"54","Rob Blake","29","LAK","D","62","12","23","35","-7","128","6","5","1","2","16","6","1","216","5.6","1542","24:52"
"55","Sylvain Blouin","24","MTL","LW","5","0","0","0","0","19","0","0","0","0","0","0","0","1","0.0","18","3:37"
"56","Doug Bodger","32","LAK","D","65","3","11","14","1","34","3","0","0","0","5","5","1","67","4.5","1264","19:27"
"57","Lonny Bohonos","25","TOR","RW","7","3","0","3","3","4","3","0","0","0","0","0","0","13","23.1","96","13:47"
