rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Jean-Sebastien Aubin","21","PIT","17","","4","3","6","28","304","276",".908","2.22","2","756","","","","","","0","0","0""0"
"2","Ryan Bach","25","LAK","3","","0","3","0","8","66","58",".879","4.44","0","108","","","","","","0","0","0""0"
"3","Tom Barrasso","33","PIT","43","","19","16","3","98","993","895",".901","2.55","4","2306","","","","107","-6.44","0","3","3""20"
"4","Ed Belfour","33","DAL","61","","35","15","9","117","1373","1256",".915","1.99","5","3536","","","","92","9.60","0","0","0""26"
"5","Zac Bierk","22","TBL","1","","0","1","0","2","21","19",".905","2.03","0","59","","","","","","0","0","0""0"
"6","Craig Billington","32","COL","21","","11","8","1","52","492","440",".894","2.87","0","1086","","","","115","-6.63","0","0","0""2"
"7","Martin Biron","21","BUF","6","","1","2","1","10","120","110",".917","2.14","0","281","","","","","","0","0","0""0"
"8","Fred Brathwaite","26","CGY","28","","11","9","7","68","796","728",".915","2.45","1","1663","","","","93","5.40","0","2","2""2"
"9","Martin Brochu","25","WSH","2","","0","2","0","6","55","49",".891","3.00","0","120","","","","","","0","0","0""2"
"10","Martin Brodeur","26","NJD","70","","39","21","10","162","1728","1566",".906","2.29","4","4239","","","","102","-2.66","0","4","4""4"
"11","Sean Burke","32","FLA","59","","21","24","14","151","1624","1473",".907","2.66","3","3402","","","","101","-1.25","0","4","4""27"
"12","Jim Carey","24","STL","4","","1","2","0","13","76","63",".829","3.86","0","202","","","","","","0","0","0""0"
"13","Frederic Chabot","30","MTL","11","","1","3","0","16","188","172",".915","2.23","0","430","","","","","","0","0","0""2"
"14","Dan Cloutier","22","NYR","22","","6","8","3","49","570","521",".914","2.68","0","1097","","","","93","3.56","0","0","0""2"
"15","Marcel Cousineau","25","NYI","6","","0","4","0","14","119","105",".882","2.87","0","293","","","","","","0","0","0""0"
"16","Byron Dafoe","27","BOS","68","","32","23","11","133","1800","1667",".926","1.99","10","4001","","","","80","32.98","0","2","2""25"
"17","Marc Denis","21","COL","4","","1","1","1","9","110","101",".918","2.49","0","217","","","","","","0","0","0""0"
"18","Mike Dunham","26","NSH","44","","16","23","3","127","1387","1260",".908","3.08","1","2472","","","","99","0.90","0","0","0""4"
"19","Robert Esche","21","PHX","3","","0","1","0","7","50","43",".860","3.23","0","130","","","","","","0","0","0""0"
"20","Bob Essensa","34","EDM","39","","12","14","6","96","974","878",".901","2.75","0","2091","","","","107","-6.19","0","1","1""0"
"21","Manny Fernandez","24","DAL","1","","0","1","0","2","29","27",".931","2.00","0","60","","","","","","0","0","0""0"
"22","Eric Fichaud","23","NSH","9","","0","6","0","24","229","205",".895","3.22","0","447","","","","","","0","0","0""0"
"23","Stephane Fiset","28","LAK","42","","18","21","1","104","1217","1113",".915","2.60","3","2403","","","","93","8.22","0","0","0""2"
