rank,teamName,teamAbrv,gamesPlayed,wins,losses,ties,points,pointsPercentage,goalsFor,goalsAgainst,simpleRatingSystem,strengthOfSchedule,totalGoalsPerGame,powerPlayGoals,powerPlayChances,powerPlayPercentage,powerPlayGoalsAgainst,powerPlayChancesAgainst,penaltyKillingPercentage,shortHandedGoals,shortHandedGoalsAgainst,shots,shootingPercentage,shotsAgainst,savePercentage,pdo
"1","Boston Bruins","BOS","48","27","8","13","67",".698","168","102","1.18","-0.20","5.63","","","","","","","","","","","","",""
"2","Toronto Maple Leafs","TOR","48","28","14","6","62",".646","145","99","0.82","-0.14","5.08","","","","","","","","","","","","",""
"3","Detroit Red Wings","DET","48","21","16","11","53",".552","112","102","0.18","-0.03","4.46","","","","","","","","","","","","",""
"4","New York Rangers","NYR","48","21","19","8","50",".521","143","125","0.32","-0.05","5.58","","","","","","","","","","","","",""
"5","Chicago Black Hawks","CBH","48","16","25","7","39",".406","112","139","-0.48","0.08","5.23","","","","","","","","","","","","",""
"6","Montreal Canadiens","MTL","48","16","26","6","38",".396","121","147","-0.47","0.08","5.58","","","","","","","","","","","","",""
"7","New York Americans","NYA","48","8","29","11","27",".281","99","186","-1.55","0.26","5.94","","","","","","","","","","","","",""
