rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,shortHandedAssists,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Paul Bibeault","21","MTL","4","","1","2","0","15","","","","4.29","0","210","","","","","","0","0","0","0"
"2","Andy Branigan","18","NYA","1","","0","0","0","0","","","","0.00","0","7","","","","","","1","0","1","5"
"3","Frank Brimsek","25","BOS","48","","27","8","13","102","","","","2.01","6","3040","","","","","","0","0","0","0"
"4","Turk Broda","26","TOR","48","","28","14","6","99","","","","2.00","5","2970","","","","","","0","0","0","0"
"5","Wilf Cude","30","MTL","3","","2","1","0","13","","","","4.33","0","180","","","","","","0","0","0","0"
"6","Bert Gardiner","27","MTL","42","","13","23","6","119","","","","2.75","1","2600","","","","","","0","0","0","0"
"7","Paul Goodman","35","CBH","21","","7","10","4","55","","","","2.50","2","1320","","","","","","0","0","0","0"
"8","Dave Kerr","31","NYR","48","","21","19","8","125","","","","2.49","2","3010","","","","","","0","0","0","0"
"9","Sam LoPresti","24","CBH","27","","9","15","3","84","","","","3.02","1","1670","","","","","","0","0","0","0"
"10","Johnny Mowers","24","DET","48","","21","16","11","102","","","","2.01","4","3040","","","","","","0","0","0","0"
"11","Chuck Rayner","20","NYA","12","","2","7","3","44","","","","3.42","0","773","","","","","","0","0","0","0"
"12","Earl Robertson","30","NYA","36","","6","22","8","142","","","","3.77","1","2260","","","","","","0","0","0","0"
