rank,teamName,teamAbrv,gamesPlayed,wins,losses,ties,points,pointsPercentage,goalsFor,goalsAgainst,simpleRatingSystem,strengthOfSchedule,totalGoalsPerGame,powerPlayGoals,powerPlayChances,powerPlayPercentage,powerPlayGoalsAgainst,powerPlayChancesAgainst,penaltyKillingPercentage,shortHandedGoals,shortHandedGoalsAgainst,shots,shootingPercentage,shotsAgainst,savePercentage,pdo
"1","Montreal Canadiens","MTL","70","40","18","12","92",".657","255","178","0.92","-0.18","6.19","","","","","","","","","","","","",""
"2","Toronto Maple Leafs","TOR","70","35","26","9","79",".564","199","195","0.05","-0.01","5.63","","","","","","","","","","","","",""
"3","Chicago Black Hawks","CBH","70","28","29","13","69",".493","191","180","0.13","-0.03","5.30","","","","","","","","","","","","",""
"4","Detroit Red Wings","DET","70","26","29","15","67",".479","186","197","-0.13","0.03","5.47","","","","","","","","","","","","",""
"5","Boston Bruins","BOS","70","28","34","8","64",".457","220","241","-0.25","0.05","6.59","","","","","","","","","","","","",""
"6","New York Rangers","NYR","70","17","38","15","49",".350","187","247","-0.71","0.14","6.20","","","","","","","","","","","","",""
