rank,teamName,teamAbrv,gamesPlayed,wins,losses,ties,points,pointsPercentage,goalsFor,goalsAgainst,simpleRatingSystem,strengthOfSchedule,totalGoalsPerGame,powerPlayGoals,powerPlayChances,powerPlayPercentage,powerPlayGoalsAgainst,powerPlayChancesAgainst,penaltyKillingPercentage,shortHandedGoals,shortHandedGoalsAgainst,shots,shootingPercentage,shotsAgainst,savePercentage,pdo
"1","Montreal Canadiens","MTL","50","28","17","5","61",".610","172","134","0.63","-0.13","6.12","","","","","","","","","","","","",""
"2","Boston Bruins","BOS","50","24","18","8","56",".560","167","156","0.18","-0.04","6.46","","","","","","","","","","","","",""
"3","Chicago Black Hawks","CBH","50","23","20","7","53",".530","200","178","0.37","-0.07","7.56","","","","","","","","","","","","",""
"4","Detroit Red Wings","DET","50","20","20","10","50",".500","146","159","-0.22","0.04","6.10","","","","","","","","","","","","",""
"5","Toronto Maple Leafs","TOR","50","19","24","7","45",".450","174","185","-0.18","0.04","7.18","","","","","","","","","","","","",""
"6","New York Rangers","NYR","50","13","28","9","35",".350","144","191","-0.78","0.16","6.70","","","","","","","","","","","","",""
