rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Justin Abdelkader","24","DET","LW","81","8","14","22","4","62","8","0","0","1","14","0","0","121","6.6","997","12:19"
"2","Luke Adam","21","BUF","LW","52","10","10","20","-6","14","10","0","0","0","7","3","0","89","11.2","645","12:24"
"3","Craig Adams","34","PIT","RW","82","5","13","18","-6","34","5","0","0","0","10","0","3","76","6.6","925","11:17"
"4","Andrew Alberts","30","VAN","D","44","2","1","3","4","40","2","0","0","2","1","0","0","19","10.5","629","14:18"
"5","Daniel Alfredsson","39","OTT","RW","75","27","32","59","16","18","17","7","3","4","24","7","1","191","14.1","1421","18:57"
"6","Akim Aliu","22","CGY","RW","2","2","1","3","3","12","2","0","0","0","1","0","0","3","66.7","22","11:02"
"7","Bryan Allen","31","CAR","D","82","1","13","14","-1","76","1","0","0","1","12","0","1","87","1.1","1571","19:10"
"8","Cody Almond","22","MIN","C","10","1","0","1","-5","15","1","0","0","0","0","0","0","7","14.3","102","10:13"
"9","Karl Alzner","23","WSH","D","82","1","16","17","12","29","1","0","0","0","15","1","0","56","1.8","1712","20:52"
"10","Joakim Andersson","22","DET","C","5","0","0","0","1","0","0","0","0","0","0","0","0","3","0.0","33","6:40"
"11","Mike Angelidis","26","TBL","C","6","1","0","1","-1","5","1","0","0","0","0","0","0","8","12.5","39","6:30"
"12","Artem Anisimov","23","NYR","C","79","16","20","36","12","34","11","4","1","1","20","0","0","132","12.1","1217","15:24"
"13","Nik Antropov","31","WPG","C","69","15","20","35","0","42","11","4","0","0","14","6","0","95","15.8","1140","16:31"
"14","Colby Armstrong","29","TOR","RW","29","1","2","3","-8","9","1","0","0","0","2","0","0","14","7.1","270","9:19"
