rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"68","Petr Mrazek","21","DET","9","6","2","4","0","13","178","165",".927","1.74","2","449","4",".667","1","","","0","0","0","0"
"69","Evgeni Nabokov","38","NYI","40","39","15","14","8","103","1085","982",".905","2.74","4","2254","16",".410","8","110","-9.51","0","1","1","4"
"70","Michal Neuvirth","25","TOT","15","13","4","8","2","41","517","476",".921","2.78","0","884","9",".692","2","92","3.55","0","1","1","0"
"71","Antti Niemi","30","SJS","64","64","39","17","7","149","1705","1556",".913","2.39","4","3740","30",".469","9","101","-2.09","0","2","2","0"
"72","Anders Nilsson","23","NYI","19","17","8","7","2","57","548","491",".896","3.11","0","1101","6",".353","4","121","-9.78","0","0","0","2"
"73","Cristopher Nilstorp","29","DAL","1","0","","","","3","17","14",".824","4.62","0","39","0","","0","","","0","0","0","0"
"74","Joni Ortio","22","CGY","9","9","4","4","0","21","193","172",".891","2.51","0","501","3",".333","1","","","0","2","2","0"
"75","Ondrej Pavelec","26","WPG","57","57","22","26","7","163","1644","1481",".901","3.01","1","3248","24",".421","12","115","-21.34","0","3","3","0"
"76","Justin Peters","27","CAR","21","20","7","9","4","51","626","575",".919","2.50","1","1225","11",".550","3","95","2.94","0","2","2","4"
"77","Kevin Poulin","23","NYI","28","26","11","16","1","89","820","731",".891","3.29","0","1625","8",".308","8","126","-18.34","0","0","0","0"
"78","Carey Price","26","MTL","59","59","34","20","5","134","1828","1694",".927","2.32","6","3464","38",".644","7","85","23.51","0","2","2","4"
"79","Jonathan Quick","28","LAK","49","49","27","17","4","100","1183","1083",".915","2.07","6","2904","26",".531","6","98","1.93","0","2","2","2"
"80","Antti Raanta","24","CHI","25","22","13","5","4","63","610","547",".897","2.71","1","1397","12",".545","6","120","-10.44","0","1","1","0"
"81","Karri Ramo","27","CGY","40","37","17","15","4","97","1091","994",".911","2.65","2","2194","19",".514","5","103","-2.99","0","1","1","10"
"82","Tuukka Rask","26","BOS","58","58","36","15","6","115","1641","1526",".930","2.04","7","3386","39",".672","8","81","26.40","0","2","2","2"
"83","James Reimer","25","TOR","36","32","12","16","1","97","1094","997",".911","3.26","1","1785","16",".500","8","103","-2.73","0","0","0","2"
"84","Pekka Rinne","31","NSH","24","24","10","10","3","63","645","582",".902","2.77","2","1367","12",".500","8","113","-7.42","0","0","0","0"
"85","Cory Schneider","27","NJD","45","43","16","15","12","88","1107","1019",".921","1.97","3","2680","25",".581","4","92","7.39","0","0","0","4"
"86","Ben Scrivens","27","TOT","40","35","16","16","4","94","1205","1111",".922","2.55","4","2210","22",".629","3","91","9.83","0","1","1","6"
"87","Kent Simpson","21","CHI","1","0","","","","2","7","5",".714","6.00","0","20","0","","0","","","0","0","0","0"
"88","Mike Smith","31","PHX","62","61","27","21","10","159","1871","1712",".915","2.64","3","3610","35",".574","5","99","2.22","1","3","4","14"
"89","Alex Stalock","26","SJS","24","18","12","5","2","39","571","532",".932","1.87","2","1252","12",".667","1","79","10.20","0","0","0","2"
"90","Niklas Svedberg","24","BOS","1","1","1","0","0","2","35","33",".943","1.97","0","61","1","1.000","0","","","0","0","0","0"
"91","Cam Talbot","26","NYR","21","19","12","6","1","33","560","527",".941","1.64","3","1211","16",".842","0","68","15.25","0","0","0","0"
"92","Tim Thomas","39","TOT","48","45","18","24","4","128","1390","1262",".908","2.88","0","2663","25",".556","7","107","-8.23","0","1","1","4"
"93","Dustin Tokarski","24","MTL","3","2","2","0","0","5","93","88",".946","1.84","1","163","2","1.000","0","","","0","0","0","0"
"94","Semyon Varlamov","25","COL","63","60","41","14","6","146","2013","1867",".927","2.41","2","3640","44",".733","4","84","27.45","0","3","3","2"
"95","Mark Visentin","21","PHX","1","1","0","1","0","3","32","29",".906","3.05","0","59","0",".000","0","","","0","0","0","0"
"96","Cam Ward","29","CAR","30","28","10","12","6","84","824","740",".898","3.06","0","1645","11",".393","6","118","-13.00","0","1","1","2"
"97","Jeff Zatkoff","26","PIT","20","18","12","6","2","51","582","531",".912","2.61","1","1171","9",".500","3","102","-0.85","0","1","1","0"
