rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Sid Abel","32","DET","C","69","23","38","61","","30","","","","","","","","","","",""
"2","Bob Armstrong","19","BOS","D","2","0","0","0","","2","","","","","","","","","","",""
"3","Pete Babando","25","CBH","LW","70","18","19","37","","36","","","","","","","","","","",""
"4","Andy Barbe","27","TOR","RW","1","0","0","0","","2","","","","","","","","","","",""
"5","Bill Barilko","23","TOR","D","58","6","6","12","","96","","","","","","","","","","",""
"6","James Bedard","23","CBH","D","17","1","1","2","","6","","","","","","","","","","",""
"7","Jean Beliveau","19","MTL","C","2","1","1","2","","0","","","","","","","","","","",""
"8","Doug Bentley","34","CBH","C","44","9","23","32","","20","","","","","","","","","","",""
"9","Max Bentley","30","TOR","C","67","21","41","62","","34","","","","","","","","","","",""
"10","Steve Black","23","TOT","LW","44","4","6","10","","24","","","","","","","","","","",""
"11","Dusty Blair","21","TOR","C","2","0","0","0","","0","","","","","","","","","","",""
"12","Gus Bodnar","27","CBH","RW","44","8","12","20","","8","","","","","","","","","","",""
"13","Hugh Bolton","21","TOR","D","13","1","3","4","","4","","","","","","","","","","",""
"14","Butch Bouchard","31","MTL","D","52","3","10","13","","80","","","","","","","","","","",""
"15","Adam Brown","30","CBH","LW","53","10","12","22","","61","","","","","","","","","","",""
"16","Fred Burchell","20","MTL","C","2","0","0","0","","0","","","","","","","","","","",""
"17","Joe Carveth","32","DET","RW","30","1","4","5","","0","","","","","","","","","","",""
"18","Hugh Coflin","22","CBH","D","31","0","3","3","","33","","","","","","","","","","",""
"19","Jim Conacher","29","CBH","C","52","10","27","37","","16","","","","","","","","","","",""
"20","Roy Conacher","34","CBH","LW","70","26","24","50","","16","","","","","","","","","","",""
"21","Bobby Copp","32","TOR","D","2","0","0","0","","2","","","","","","","","","","",""
"22","Gerry Couture","25","DET","RW","53","7","6","13","","2","","","","","","","","","","",""
"23","Dave Creighton","20","BOS","C","56","5","4","9","","4","","","","","","","","","","",""
"24","Hugh Currie","25","MTL","D","1","0","0","0","","0","","","","","","","","","","",""
"25","Floyd Curry","25","MTL","RW","69","13","14","27","","23","","","","","","","","","","",""
"26","Bob Dawes","26","MTL","D","15","0","5","5","","4","","","","","","","","","","",""
"27","Alex Delvecchio","18","DET","C","1","0","0","0","","0","","","","","","","","","","",""
"28","Lulu Denis","22","MTL","RW","1","0","0","0","","0","","","","","","","","","","",""
"29","Gerard Desaulniers","22","MTL","C","3","0","1","1","","2","","","","","","","","","","",""
"30","Al Dewsbury","24","CBH","D","67","5","14","19","","79","","","","","","","","","","",""
"31","Ernie Dickens","29","CBH","D","70","2","8","10","","20","","","","","","","","","","",""
"32","Woody Dumart","34","BOS","LW","70","20","21","41","","7","","","","","","","","","","",""
"33","Norm Dussault","25","MTL","C","64","4","20","24","","15","","","","","","","","","","",""
"34","Frank Eddolls","29","NYR","D","68","3","8","11","","24","","","","","","","","","","",""
"35","Pat Egan","32","NYR","D","70","5","10","15","","70","","","","","","","","","","",""
"36","Jack Evans","22","NYR","D","49","1","0","1","","95","","","","","","","","","","",""
"37","Bill Ezinicki","26","BOS","RW","53","16","19","35","","119","","","","","","","","","","",""
"38","Gordie Fashoway","24","CBH","LW","13","3","2","5","","14","","","","","","","","","","",""
"39","Lorne Ferguson","20","BOS","LW","70","16","17","33","","31","","","","","","","","","","",""
"40","Guyle Fielder","20","CBH","C","3","0","0","0","","0","","","","","","","","","","",""
"41","Dunc Fisher","23","TOT","RW","65","9","20","29","","20","","","","","","","","","","",""
