date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1936-11-05","New York Americans","NYA","1","Chicago Black Hawks","CBH","1",
"1936-11-05","Detroit Red Wings","DET","3","Toronto Maple Leafs","TOR","1",
"1936-11-07","Boston Bruins","BOS","0","Montreal Canadiens","MTL","2",
"1936-11-07","New York Americans","NYA","3","Toronto Maple Leafs","TOR","2",
"1936-11-08","New York Rangers","NYR","2","Detroit Red Wings","DET","5",
"1936-11-10","New York Rangers","NYR","4","Montreal Maroons","MTM","1",
"1936-11-12","Montreal Maroons","MTM","1","Montreal Canadiens","MTL","2",
"1936-11-12","Chicago Black Hawks","CBH","0","New York Americans","NYA","0",
"1936-11-14","Detroit Red Wings","DET","2","Montreal Maroons","MTM","2",
"1936-11-14","Chicago Black Hawks","CBH","2","Toronto Maple Leafs","TOR","6",
"1936-11-15","Montreal Canadiens","MTL","1","Boston Bruins","BOS","2",
"1936-11-15","Toronto Maple Leafs","TOR","1","Chicago Black Hawks","CBH","1",
"1936-11-15","Montreal Maroons","MTM","2","Detroit Red Wings","DET","2",
"1936-11-15","New York Americans","NYA","2","New York Rangers","NYR","1",
"1936-11-17","New York Rangers","NYR","6","Boston Bruins","BOS","1",
"1936-11-17","Montreal Canadiens","MTL","2","New York Americans","NYA","5",
"1936-11-19","Montreal Maroons","MTM","4","Chicago Black Hawks","CBH","0",
"1936-11-19","New York Americans","NYA","2","Montreal Canadiens","MTL","3",
"1936-11-19","Detroit Red Wings","DET","0","New York Rangers","NYR","1",
"1936-11-21","New York Rangers","NYR","1","Montreal Canadiens","MTL","3",
"1936-11-21","Boston Bruins","BOS","4","Toronto Maple Leafs","TOR","3",
"1936-11-22","Boston Bruins","BOS","2","Chicago Black Hawks","CBH","1",
"1936-11-22","Toronto Maple Leafs","TOR","2","Detroit Red Wings","DET","4",
"1936-11-22","Montreal Maroons","MTM","2","New York Americans","NYA","3",
"1936-11-24","Chicago Black Hawks","CBH","1","Boston Bruins","BOS","1",
"1936-11-24","Montreal Canadiens","MTL","2","Montreal Maroons","MTM","2",
"1936-11-24","Toronto Maple Leafs","TOR","1","New York Rangers","NYR","5",
"1936-11-26","Montreal Maroons","MTM","2","Boston Bruins","BOS","3",
"1936-11-26","Chicago Black Hawks","CBH","2","Detroit Red Wings","DET","0",
"1936-11-26","Toronto Maple Leafs","TOR","4","Montreal Canadiens","MTL","2",
"1936-11-26","New York Rangers","NYR","3","New York Americans","NYA","1",
