rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Bill Beveridge","27","MTM","21","","12","6","3","47","","","","2.19","1","1290","","","","","","0","0","0","0"
"2","Turk Broda","22","TOR","45","","22","19","4","106","","","","2.30","3","2770","","","","","","0","0","0","0"
"3","Lorne Chabot","36","NYA","6","","2","3","1","25","","","","4.05","1","370","","","","","","0","0","0","0"
"4","Alec Connell","34","MTM","27","","10","11","6","63","","","","2.21","2","1710","","","","","","0","0","0","0"
"5","Tom Cook","29","CBH","1","","0","0","0","0","","","","0.00","0","2","","","","","","0","2","2","0"
"6","Wilf Cude","26","MTL","44","","22","17","5","99","","","","2.18","5","2730","","","","","","0","0","0","0"
"7","George Hainsworth","41","TOT","7","","2","3","2","21","","","","2.74","0","460","","","","","","0","0","0","0"
"8","Mike Karakas","25","CBH","48","","14","27","7","131","","","","2.64","5","2976","","","","","","0","0","0","2"
"9","Dave Kerr","27","NYR","48","","19","20","9","106","","","","2.11","4","3020","","","","","","0","0","0","0"
"10","Alfie Moore","31","NYA","18","","7","11","0","64","","","","3.46","1","1110","","","","","","0","0","0","0"
"11","Normie Smith","28","DET","48","","25","14","9","102","","","","2.05","6","2980","","","","","","0","0","0","0"
"12","Tiny Thompson","33","BOS","48","","23","18","7","110","","","","2.22","6","2970","","","","","","0","0","0","0"
"13","Alex Wood","26","NYA","1","","0","1","0","3","","","","2.57","0","70","","","","","","0","0","0","0"
"14","Roy Worters","36","NYA","23","","6","14","3","69","","","","2.90","2","1430","","","","","","0","0","0","0"
