rank,teamName,teamAbrv,gamesPlayed,wins,losses,ties,points,pointsPercentage,goalsFor,goalsAgainst,simpleRatingSystem,strengthOfSchedule,totalGoalsPerGame,powerPlayGoals,powerPlayChances,powerPlayPercentage,powerPlayGoalsAgainst,powerPlayChancesAgainst,penaltyKillingPercentage,shortHandedGoals,shortHandedGoalsAgainst,shots,shootingPercentage,shotsAgainst,savePercentage,pdo
"1","Detroit Red Wings","DET","48","25","14","9","59",".615","128","102","0.48","-0.07","4.79","","","","","","","","","","","","",""
"2","Montreal Canadiens","MTL","48","24","18","6","54",".563","115","111","0.06","-0.02","4.71","","","","","","","","","","","","",""
"3","Montreal Maroons","MTM","48","22","17","9","53",".552","126","110","0.27","-0.06","4.92","","","","","","","","","","","","",""
"4","Boston Bruins","BOS","48","23","18","7","53",".552","120","110","0.19","-0.02","4.79","","","","","","","","","","","","",""
"5","Toronto Maple Leafs","TOR","48","22","21","5","49",".510","119","115","0.06","-0.02","4.88","","","","","","","","","","","","",""
"6","New York Rangers","NYR","48","19","20","9","47",".490","117","106","0.21","-0.02","4.65","","","","","","","","","","","","",""
"7","Chicago Black Hawks","CBH","48","14","27","7","35",".365","99","131","-0.56","0.11","4.79","","","","","","","","","","","","",""
"8","New York Americans","NYA","48","15","29","4","34",".354","122","161","-0.71","0.10","5.90","","","","","","","","","","","","",""
