rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Tom Anderson","26","NYA","LW/D","45","10","15","25","","24","","","","","","","","","","",""
"2","Syl Apps","22","TOR","C","48","16","29","45","","10","","","","","","","","","","",""
"3","Oscar Asmundson","28","NYA","C","1","0","0","0","","0","","","","","","","","","","",""
"4","Larry Aurie","31","DET","RW","45","23","20","43","","20","","","","","","","","","","",""
"5","Marty Barry","31","DET","C","47","17","27","44","","6","","","","","","","","","","",""
"6","Bobby Bauer","21","BOS","RW","1","1","0","1","","0","","","","","","","","","","",""
"7","Red Beattie","29","BOS","C/LW","48","8","7","15","","10","","","","","","","","","","",""
"8","Frank Beisler","23","NYA","D","1","0","0","0","","0","","","","","","","","","","",""
"9","Andy Blair","28","CBH","C","44","0","3","3","","33","","","","","","","","","","",""
"10","Toe Blake","24","MTL","LW","43","10","12","22","","12","","","","","","","","","","",""
"11","Russ Blinco","28","MTM","C","48","6","12","18","","2","","","","","","","","","","",""
"12","Buzz Boll","25","TOR","LW","25","6","3","9","","12","","","","","","","","","","",""
"13","Frank Boucher","35","NYR","C","44","7","13","20","","5","","","","","","","","","","",""
"14","Ralph Bowman","25","DET","D","37","0","1","1","","24","","","","","","","","","","",""
"15","Milt Brink","26","CBH","F","5","0","0","0","","0","","","","","","","","","","",""
"16","George Brown","24","MTL","C/LW","27","4","6","10","","10","","","","","","","","","","",""
"17","Mud Bruneteau","22","DET","RW","42","9","7","16","","18","","","","","","","","","","",""
"18","Glenn Brydson","26","CBH","RW","34","7","7","14","","20","","","","","","","","","","",""
"19","Marty Burke","32","CBH","D","41","1","3","4","","28","","","","","","","","","","",""
"20","Walt Buswell","29","MTL","D","44","0","4","4","","30","","","","","","","","","","",""
"21","Herb Cain","24","MTM","LW","42","13","17","30","","18","","","","","","","","","","",""
"22","Lorne Carr","26","NYA","RW","48","18","16","34","","22","","","","","","","","","","",""
"23","Gerry Carson","31","MTM","D","42","1","3","4","","28","","","","","","","","","","",""
"24","Art Chapman","30","NYA","C","43","8","23","31","","36","","","","","","","","","","",""
"25","King Clancy","33","TOR","D","6","1","0","1","","4","","","","","","","","","","",""
"26","Dit Clapper","29","BOS","RW/D","48","17","8","25","","25","","","","","","","","","","",""
"27","Mac Colville","21","NYR","RW","46","7","12","19","","10","","","","","","","","","","",""
"28","Neil Colville","22","NYR","C/D","45","10","18","28","","33","","","","","","","","","","",""
"29","Charlie Conacher","27","TOR","RW","15","3","5","8","","13","","","","","","","","","","",""
"30","Lionel Conacher","35","MTM","D","47","6","19","25","","64","","","","","","","","","","",""
"31","Bill Cook","40","NYR","RW","21","1","4","5","","6","","","","","","","","","","",""
"32","Bun Cook","33","BOS","LW","40","4","5","9","","8","","","","","","","","","","",""
"33","Joe Cooper","22","NYR","D","48","0","3","3","","42","","","","","","","","","","",""
"34","Baldy Cotton","34","NYA","LW","29","2","0","2","","23","","","","","","","","","","",""
"35","Art Coulter","27","NYR","D","47","1","5","6","","27","","","","","","","","","","",""
"36","Bill Cowley","24","BOS","C","46","13","22","35","","4","","","","","","","","","","",""
"37","Les Cunningham","23","NYA","C","23","1","8","9","","19","","","","","","","","","","",""
"38","Bob Davidson","24","TOR","LW","46","8","7","15","","43","","","","","","","","","","",""
"39","Hap Day","35","TOR","LW/D","48","3","4","7","","20","","","","","","","","","","",""
"40","Don Deacon","23","DET","C","4","0","0","0","","2","","","","","","","","","","",""
"41","Joffre Desilets","21","MTL","RW","48","7","12","19","","17","","","","","","","","","","",""
"42","Cecil Dillon","28","NYR","RW","48","20","11","31","","13","","","","","","","","","","",""
"43","John Doran","25","NYA","D","21","0","1","1","","10","","","","","","","","","","",""
"44","Gordie Drillon","23","TOR","RW","41","16","17","33","","2","","","","","","","","","","",""
"45","Polly Drouin","21","MTL","LW","4","0","0","0","","0","","","","","","","","","","",""
"46","Lorne Duguid","26","BOS","LW","1","1","0","1","","2","","","","","","","","","","",""
"47","Woody Dumart","20","BOS","LW","17","4","4","8","","2","","","","","","","","","","",""
"48","Hap Emms","32","NYA","LW/D","46","4","8","12","","48","","","","","","","","","","",""
"49","Stewart Evans","28","MTM","D","47","6","7","13","","54","","","","","","","","","","",""
"50","Wilf Field","21","NYA","D","2","0","0","0","","0","","","","","","","","","","",""
"51","Frank Finnigan","33","TOR","RW","48","2","7","9","","4","","","","","","","","","","",""
"52","Jimmy Fowler","21","TOR","D","48","7","11","18","","22","","","","","","","","","","",""
"53","Johnny Gagnon","31","MTL","RW","48","20","16","36","","38","","","","","","","","","","",""
"54","John Gallagher","28","TOT","D","20","1","0","1","","12","","","","","","","","","","",""
"55","Ray Getliffe","22","BOS","LW/C","48","16","15","31","","28","","","","","","","","","","",""
"56","Leroy Goldsworthy","30","BOS","RW","47","8","6","14","","8","","","","","","","","","","",""
"57","Ebbie Goodfellow","29","DET","C/D","48","9","16","25","","43","","","","","","","","","","",""
"58","Johnny Gottselig","31","CBH","LW","47","9","21","30","","10","","","","","","","","","","",""
"59","Red Goupille","21","MTL","D","4","0","0","0","","0","","","","","","","","","","",""
"60","Bob Gracie","26","MTM","C/LW","47","11","25","36","","18","","","","","","","","","","",""
"61","Ted Graham","31","TOT","D","32","2","1","3","","30","","","","","","","","","","",""
"62","Reg Hamilton","22","TOR","D","39","3","7","10","","32","","","","","","","","","","",""
"63","Paul Haynes","26","MTL","C","47","8","18","26","","24","","","","","","","","","","",""
"64","Ott Heller","26","NYR","D","48","5","12","17","","42","","","","","","","","","","",""
"65","Tony Hemmerling","22","NYA","LW","19","3","3","6","","4","","","","","","","","","","",""
"66","Bryan Hextall","23","NYR","RW","3","0","1","1","","0","","","","","","","","","","",""
"67","Flash Hollett","24","BOS","D","48","3","7","10","","22","","","","","","","","","","",""
"68","Red Horner","27","TOR","D","48","3","9","12","","124","","","","","","","","","","",""
"69","Jack Howard","25","TOR","D","2","0","0","0","","0","","","","","","","","","","",""
"70","Syd Howe","25","DET","LW/C","45","17","10","27","","10","","","","","","","","","","",""
"71","Art Jackson","21","TOR","C","14","2","0","2","","2","","","","","","","","","","",""
"72","Busher Jackson","26","TOR","LW","46","21","19","40","","12","","","","","","","","","","",""
"73","Harold Jackson","18","CBH","D","38","1","3","4","","6","","","","","","","","","","",""
"74","Lloyd Jackson","25","NYA","LW/C","14","1","1","2","","0","","","","","","","","","","",""
"75","James Jarvis","29","TOR","LW","24","1","0","1","","0","","","","","","","","","","",""
"76","Roger Jenkins","25","TOT","RW/D","37","1","4","5","","14","","","","","","","","","","",""
"77","Joe Jerwa","30","TOT","D","46","9","13","22","","57","","","","","","","","","","",""
"78","Ching Johnson","38","NYR","D","35","0","0","0","","2","","","","","","","","","","",""
"79","Aurele Joliat","35","MTL","LW","47","17","15","32","","30","","","","","","","","","","",""
"80","Walter Kalbfleisch","25","TOT","D","7","0","0","0","","4","","","","","","","","","","",""
"81","Max Kaminsky","23","MTM","C","6","0","0","0","","0","","","","","","","","","","",""
"82","Butch Keeling","31","NYR","C/LW","48","22","4","26","","18","","","","","","","","","","",""
"83","Pep Kelly","23","TOT","RW","45","15","4","19","","8","","","","","","","","","","",""
"84","Pete Kelly","23","DET","RW","47","5","4","9","","12","","","","","","","","","","",""
"85","Bill Kendall","26","TOT","RW","32","5","4","9","","10","","","","","","","","","","",""
"86","Hec Kilrea","29","DET","LW","48","6","9","15","","20","","","","","","","","","","",""
"87","Wally Kilrea","27","DET","C","47","8","13","21","","6","","","","","","","","","","",""
"88","Lloyd Klein","27","NYA","RW","14","2","1","3","","2","","","","","","","","","","",""
"89","Ike Klingbeil","28","CBH","F","5","1","2","3","","2","","","","","","","","","","",""
"90","Joe Krol","21","NYR","LW","1","0","0","0","","0","","","","","","","","","","",""
"91","Joe Lamb","30","NYA","C/RW","48","3","9","12","","53","","","","","","","","","","",""
"92","Benjamin LaPrairie","25","CBH","D","7","0","0","0","","0","","","","","","","","","","",""
"93","Wildor Larochelle","30","CBH","RW","43","9","10","19","","6","","","","","","","","","","",""
"94","Pit Lepine","35","MTL","C","34","7","8","15","","15","","","","","","","","","","",""
"95","Pete Leswick","20","NYA","C/RW","1","1","0","1","","0","","","","","","","","","","",""
"96","Alex Levinsky","26","CBH","D","48","0","8","8","","32","","","","","","","","","","",""
"97","Herbie Lewis","30","DET","LW","45","14","18","32","","14","","","","","","","","","","",""
"98","Rod Lorrain","22","MTL","RW","47","3","6","9","","8","","","","","","","","","","",""
"99","Bill MacKenzie","25","TOT","D","49","4","4","8","","28","","","","","","","","","","",""
"100","Howie Mackie","23","DET","D","13","1","0","1","","4","","","","","","","","","","",""
"101","Georges Mantha","28","MTL","LW","47","13","14","27","","17","","","","","","","","","","",""
"102","Sylvio Mantha","34","BOS","D","4","0","0","0","","2","","","","","","","","","","",""
"103","Mush March","28","CBH","RW","37","11","6","17","","31","","","","","","","","","","",""
"104","Gus Marker","29","MTM","RW","47","10","12","22","","22","","","","","","","","","","",""
"105","Bucko McDonald","22","DET","D","47","3","5","8","","20","","","","","","","","","","",""
"106","Jack McGill","26","MTL","C","44","5","2","7","","9","","","","","","","","","","",""
"107","Sammy McManus","25","BOS","LW","1","0","0","0","","0","","","","","","","","","","",""
"108","Nick Metz","22","TOR","LW/C","48","9","11","20","","19","","","","","","","","","","",""
"109","Bill Miller","28","MTL","C","48","3","1","4","","12","","","","","","","","","","",""
"110","Armand Mondou","31","MTL","LW/C","7","1","1","2","","0","","","","","","","","","","",""
"111","Howie Morenz","34","MTL","C","30","4","16","20","","12","","","","","","","","","","",""
"112","Murray Murdoch","32","NYR","C/LW","48","0","14","14","","16","","","","","","","","","","",""
"113","Allan Murray","28","NYA","D","40","0","2","2","","22","","","","","","","","","","",""
"114","Baldy Northcott","28","MTM","LW","46","15","14","29","","18","","","","","","","","","","",""
"115","Jim O'Neil","23","BOS","RW/C","21","0","2","2","","6","","","","","","","","","","",""
"116","Harry Oliver","38","NYA","RW","20","2","1","3","","2","","","","","","","","","","",""
