rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Dave Amadio","29","LAK","D","65","1","5","6","-21","60","0","1","0","1","5","0","0","72","1.4","",""
"2","Ron Anderson","23","TOT","RW","63","3","5","8","-12","34","3","0","0","0","4","1","0","72","4.2","",""
"3","Paul Andrea","27","PIT","RW","25","7","6","13","-10","2","2","5","0","1","2","4","0","45","15.6","",""
"4","Lou Angotti","31","PIT","C","71","17","20","37","-21","36","14","3","0","2","15","5","0","123","13.8","",""
"5","Al Arbour","36","STL","D","67","1","6","7","20","50","1","0","0","1","5","1","0","25","4.0","",""
"6","John Arbour","23","PIT","D","17","0","2","2","-14","35","0","0","0","0","1","1","0","19","0.0","",""
"7","George Armstrong","38","TOR","RW","53","11","16","27","-9","10","9","1","1","1","12","4","0","103","10.7","",""
"8","Steve Atkinson","20","BOS","RW","1","0","0","0","-1","0","0","0","0","0","0","0","0","0","","",""
"9","Don Awrey","25","BOS","D","73","0","13","13","25","149","0","0","0","0","11","1","1","72","0.0","",""
"10","Ralph Backstrom","31","MTL","C","72","13","28","41","20","16","11","2","0","3","27","1","0","180","7.2","",""
"11","Garnet Bailey","20","BOS","LW","8","3","3","6","5","10","3","0","0","0","3","0","0","13","23.1","",""
"12","Dave Balon","30","NYR","LW","75","10","21","31","5","57","7","1","2","3","18","3","0","134","7.5","",""
"13","Doug Barrie","22","PIT","D","8","1","1","2","-2","8","1","0","0","0","1","0","0","10","10.0","",""
"14","Bob Baun","32","DET","D","76","4","16","20","24","121","4","0","0","0","14","2","0","117","3.4","",""
"15","Jean Beliveau","37","MTL","C","69","33","49","82","15","55","26","7","0","5","36","13","0","235","14.0","",""
"16","Red Berenson","29","STL","C","76","35","47","82","26","43","27","7","1","6","35","12","0","288","12.2","",""
"17","Gary Bergman","30","DET","D","76","7","30","37","45","80","5","2","0","2","25","5","0","191","3.7","",""
"18","Serge Bernier","21","PHI","C","1","0","0","0","0","2","0","0","0","0","0","0","0","3","0.0","",""
