rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Keith Acton","29","TOT","C","72","11","17","28","-19","95","9","1","1","1","17","0","0","75","14.7","",""
"2","Greg Adams","24","VAN","C","80","36","40","76","-24","30","24","12","0","3","24","16","0","227","15.9","",""
"3","Greg Adams","27","WSH","LW","78","15","12","27","-3","153","12","3","0","0","8","4","0","109","13.8","",""
"4","Jim Agnew","21","VAN","D","10","0","1","1","1","16","0","0","0","0","1","0","0","4","0.0","",""
"5","Brad Aitken","20","PIT","LW","5","1","1","2","1","0","1","0","0","0","1","0","0","4","25.0","",""
"6","Tommy Albelin","23","QUE","D","60","3","23","26","-7","47","3","0","0","0","10","13","0","98","3.1","",""
"7","Mike Allison","26","TOT","C/LW","52","16","15","31","3","67","10","5","1","2","10","5","0","61","26.2","",""
"8","Glenn Anderson","27","EDM","LW","80","38","50","88","5","58","21","16","1","3","35","15","0","255","14.9","",""
"9","John Anderson","30","HAR","LW","63","17","32","49","-5","20","8","9","0","3","15","17","0","149","11.4","",""
"10","Perry Anderson","26","NJD","LW","60","4","6","10","-8","222","3","1","0","0","6","0","0","40","10.0","",""
"11","Shawn Anderson","19","BUF","D","23","1","2","3","-3","17","0","1","0","0","1","1","0","29","3.4","",""
"12","Mikael Andersson","21","BUF","LW","37","3","20","23","7","10","2","0","1","1","17","1","2","34","8.8","",""
"13","Dave Andreychuk","24","BUF","LW","80","30","48","78","1","112","15","15","0","5","34","14","0","253","11.9","",""
"14","Dave Archibald","18","MNS","C","78","13","20","33","-17","26","10","3","0","2","14","6","0","96","13.5","",""
"15","Scott Arniel","25","BUF","LW","73","17","23","40","8","61","14","0","3","2","21","1","1","111","15.3","",""
"16","Brent Ashton","27","DET","LW","73","26","27","53","10","50","17","7","2","3","18","7","2","161","16.1","",""
"17","Warren Babe","19","MNS","LW","6","0","1","1","-1","4","0","0","0","0","1","0","0","2","0.0","",""
"18","Dave Babych","26","HAR","D","71","14","36","50","-25","54","4","10","0","2","8","27","1","233","6.0","",""
"19","Joel Baillargeon","23","WIN","LW","4","0","1","1","0","12","0","0","0","0","1","0","0","3","0.0","",""
"20","Peter Bakovic","23","VAN","RW","10","2","0","2","-1","48","2","0","0","0","0","0","0","7","28.6","",""
