date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1937-11-04","New York Americans","NYA","3","Chicago Black Hawks","CBH","0",
"1937-11-04","Detroit Red Wings","DET","2","Toronto Maple Leafs","TOR","2",
"1937-11-06","Boston Bruins","BOS","4","Montreal Maroons","MTM","2",
"1937-11-06","New York Americans","NYA","3","Toronto Maple Leafs","TOR","6",
"1937-11-07","New York Rangers","NYR","3","Detroit Red Wings","DET","0",
"1937-11-09","Chicago Black Hawks","CBH","2","Montreal Canadiens","MTL","2",
"1937-11-11","Montreal Canadiens","MTL","0","Montreal Maroons","MTM","3",
"1937-11-11","Chicago Black Hawks","CBH","3","New York Rangers","NYR","1",
"1937-11-13","Detroit Red Wings","DET","2","Montreal Canadiens","MTL","5",
"1937-11-13","Chicago Black Hawks","CBH","3","Toronto Maple Leafs","TOR","7",
"1937-11-14","New York Rangers","NYR","2","Boston Bruins","BOS","3",
"1937-11-14","Toronto Maple Leafs","TOR","3","Chicago Black Hawks","CBH","3",
"1937-11-14","Montreal Canadiens","MTL","1","Detroit Red Wings","DET","2",
"1937-11-14","Montreal Maroons","MTM","0","New York Americans","NYA","2",
"1937-11-16","Montreal Maroons","MTM","0","Boston Bruins","BOS","1",
"1937-11-16","New York Americans","NYA","0","New York Rangers","NYR","1",
"1937-11-18","Detroit Red Wings","DET","1","Chicago Black Hawks","CBH","3",
"1937-11-18","Toronto Maple Leafs","TOR","6","Montreal Canadiens","MTL","6",
"1937-11-18","Boston Bruins","BOS","2","New York Americans","NYA","1",
"1937-11-20","New York Rangers","NYR","3","Montreal Maroons","MTM","0",
"1937-11-20","Boston Bruins","BOS","3","Toronto Maple Leafs","TOR","2",
"1937-11-21","Boston Bruins","BOS","2","Chicago Black Hawks","CBH","1",
"1937-11-21","Toronto Maple Leafs","TOR","5","Detroit Red Wings","DET","0",
"1937-11-21","Montreal Maroons","MTM","3","New York Rangers","NYR","3",
"1937-11-23","Montreal Canadiens","MTL","1","Boston Bruins","BOS","1",
"1937-11-23","Toronto Maple Leafs","TOR","1","Montreal Maroons","MTM","2",
"1937-11-23","Detroit Red Wings","DET","1","New York Americans","NYA","3",
"1937-11-25","Chicago Black Hawks","CBH","1","Detroit Red Wings","DET","4",
"1937-11-25","Toronto Maple Leafs","TOR","3","New York Rangers","NYR","1",
"1937-11-27","New York Rangers","NYR","1","Montreal Canadiens","MTL","2",
"1937-11-27","Chicago Black Hawks","CBH","0","New York Americans","NYA","4",
"1937-11-27","Montreal Maroons","MTM","0","Toronto Maple Leafs","TOR","4",
"1937-11-28","New York Americans","NYA","3","Boston Bruins","BOS","3",
"1937-11-28","Montreal Maroons","MTM","3","Detroit Red Wings","DET","1",
"1937-11-30","Chicago Black Hawks","CBH","0","Montreal Maroons","MTM","1",
"1937-12-02","New York Rangers","NYR","1","Chicago Black Hawks","CBH","2",
"1937-12-02","Boston Bruins","BOS","0","Montreal Canadiens","MTL","2",
"1937-12-04","New York Americans","NYA","3","Montreal Maroons","MTM","1",
"1937-12-04","Montreal Canadiens","MTL","3","Toronto Maple Leafs","TOR","3",
"1937-12-05","Montreal Canadiens","MTL","3","Chicago Black Hawks","CBH","2",
"1937-12-05","New York Americans","NYA","2","Detroit Red Wings","DET","1",
"1937-12-05","Boston Bruins","BOS","0","New York Rangers","NYR","4",
"1937-12-07","Detroit Red Wings","DET","3","Boston Bruins","BOS","2",
"1937-12-07","Montreal Maroons","MTM","1","Montreal Canadiens","MTL","5",
"1937-12-09","Detroit Red Wings","DET","2","Montreal Maroons","MTM","5",
"1937-12-11","New York Americans","NYA","3","Montreal Canadiens","MTL","4",
"1937-12-11","New York Rangers","NYR","6","Toronto Maple Leafs","TOR","3",
"1937-12-12","Montreal Maroons","MTM","2","Chicago Black Hawks","CBH","3",
"1937-12-12","New York Rangers","NYR","5","Detroit Red Wings","DET","2",
"1937-12-12","Montreal Canadiens","MTL","4","New York Americans","NYA","4",
"1937-12-14","Toronto Maple Leafs","TOR","1","Boston Bruins","BOS","3",
"1937-12-14","Montreal Canadiens","MTL","2","Montreal Maroons","MTM","3",
"1937-12-14","Detroit Red Wings","DET","1","New York Rangers","NYR","3",
"1937-12-16","Detroit Red Wings","DET","1","Chicago Black Hawks","CBH","3",
"1937-12-16","Toronto Maple Leafs","TOR","4","Montreal Canadiens","MTL","2",
"1937-12-16","New York Rangers","NYR","2","New York Americans","NYA","0",
"1937-12-18","Boston Bruins","BOS","3","Montreal Maroons","MTM","1",
"1937-12-18","New York Americans","NYA","2","Toronto Maple Leafs","TOR","3",
"1937-12-19","New York Americans","NYA","1","Chicago Black Hawks","CBH","0",
"1937-12-19","Boston Bruins","BOS","4","Detroit Red Wings","DET","2",
"1937-12-19","Montreal Canadiens","MTL","2","New York Rangers","NYR","2",
"1937-12-21","Chicago Black Hawks","CBH","1","Boston Bruins","BOS","2",
"1937-12-23","New York Rangers","NYR","4","Montreal Maroons","MTM","0",
"1937-12-25","Montreal Maroons","MTM","0","Montreal Canadiens","MTL","2",
"1937-12-25","Boston Bruins","BOS","1","New York Americans","NYA","0",
"1937-12-25","Detroit Red Wings","DET","1","Toronto Maple Leafs","TOR","1",
"1937-12-26","New York Americans","NYA","3","Boston Bruins","BOS","1",
"1937-12-26","Toronto Maple Leafs","TOR","3","Detroit Red Wings","DET","1",
"1937-12-26","Chicago Black Hawks","CBH","3","New York Rangers","NYR","1",
"1937-12-28","New York Rangers","NYR","2","Boston Bruins","BOS","3",
"1937-12-28","Toronto Maple Leafs","TOR","3","New York Americans","NYA","0",
"1937-12-30","Chicago Black Hawks","CBH","2","Detroit Red Wings","DET","2",
"1937-12-31","Boston Bruins","BOS","3","New York Rangers","NYR","5",
"1938-01-01","New York Americans","NYA","3","Montreal Maroons","MTM","1",
"1938-01-01","Montreal Canadiens","MTL","4","Toronto Maple Leafs","TOR","6",
"1938-01-02","Montreal Canadiens","MTL","4","Chicago Black Hawks","CBH","2",
"1938-01-02","Boston Bruins","BOS","4","Detroit Red Wings","DET","1",
"1938-01-02","Montreal Maroons","MTM","1","New York Americans","NYA","2",
"1938-01-04","Toronto Maple Leafs","TOR","3","Boston Bruins","BOS","6",
"1938-01-04","Detroit Red Wings","DET","3","Montreal Canadiens","MTL","0",
"1938-01-04","New York Americans","NYA","5","New York Rangers","NYR","5",
"1938-01-06","New York Rangers","NYR","4","Chicago Black Hawks","CBH","1",
"1938-01-06","Toronto Maple Leafs","TOR","3","Montreal Maroons","MTM","6",
"1938-01-06","Detroit Red Wings","DET","1","New York Americans","NYA","1",
"1938-01-08","Boston Bruins","BOS","2","Montreal Canadiens","MTL","6",
"1938-01-08","New York Rangers","NYR","2","Toronto Maple Leafs","TOR","3",
"1938-01-09","Montreal Maroons","MTM","0","Chicago Black Hawks","CBH","1",
"1938-01-09","Detroit Red Wings","DET","1","New York Rangers","NYR","4",
"1938-01-11","Detroit Red Wings","DET","2","Boston Bruins","BOS","6",
"1938-01-11","Montreal Canadiens","MTL","7","Montreal Maroons","MTM","11",
"1938-01-11","Chicago Black Hawks","CBH","1","New York Americans","NYA","1",
"1938-01-13","Chicago Black Hawks","CBH","2","Montreal Canadiens","MTL","2",
"1938-01-13","Detroit Red Wings","DET","3","New York Rangers","NYR","3",
"1938-01-13","Montreal Maroons","MTM","2","Toronto Maple Leafs","TOR","3",
"1938-01-15","Detroit Red Wings","DET","2","Montreal Maroons","MTM","2",
"1938-01-15","Chicago Black Hawks","CBH","4","Toronto Maple Leafs","TOR","4",
"1938-01-16","Montreal Canadiens","MTL","0","Boston Bruins","BOS","1",
"1938-01-16","Toronto Maple Leafs","TOR","7","Chicago Black Hawks","CBH","2",
"1938-01-16","Montreal Maroons","MTM","1","Detroit Red Wings","DET","1",
"1938-01-16","New York Rangers","NYR","4","New York Americans","NYA","0",
"1938-01-18","Chicago Black Hawks","CBH","1","Boston Bruins","BOS","5",
"1938-01-18","Montreal Canadiens","MTL","1","New York Rangers","NYR","3",
"1938-01-20","Chicago Black Hawks","CBH","2","Detroit Red Wings","DET","4",
"1938-01-20","Montreal Maroons","MTM","4","Montreal Canadiens","MTL","2",
"1938-01-20","Toronto Maple Leafs","TOR","1","New York Americans","NYA","1",
"1938-01-22","New York Americans","NYA","0","Montreal Canadiens","MTL","4",
"1938-01-22","Boston Bruins","BOS","9","Toronto Maple Leafs","TOR","1",
"1938-01-23","Boston Bruins","BOS","2","Chicago Black Hawks","CBH","3",
"1938-01-23","New York Americans","NYA","2","Detroit Red Wings","DET","3",
"1938-01-23","Montreal Maroons","MTM","2","New York Rangers","NYR","8",
"1938-01-25","New York Rangers","NYR","3","Boston Bruins","BOS","2",
"1938-01-27","Detroit Red Wings","DET","3","Chicago Black Hawks","CBH","4",
"1938-01-27","New York Rangers","NYR","2","Montreal Canadiens","MTL","4",
"1938-01-29","Boston Bruins","BOS","2","Montreal Maroons","MTM","2",
"1938-01-29","Detroit Red Wings","DET","1","Toronto Maple Leafs","TOR","4",
"1938-01-30","New York Rangers","NYR","2","Chicago Black Hawks","CBH","2",
"1938-01-30","Boston Bruins","BOS","2","Detroit Red Wings","DET","2",
"1938-01-30","Montreal Canadiens","MTL","4","New York Americans","NYA","2",
"1938-02-01","Detroit Red Wings","DET","0","Boston Bruins","BOS","2",
"1938-02-01","Toronto Maple Leafs","TOR","1","Montreal Canadiens","MTL","6",
"1938-02-01","Chicago Black Hawks","CBH","1","New York Rangers","NYR","6",
"1938-02-03","Chicago Black Hawks","CBH","2","Montreal Maroons","MTM","4",
"1938-02-03","Detroit Red Wings","DET","6","New York Americans","NYA","1",
"1938-02-03","Montreal Canadiens","MTL","0","Toronto Maple Leafs","TOR","3",
"1938-02-05","New York Americans","NYA","3","Montreal Canadiens","MTL","3",
"1938-02-05","Boston Bruins","BOS","1","Toronto Maple Leafs","TOR","3",
"1938-02-06","Boston Bruins","BOS","7","Chicago Black Hawks","CBH","2",
"1938-02-06","Montreal Canadiens","MTL","0","Detroit Red Wings","DET","8",
"1938-02-06","Toronto Maple Leafs","TOR","1","New York Rangers","NYR","2",
"1938-02-08","Chicago Black Hawks","CBH","1","Boston Bruins","BOS","3",
"1938-02-08","Montreal Maroons","MTM","1","New York Americans","NYA","3",
"1938-02-10","New York Rangers","NYR","4","Detroit Red Wings","DET","0",
"1938-02-10","Chicago Black Hawks","CBH","1","Montreal Canadiens","MTL","2",
"1938-02-10","Montreal Maroons","MTM","0","Toronto Maple Leafs","TOR","3",
"1938-02-12","New York Rangers","NYR","5","Montreal Maroons","MTM","3",
"1938-02-12","Chicago Black Hawks","CBH","2","Toronto Maple Leafs","TOR","1",
"1938-02-13","Montreal Canadiens","MTL","0","Boston Bruins","BOS","1",
"1938-02-13","Toronto Maple Leafs","TOR","1","Chicago Black Hawks","CBH","1",
"1938-02-13","New York Americans","NYA","2","Detroit Red Wings","DET","2",
"1938-02-13","Montreal Maroons","MTM","1","New York Rangers","NYR","4",
"1938-02-15","Montreal Maroons","MTM","2","Boston Bruins","BOS","5",
"1938-02-15","Montreal Canadiens","MTL","0","New York Americans","NYA","4",
"1938-02-17","New York Americans","NYA","3","Chicago Black Hawks","CBH","3",
"1938-02-17","Toronto Maple Leafs","TOR","2","Montreal Maroons","MTM","1",
"1938-02-17","Boston Bruins","BOS","3","New York Rangers","NYR","2",
"1938-02-19","Montreal Maroons","MTM","3","Montreal Canadiens","MTL","4",
"1938-02-19","New York Americans","NYA","4","Toronto Maple Leafs","TOR","0",
"1938-02-20","New York Rangers","NYR","2","Boston Bruins","BOS","3",
"1938-02-20","Detroit Red Wings","DET","1","Chicago Black Hawks","CBH","0",
"1938-02-20","Toronto Maple Leafs","TOR","3","New York Americans","NYA","2",
"1938-02-22","Toronto Maple Leafs","TOR","0","Boston Bruins","BOS","2",
"1938-02-22","Chicago Black Hawks","CBH","6","Montreal Maroons","MTM","5",
"1938-02-22","Montreal Canadiens","MTL","2","New York Rangers","NYR","1",
"1938-02-24","Montreal Maroons","MTM","2","Detroit Red Wings","DET","2",
"1938-02-24","Boston Bruins","BOS","1","Montreal Canadiens","MTL","1",
"1938-02-24","Chicago Black Hawks","CBH","3","New York Rangers","NYR","6",
"1938-02-26","New York Americans","NYA","5","Montreal Maroons","MTM","1",
"1938-02-26","New York Rangers","NYR","4","Toronto Maple Leafs","TOR","2",
