rank,teamName,teamAbrv,gamesPlayed,wins,losses,ties,points,pointsPercentage,goalsFor,goalsAgainst,simpleRatingSystem,strengthOfSchedule,totalGoalsPerGame,powerPlayGoals,powerPlayChances,powerPlayPercentage,powerPlayGoalsAgainst,powerPlayChancesAgainst,penaltyKillingPercentage,shortHandedGoals,shortHandedGoalsAgainst,shots,shootingPercentage,shotsAgainst,savePercentage,pdo
"1","Montreal Canadiens","MTL","50","38","5","7","83",".830","234","109","2.08","-0.42","6.86","","","","","","","","","","","","",""
"2","Detroit Red Wings","DET","50","26","18","6","58",".580","214","177","0.62","-0.12","7.82","","","","","","","","","","","","",""
"3","Toronto Maple Leafs","TOR","50","23","23","4","50",".500","214","174","0.67","-0.13","7.76","","","","","","","","","","","","",""
"4","Chicago Black Hawks","CBH","50","22","23","5","49",".490","178","187","-0.15","0.03","7.30","","","","","","","","","","","","",""
"5","Boston Bruins","BOS","50","19","26","5","43",".430","223","268","-0.75","0.15","9.82","","","","","","","","","","","","",""
"6","New York Rangers","NYR","50","6","39","5","17",".170","162","310","-2.47","0.49","9.44","","","","","","","","","","","","",""
