rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","George Abbott","32","BOS","1","","0","1","0","7","","","","7.00","0","60","","","","","","0","0","0""0"
"2","Paul Bibeault","24","TOR","29","","13","14","2","87","","","","3.00","5","1740","","","","","","0","0","0""0"
"3","Maurice Courteau","23","BOS","6","","2","4","0","33","","","","5.50","0","360","","","","","","0","0","0""0"
"4","Connie Dion","25","DET","26","","17","7","2","80","","","","3.08","1","1560","","","","","","0","0","0""0"
"5","Bill Durnan","28","MTL","50","","38","5","7","109","","","","2.18","2","3000","","","","","","0","0","0""0"
"6","Jimmy Franks","29","TOT","18","","6","9","3","75","","","","4.17","1","1080","","","","","","0","0","0""0"
"7","Bert Gardiner","30","BOS","41","","17","19","5","212","","","","5.17","1","2460","","","","","","0","1","1""0"
"8","Benny Grant","35","TOT","21","","9","10","2","93","","","","4.43","0","1260","","","","","","0","0","0""0"
"9","Hec Highton","20","CBH","24","","10","14","0","108","","","","4.50","0","1440","","","","","","0","0","0""0"
"10","Mike Karakas","32","CBH","26","","12","9","5","79","","","","3.04","3","1560","","","","","","0","0","0""0"
"11","Harry Lumley","17","TOT","3","","0","2","0","13","","","","5.57","0","140","","","","","","0","0","0""0"
"12","Jean Marois","19","TOR","1","","1","0","0","4","","","","4.00","0","60","","","","","","0","0","0""0"
"13","Ken McAuley","23","NYR","50","","6","39","5","310","","","","6.24","0","2980","","","","","","0","0","0""0"
"14","Normie Smith","35","DET","5","","3","1","1","15","","","","3.00","0","300","","","","","","0","0","0""0"
