date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1943-10-30","Boston Bruins","BOS","2","Montreal Canadiens","MTL","2",
"1943-10-30","New York Rangers","NYR","2","Toronto Maple Leafs","TOR","5",
"1943-10-31","Toronto Maple Leafs","TOR","4","Chicago Black Hawks","CBH","1",
"1943-10-31","New York Rangers","NYR","3","Detroit Red Wings","DET","8",
"1943-11-02","New York Rangers","NYR","1","Montreal Canadiens","MTL","2",
"1943-11-04","Montreal Canadiens","MTL","5","Chicago Black Hawks","CBH","3",
"1943-11-04","Toronto Maple Leafs","TOR","5","Detroit Red Wings","DET","5",
"1943-11-06","Chicago Black Hawks","CBH","4","New York Rangers","NYR","3",
"1943-11-06","Boston Bruins","BOS","5","Toronto Maple Leafs","TOR","2",
"1943-11-07","Boston Bruins","BOS","4","Detroit Red Wings","DET","6",
"1943-11-07","Chicago Black Hawks","CBH","1","Montreal Canadiens","MTL","5",
"1943-11-07","Toronto Maple Leafs","TOR","7","New York Rangers","NYR","4",
"1943-11-11","Boston Bruins","BOS","4","Chicago Black Hawks","CBH","6",
"1943-11-11","Detroit Red Wings","DET","2","Toronto Maple Leafs","TOR","2",
"1943-11-13","Detroit Red Wings","DET","1","Montreal Canadiens","MTL","4",
"1943-11-13","Boston Bruins","BOS","6","New York Rangers","NYR","2",
"1943-11-13","Chicago Black Hawks","CBH","4","Toronto Maple Leafs","TOR","1",
"1943-11-14","New York Rangers","NYR","5","Chicago Black Hawks","CBH","10",
"1943-11-14","Montreal Canadiens","MTL","2","Detroit Red Wings","DET","0",
"1943-11-16","Montreal Canadiens","MTL","2","Boston Bruins","BOS","2",
"1943-11-18","Boston Bruins","BOS","3","Chicago Black Hawks","CBH","7",
"1943-11-18","Toronto Maple Leafs","TOR","2","Montreal Canadiens","MTL","5",
"1943-11-18","Detroit Red Wings","DET","3","New York Rangers","NYR","1",
"1943-11-20","Montreal Canadiens","MTL","7","Toronto Maple Leafs","TOR","2",
"1943-11-21","Chicago Black Hawks","CBH","2","Detroit Red Wings","DET","5",
"1943-11-21","Boston Bruins","BOS","4","Montreal Canadiens","MTL","13",
"1943-11-21","Toronto Maple Leafs","TOR","5","New York Rangers","NYR","2",
"1943-11-23","Toronto Maple Leafs","TOR","5","Boston Bruins","BOS","8",
"1943-11-25","New York Rangers","NYR","2","Boston Bruins","BOS","6",
"1943-11-25","Detroit Red Wings","DET","3","Chicago Black Hawks","CBH","4",
"1943-11-27","New York Rangers","NYR","3","Montreal Canadiens","MTL","6",
"1943-11-27","Boston Bruins","BOS","4","Toronto Maple Leafs","TOR","7",
"1943-11-28","Boston Bruins","BOS","4","Chicago Black Hawks","CBH","5",
"1943-11-28","Toronto Maple Leafs","TOR","4","Detroit Red Wings","DET","6",
"1943-11-28","Montreal Canadiens","MTL","2","New York Rangers","NYR","2",
"1943-11-30","Chicago Black Hawks","CBH","5","Boston Bruins","BOS","6",
"1943-12-02","Chicago Black Hawks","CBH","2","Montreal Canadiens","MTL","6",
"1943-12-02","Detroit Red Wings","DET","5","Toronto Maple Leafs","TOR","6",
"1943-12-04","Detroit Red Wings","DET","2","Montreal Canadiens","MTL","8",
"1943-12-04","New York Rangers","NYR","4","Toronto Maple Leafs","TOR","11",
"1943-12-05","Montreal Canadiens","MTL","4","Boston Bruins","BOS","5",
"1943-12-05","New York Rangers","NYR","6","Chicago Black Hawks","CBH","7",
"1943-12-07","Detroit Red Wings","DET","6","Boston Bruins","BOS","6",
"1943-12-11","New York Rangers","NYR","6","Boston Bruins","BOS","9",
"1943-12-11","Montreal Canadiens","MTL","2","Toronto Maple Leafs","TOR","4",
"1943-12-12","Toronto Maple Leafs","TOR","2","Chicago Black Hawks","CBH","3",
"1943-12-12","Montreal Canadiens","MTL","5","Detroit Red Wings","DET","1",
"1943-12-12","Boston Bruins","BOS","4","New York Rangers","NYR","6",
"1943-12-14","Chicago Black Hawks","CBH","3","Boston Bruins","BOS","4",
"1943-12-16","Detroit Red Wings","DET","4","Toronto Maple Leafs","TOR","1",
"1943-12-18","Chicago Black Hawks","CBH","4","Toronto Maple Leafs","TOR","8",
"1943-12-19","Toronto Maple Leafs","TOR","5","Chicago Black Hawks","CBH","2",
"1943-12-19","Boston Bruins","BOS","1","Montreal Canadiens","MTL","3",
"1943-12-19","Detroit Red Wings","DET","2","New York Rangers","NYR","6",
"1943-12-21","Toronto Maple Leafs","TOR","5","Boston Bruins","BOS","8",
"1943-12-22","Detroit Red Wings","DET","1","Chicago Black Hawks","CBH","7",
"1943-12-23","New York Rangers","NYR","3","Detroit Red Wings","DET","5",
"1943-12-25","Chicago Black Hawks","CBH","1","Montreal Canadiens","MTL","5",
"1943-12-25","New York Rangers","NYR","5","Toronto Maple Leafs","TOR","3",
"1943-12-26","Boston Bruins","BOS","4","Detroit Red Wings","DET","4",
"1943-12-26","Chicago Black Hawks","CBH","6","New York Rangers","NYR","7",
"1943-12-28","Detroit Red Wings","DET","2","Boston Bruins","BOS","5",
"1943-12-30","Detroit Red Wings","DET","3","Montreal Canadiens","MTL","8",
"1943-12-31","Toronto Maple Leafs","TOR","4","New York Rangers","NYR","0",
"1944-01-01","Toronto Maple Leafs","TOR","5","Boston Bruins","BOS","2",
"1944-01-01","Montreal Canadiens","MTL","4","Chicago Black Hawks","CBH","0",
"1944-01-02","Montreal Canadiens","MTL","5","Detroit Red Wings","DET","2",
"1944-01-02","Boston Bruins","BOS","13","New York Rangers","NYR","3",
"1944-01-04","Chicago Black Hawks","CBH","4","Boston Bruins","BOS","6",
"1944-01-04","Toronto Maple Leafs","TOR","3","Montreal Canadiens","MTL","6",
"1944-01-06","Detroit Red Wings","DET","5","New York Rangers","NYR","0",
"1944-01-06","Chicago Black Hawks","CBH","1","Toronto Maple Leafs","TOR","6",
