rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Clarence Abel","26","NYR","D","44","8","4","12","","78","","","","","","","","","","",""
"2","Jack Adams","31","OTS","C","40","5","1","6","","66","","","","","","","","","","",""
"3","Jack Arbour","27","DTC","D","37","4","1","5","","46","","","","","","","","","","",""
"4","Ty Arbour","30","PTP","LW","41","7","8","15","","10","","","","","","","","","","",""
"5","Ace Bailey","23","TOR","RW","42","15","13","28","","82","","","","","","","","","","",""
"6","Pete Bellefeuille","25","TOT","RW","31","6","0","6","","26","","","","","","","","","","",""
"7","Edmond Bouchard","34","NYA","LW","38","2","1","3","","12","","","","","","","","","","",""
"8","Billy Boucher","27","TOT","RW","35","6","0","6","","26","","","","","","","","","","",""
"9","Clarence Boucher","30","NYA","D","11","0","1","1","","4","","","","","","","","","","",""
"10","Frank Boucher","25","NYR","C","44","13","15","28","","17","","","","","","","","","","",""
"11","George Boucher","30","OTS","D","40","8","3","11","","115","","","","","","","","","","",""
"12","Leo Bourgeault","24","TOT","D/RW","42","2","1","3","","72","","","","","","","","","","",""
"13","Bill Boyd","28","NYR","RW","41","4","1","5","","40","","","","","","","","","","",""
"14","Archie Briden","28","TOT","LW","42","5","2","7","","36","","","","","","","","","","",""
"15","Punch Broadbent","34","MTM","LW","42","9","5","14","","88","","","","","","","","","","",""
"16","Stan Brown","28","NYR","D","24","6","2","8","","14","","","","","","","","","","",""
"17","Bill Brydge","25","TOR","D","41","6","3","9","","76","","","","","","","","","","",""
"18","Billy Burch","26","NYA","C","43","19","8","27","","40","","","","","","","","","","",""
"19","Charles Cahill","23","BOS","F","1","0","0","0","","0","","","","","","","","","","",""
"20","Bill Carson","26","TOR","C","40","16","6","22","","41","","","","","","","","","","",""
"21","Frank Carson","25","MTM","RW","44","2","3","5","","12","","","","","","","","","","",""
"22","King Clancy","23","OTS","D","43","9","10","19","","78","","","","","","","","","","",""
"23","Odie Cleghorn","35","PTP","C","3","0","0","0","","0","","","","","","","","","","",""
"24","Sprague Cleghorn","36","BOS","D","44","7","1","8","","84","","","","","","","","","","",""
"25","Lionel Conacher","25","TOT","D","39","8","9","17","","93","","","","","","","","","","",""
"26","Bob Connors","22","NYA","LW","6","1","0","1","","0","","","","","","","","","","",""
"27","Bill Cook","30","NYR","RW","44","33","4","37","","58","","","","","","","","","","",""
"28","Bun Cook","23","NYR","LW","44","14","9","23","","42","","","","","","","","","","",""
"29","Carson Cooper","27","TOT","RW","24","9","3","12","","16","","","","","","","","","","",""
