rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Justin Abdelkader","22","DET","LW","50","3","3","6","-11","35","3","0","0","0","3","0","0","79","3.8","530","10:35"
"2","Craig Adams","32","PIT","RW","82","0","10","10","-5","72","0","0","0","0","10","0","0","84","0.0","910","11:06"
"3","Maxim Afinogenov","30","ATL","RW","82","24","37","61","-17","46","18","6","0","3","25","12","0","181","13.3","1426","17:24"
"4","Andrew Alberts","28","TOT","D","76","3","9","12","6","87","3","0","0","0","9","0","0","50","6.0","1169","15:23"
"5","Daniel Alfredsson","37","OTT","RW","70","20","51","71","8","22","15","4","1","5","21","27","3","168","11.9","1377","19:40"
"6","Bryan Allen","29","FLA","D","74","4","9","13","-8","99","3","0","1","2","8","0","1","78","5.1","1418","19:10"
"7","Cody Almond","20","MIN","C","7","1","0","1","-3","9","1","0","0","0","0","0","0","6","16.7","54","7:45"
"8","Karl Alzner","21","WSH","D","21","0","5","5","-2","8","0","0","0","0","5","0","0","16","0.0","344","16:24"
"9","Artem Anisimov","21","NYR","C","82","12","16","28","-2","32","11","1","0","2","15","1","0","124","9.7","1058","12:54"
"10","Nik Antropov","29","ATL","C","76","24","43","67","13","44","16","8","0","4","30","13","0","126","19.0","1385","18:14"
"11","Colby Armstrong","27","ATL","RW","79","15","14","29","6","61","14","0","1","1","10","2","2","101","14.9","1169","14:48"
"12","Derek Armstrong","36","STL","C","6","0","0","0","-2","2","0","0","0","0","0","0","0","6","0.0","42","6:59"
"13","Jason Arnott","35","NSH","C","63","19","27","46","0","26","13","6","0","3","15","12","0","216","8.8","1178","18:42"
"14","Dean Arsene","29","EDM","D","13","0","0","0","-3","41","0","0","0","0","0","0","0","4","0.0","168","12:57"
"15","Evgeny Artyukhin","26","TOT","RW","54","9","7","16","-4","72","9","0","0","0","7","0","0","42","21.4","482","8:56"
"16","Arron Asham","31","PHI","RW","72","10","14","24","-2","126","10","0","0","2","14","0","0","91","11.0","725","10:04"
"17","Adrian Aucoin","36","PHX","D","82","8","20","28","2","56","7","1","0","2","9","11","0","144","5.6","1849","22:33"
"18","Keith Aucoin","31","WSH","C","9","1","4","5","-2","0","1","0","0","0","2","2","0","4","25.0","79","8:48"
