rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Hardy Astrom","29","CLR","30","","6","15","6","103","","","","3.76","0","1642","","","","","","0","1","1""2"
"2","Steve Baker","23","NYR","21","","10","6","5","73","","","","3.48","2","1260","","","","","","0","0","0""5"
"3","Murray Bannerman","23","CBH","15","","2","10","2","62","","","","4.30","0","865","","","","","","0","0","0""0"
"4","Marco Baron","21","BOS","10","","3","4","1","24","","","","2.84","0","507","","","","","","0","0","0""7"
"5","Don Beaupre","19","MNS","44","","18","14","11","138","","","","3.20","0","2585","","","","","","0","1","1""20"
"6","Dan Bouchard","30","TOT","43","","23","10","8","143","","","","3.43","2","2500","","","","","","0","4","4""10"
"7","Rollie Boutin","23","WSH","2","","0","2","0","11","","","","5.50","0","120","","","","","","0","0","0""0"
"8","Richard Brodeur","28","VAN","52","","17","18","16","177","","","","3.51","0","3024","","","","","","0","0","0""0"
"9","Gary Bromley","31","VAN","20","","6","6","4","62","","","","3.80","0","978","","","","","","0","1","1""0"
"10","Jim Craig","23","BOS","23","","9","7","6","78","","","","3.68","0","1272","","","","","","0","1","1""11"
"11","Jiri Crha","30","TOR","54","","20","20","11","211","","","","4.07","0","3112","","","","","","0","1","1""8"
"12","John Davidson","27","NYR","10","","1","7","1","48","","","","5.14","0","560","","","","","","0","1","1""2"
"13","Michel Dion","26","TOT","26","","3","14","6","122","","","","5.07","0","1445","","","","","","0","1","1""2"
"14","Don Edwards","25","BUF","45","","23","10","12","133","","","","2.96","3","2700","","","","","","0","2","2""0"
"15","Gary Edwards","33","EDM","15","","5","3","4","44","","","","3.62","0","729","","","","","","0","2","2""0"
"16","Tony Esposito","37","CBH","66","","29","23","14","246","","","","3.75","0","3935","","","","","","0","3","3""0"
"17","John Garrett","29","HAR","54","","15","27","12","241","","","","4.59","0","3152","","","","","","0","1","1""2"
"18","Gilles Gilbert","31","DET","48","","11","24","9","175","","","","4.01","0","2618","","","","","","0","1","1""12"
"19","Ron Grahame","30","TOT","14","","4","7","2","68","","","","5.11","0","799","","","","","","0","0","0""2"
"20","Pierre Hamel","28","WIN","29","","3","20","4","128","","","","4.73","0","1623","","","","","","0","1","1""4"
"21","Glen Hanlon","23","VAN","17","","5","8","0","59","","","","4.44","1","798","","","","","","0","1","1""10"
"22","Rick Heinz","25","STL","4","","2","1","1","8","","","","2.18","0","220","","","","","","0","1","1""0"
"23","Denis Herron","28","MTL","25","","6","9","6","67","","","","3.50","1","1147","","","","","","0","2","2""0"
"24","Ken Holland","25","HAR","1","","0","1","0","7","","","","7.00","0","60","","","","","","0","0","0""0"
"25","Rob Holland","23","PIT","10","","1","5","3","45","","","","5.01","0","539","","","","","","0","0","0""0"
"26","Gary Inness","31","WSH","3","","0","1","2","9","","","","3.00","0","180","","","","","","0","0","0""0"
"27","Al Jensen","22","DET","1","","0","1","0","7","","","","7.00","0","60","","","","","","0","0","0""0"
"28","Jari Kaarela","22","CLR","5","","2","2","0","22","","","","6.00","0","220","","","","","","0","0","0""2"
"29","Doug Keans","23","LAK","9","","2","3","1","37","","","","4.89","0","454","","","","","","0","0","0""7"
"30","Michel Larocque","28","TOT","36","","19","12","5","122","","","","3.51","1","2083","","","","","","0","1","1""2"
"31","Claude Legris","24","DET","3","","0","1","0","4","","","","3.81","0","63","","","","","","0","0","0""0"
"32","Reggie Lemelin","26","CGY","29","","14","6","7","88","","","","3.24","2","1629","","","","","","0","1","1""2"
"33","Mario Lessard","26","LAK","64","","35","18","11","203","","","","3.25","2","3746","","","","","","0","1","1""8"
"34","Mike Liut","25","STL","61","","33","14","13","199","","","","3.34","1","3570","","","","","","0","0","0""0"
"35","Pete LoPresti","26","EDM","2","","0","1","0","8","","","","4.57","0","105","","","","","","0","0","0""0"
"36","Ron Loustel","18","WIN","1","","0","1","0","10","","","","10.00","0","60","","","","","","0","0","0""0"
"37","Ron Low","30","EDM","24","","5","13","3","93","","","","4.43","0","1260","","","","","","0","3","3""0"
"38","Larry Lozinski","22","DET","30","","6","11","7","105","","","","4.32","0","1459","","","","","","0","1","1""0"
"39","Markus Mattsson","23","WIN","31","","3","21","4","128","","","","4.50","1","1707","","","","","","0","1","1""2"
"40","Roland Melanson","20","NYI","11","","8","1","1","32","","","","3.10","0","620","","","","","","0","0","0""4"
"41","Gilles Meloche","30","MNS","38","","17","14","6","120","","","","3.25","2","2215","","","","","","0","0","0""2"
"42","Lindsay Middlebrook","25","WIN","14","","0","9","3","65","","","","5.97","0","653","","","","","","0","0","0""0"
"43","Greg Millen","23","PIT","63","","25","27","10","258","","","","4.16","0","3721","","","","","","0","2","2""6"
"44","Eddie Mio","27","EDM","43","","16","15","9","155","","","","3.89","0","2393","","","","","","0","5","5""6"
"45","Andy Moog","20","EDM","7","","3","3","0","20","","","","3.83","0","313","","","","","","0","1","1""0"
"46","Phil Myre","32","TOT","26","","9","11","5","94","","","","3.81","0","1480","","","","","","0","0","0""0"
"47","Paul Pageau","21","LAK","1","","0","1","0","8","","","","8.00","0","60","","","","","","0","0","0""0"
"48","Mike Palmateer","27","WSH","49","","18","19","9","172","","","","3.85","2","2679","","","","","","0","8","8""17"
"49","Dave Parro","23","WSH","18","","4","7","2","49","","","","3.63","1","811","","","","","","0","1","1""2"
"50","Pete Peeters","23","PHI","40","","22","12","5","115","","","","2.96","2","2333","","","","","","0","1","1""8"
"51","Michel Plasse","32","QUE","33","","10","14","9","118","","","","3.66","0","1933","","","","","","0","1","1""0"
"52","Glenn Resch","32","TOT","40","","20","11","7","121","","","","3.20","3","2266","","","","","","0","1","1""0"
"53","Nick Ricci","21","PIT","9","","4","5","0","35","","","","3.89","0","540","","","","","","0","0","0""2"
"54","Curt Ridley","29","TOR","3","","1","1","0","12","","","","5.81","0","124","","","","","","0","0","0""2"
"55","Pat Riggin","21","CGY","42","","21","16","4","154","","","","3.83","0","2411","","","","","","0","1","1""7"
"56","Jim Rutherford","31","TOT","31","","9","16","4","135","","","","4.65","0","1741","","","","","","0","2","2""2"
"57","Bob Sauve","25","BUF","35","","16","10","9","111","","","","3.17","2","2100","","","","","","0","1","1""0"
"58","Richard Sevigny","23","MTL","33","","20","4","3","71","","","","2.40","2","1777","","","","","","0","0","0""30"
"59","Al Smith","35","CLR","37","","9","18","4","151","","","","4.75","0","1909","","","","","","0","2","2""51"
"60","Billy Smith","30","NYI","41","","22","10","8","129","","","","3.28","2","2363","","","","","","0","0","0""33"
"61","Doug Soetaert","25","NYR","39","","16","16","7","152","","","","3.93","0","2320","","","","","","0","0","0""2"
"62","Rick St. Croix","26","PHI","27","","13","7","6","65","","","","2.49","2","1567","","","","","","0","1","1""0"
"63","Ed Staniowski","25","STL","19","","10","3","3","72","","","","4.28","0","1010","","","","","","0","2","2""0"
"64","Wayne Stephenson","36","WSH","20","","4","7","5","66","","","","3.92","1","1010","","","","","","0","0","0""4"
"65","Wayne Thomas","33","NYR","10","","3","6","1","34","","","","3.40","0","600","","","","","","0","2","2""2"
