date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1980-10-09","New York Rangers","NYR","2","Boston Bruins","BOS","7",
"1980-10-09","Buffalo Sabres","BUF","3","Chicago Black Hawks","CBH","4",
"1980-10-09","Quebec Nordiques","QUE","5","Calgary Flames","CGY","5",
"1980-10-09","Pittsburgh Penguins","PIT","4","Philadelphia Flyers","PHI","7",
"1980-10-09","Hartford Whalers","HAR","6","St. Louis Blues","STL","8",
"1980-10-10","Quebec Nordiques","QUE","7","Edmonton Oilers","EDM","4",
"1980-10-10","Detroit Red Wings","DET","3","Vancouver Canucks","VAN","5",
"1980-10-10","Winnipeg Jets","WIN","1","Washington Capitals","WSH","4",
"1980-10-11","Calgary Flames","CGY","2","Colorado Rockies","CLR","6",
"1980-10-11","Detroit Red Wings","DET","1","Los Angeles Kings","LAK","8",
"1980-10-11","Hartford Whalers","HAR","3","Minnesota North Stars","MNS","9",
"1980-10-11","Chicago Black Hawks","CBH","5","Montreal Canadiens","MTL","4",
"1980-10-11","Boston Bruins","BOS","2","New York Islanders","NYI","5",
"1980-10-11","Winnipeg Jets","WIN","4","Pittsburgh Penguins","PIT","5",
"1980-10-11","Philadelphia Flyers","PHI","5","St. Louis Blues","STL","1",
"1980-10-11","New York Rangers","NYR","8","Toronto Maple Leafs","TOR","3",
"1980-10-12","Montreal Canadiens","MTL","2","Boston Bruins","BOS","3",
"1980-10-12","Hartford Whalers","HAR","3","Buffalo Sabres","BUF","3",
"1980-10-12","Calgary Flames","CGY","3","Chicago Black Hawks","CBH","3",
"1980-10-12","Colorado Rockies","CLR","3","Edmonton Oilers","EDM","2",
"1980-10-12","Pittsburgh Penguins","PIT","6","New York Rangers","NYR","3",
"1980-10-12","Toronto Maple Leafs","TOR","4","Philadelphia Flyers","PHI","2",
"1980-10-12","Quebec Nordiques","QUE","2","Vancouver Canucks","VAN","8",
"1980-10-12","New York Islanders","NYI","2","Washington Capitals","WSH","1",
"1980-10-14","Los Angeles Kings","LAK","2","Calgary Flames","CGY","4",
"1980-10-14","Quebec Nordiques","QUE","1","Colorado Rockies","CLR","4",
"1980-10-14","St. Louis Blues","STL","5","New York Islanders","NYI","5",
"1980-10-15","Edmonton Oilers","EDM","0","Buffalo Sabres","BUF","2",
"1980-10-15","Vancouver Canucks","VAN","2","Chicago Black Hawks","CBH","4",
"1980-10-15","Boston Bruins","BOS","2","Minnesota North Stars","MNS","3",
"1980-10-15","St. Louis Blues","STL","2","New York Rangers","NYR","1",
"1980-10-15","Hartford Whalers","HAR","5","Pittsburgh Penguins","PIT","2",
"1980-10-15","Detroit Red Wings","DET","4","Toronto Maple Leafs","TOR","6",
"1980-10-15","Montreal Canadiens","MTL","3","Washington Capitals","WSH","3",
"1980-10-16","Boston Bruins","BOS","1","Calgary Flames","CGY","2",
"1980-10-16","New York Islanders","NYI","6","Detroit Red Wings","DET","4",
"1980-10-16","Quebec Nordiques","QUE","4","Los Angeles Kings","LAK","6",
"1980-10-16","Vancouver Canucks","VAN","5","Philadelphia Flyers","PHI","2",
"1980-10-17","Minnesota North Stars","MNS","5","Colorado Rockies","CLR","5",
"1980-10-17","Chicago Black Hawks","CBH","2","Winnipeg Jets","WIN","6",
"1980-10-18","Minnesota North Stars","MNS","2","Calgary Flames","CGY","6",
"1980-10-18","Detroit Red Wings","DET","2","Hartford Whalers","HAR","4",
"1980-10-18","Colorado Rockies","CLR","3","Los Angeles Kings","LAK","4",
"1980-10-18","Vancouver Canucks","VAN","1","Montreal Canadiens","MTL","4",
"1980-10-18","Edmonton Oilers","EDM","5","New York Islanders","NYI","5",
"1980-10-18","Buffalo Sabres","BUF","4","Pittsburgh Penguins","PIT","2",
"1980-10-18","Boston Bruins","BOS","2","St. Louis Blues","STL","3",
"1980-10-18","Philadelphia Flyers","PHI","2","Toronto Maple Leafs","TOR","6",
"1980-10-18","New York Rangers","NYR","2","Washington Capitals","WSH","8",
"1980-10-19","Toronto Maple Leafs","TOR","4","Buffalo Sabres","BUF","2",
"1980-10-19","Washington Capitals","WSH","4","Chicago Black Hawks","CBH","8",
"1980-10-19","New York Islanders","NYI","3","Hartford Whalers","HAR","3",
"1980-10-19","Edmonton Oilers","EDM","4","New York Rangers","NYR","2",
"1980-10-19","Montreal Canadiens","MTL","1","Philadelphia Flyers","PHI","2",
"1980-10-19","Quebec Nordiques","QUE","4","Winnipeg Jets","WIN","4",
"1980-10-21","Vancouver Canucks","VAN","6","New York Islanders","NYI","3",
"1980-10-21","Montreal Canadiens","MTL","3","St. Louis Blues","STL","4",
"1980-10-21","Pittsburgh Penguins","PIT","5","Toronto Maple Leafs","TOR","8",
"1980-10-21","Chicago Black Hawks","CBH","0","Washington Capitals","WSH","2",
"1980-10-22","Winnipeg Jets","WIN","4","Buffalo Sabres","BUF","7",
"1980-10-22","Calgary Flames","CGY","3","Edmonton Oilers","EDM","5",
"1980-10-22","Colorado Rockies","CLR","0","Hartford Whalers","HAR","3",
