rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Thommy Abrahamsson","33","HAR","D","32","6","11","17","-4","16","2","4","0","1","8","3","0","66","9.1","",""
"2","Keith Acton","22","MTL","C","61","15","24","39","5","74","12","3","0","2","19","5","0","101","14.9","",""
"3","Greg Adams","20","PHI","LW","6","3","0","3","0","8","3","0","0","0","0","0","0","6","50.0","",""
"4","Steve Alley","27","HAR","LW","8","2","2","4","1","11","2","0","0","0","2","0","0","10","20.0","",""
"5","Mike Allison","19","NYR","LW","75","26","38","64","12","83","22","4","0","2","26","12","0","122","21.3","",""
"6","Ray Allison","21","HAR","RW","6","1","0","1","-1","0","1","0","0","0","0","0","0","6","16.7","",""
"7","Glenn Anderson","20","EDM","RW","58","30","23","53","4","24","17","10","3","5","20","3","0","160","18.8","",""
"8","John Anderson","23","TOR","LW","75","17","26","43","-11","31","15","2","0","1","21","5","0","142","12.0","",""
"9","Russ Anderson","25","PIT","D","34","3","14","17","12","112","2","1","0","1","12","2","0","38","7.9","",""
"10","Kent-Erik Andersson","29","MNS","RW","77","17","24","41","8","22","12","1","4","2","23","1","0","127","13.4","",""
"11","Fred Arthur","19","HAR","D","3","0","0","0","-5","0","0","0","0","0","0","0","0","3","0.0","",""
"12","Don Ashby","25","EDM","C","6","2","3","5","-1","2","1","1","0","1","3","0","0","13","15.4","",""
"13","Brent Ashton","20","VAN","C","77","18","11","29","-10","57","18","0","0","0","11","0","0","111","16.2","",""
"14","Bob Attwell","21","CLR","RW","15","0","4","4","1","0","0","0","0","0","4","0","0","11","0.0","",""
"15","Pierre Aubry","20","QUE","C","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"16","Les Auge","27","CLR","D","6","0","3","3","-3","4","0","0","0","0","3","0","0","3","0.0","",""
"17","Dave Babych","19","WIN","D","69","6","38","44","-61","90","3","3","0","0","20","16","2","209","2.9","",""
"18","Wayne Babych","22","STL","RW","78","54","42","96","14","93","40","14","0","7","30","12","0","306","17.6","",""
"19","Reid Bailey","24","PHI","D","17","1","3","4","8","55","1","0","0","0","3","0","0","16","6.3","",""
"20","Bill Baker","24","TOT","D","24","0","3","3","-1","44","0","0","0","0","2","1","0","25","0.0","",""
"21","Jeff Bandura","23","NYR","D","2","0","1","1","-3","0","0","0","0","0","1","0","0","2","0.0","",""
"22","Bill Barber","28","PHI","LW","80","43","42","85","6","69","25","16","2","2","23","18","1","292","14.7","",""
"23","Norm Barnes","27","TOT","D","76","1","13","14","-33","100","1","0","0","0","12","1","0","84","1.2","",""
"24","Fred Barrett","31","MNS","D","62","4","8","12","1","72","4","0","0","1","7","1","0","73","5.5","",""
"25","John Barrett","22","DET","D","56","3","10","13","-21","60","3","0","0","1","10","0","0","97","3.1","",""
"26","Frank Bathe","26","PHI","D","44","0","3","3","-3","175","0","0","0","0","3","0","0","35","0.0","",""
"27","Paul Baxter","25","PIT","D","51","5","14","19","-11","204","4","1","0","0","12","2","0","62","8.1","",""
"28","Sandy Beadle","20","WIN","LW","6","1","0","1","-2","2","1","0","0","0","0","0","0","7","14.3","",""
"29","Barry Beck","23","NYR","D","75","11","23","34","9","231","4","6","1","0","13","9","1","182","6.0","",""
"30","Serge Bernier","33","QUE","RW","46","2","8","10","-8","18","1","1","0","0","3","5","0","35","5.7","",""
"31","Doug Berry","23","CLR","C","46","3","10","13","-15","9","2","0","1","0","9","1","0","44","6.8","",""
"32","Tom Bladon","28","TOT","D","12","0","5","5","-11","12","0","0","0","0","2","3","0","14","0.0","",""
"33","Mike Blaisdell","21","DET","RW","32","3","6","9","-7","10","3","0","0","0","5","1","0","45","6.7","",""
"34","Rick Blight","25","VAN","RW","3","1","0","1","-1","4","1","0","0","0","0","0","0","9","11.1","",""
"35","Ivan Boldirev","31","VAN","C","72","26","33","59","-12","34","17","9","0","3","24","9","0","195","13.3","",""
"36","Dan Bonar","24","LAK","C","71","11","15","26","0","57","7","3","1","3","13","2","0","64","17.2","",""
"37","Laurie Boschman","20","TOR","C","53","14","19","33","-10","178","11","3","0","4","15","4","0","70","20.0","",""
"38","Mike Bossy","24","NYI","RW","79","68","51","119","37","32","38","28","2","10","36","15","0","315","21.6","",""
"39","Tim Bothwell","25","NYR","D","3","0","1","1","0","0","0","0","0","0","1","0","0","0","","",""
"40","Pierre Bouchard","32","WSH","D","50","3","7","10","-18","28","3","0","0","0","7","0","0","36","8.3","",""
"41","Bruce Boudreau","26","TOR","C","39","10","14","24","-7","18","10","0","0","0","12","1","1","47","21.3","",""
"42","Bob Bourne","26","NYI","LW","78","35","41","76","34","62","19","9","7","5","31","8","2","195","17.9","",""
"43","Raymond Bourque","20","BOS","D","67","27","29","56","29","96","17","9","1","6","14","15","0","207","13.0","",""
"44","Pat Boutette","28","HAR","LW","80","28","52","80","-13","160","18","8","2","3","38","14","0","182","15.4","",""
"45","Rick Bowness","26","WIN","RW","45","8","17","25","-35","45","8","0","0","1","17","0","0","55","14.5","",""
"46","Curt Brackenbury","29","EDM","RW","58","2","7","9","-3","153","2","0","0","0","7","0","0","20","10.0","",""
"47","Per-Olov Brasar","30","VAN","LW","80","22","41","63","12","8","19","3","0","1","30","10","1","167","13.2","",""
"48","Mel Bridgman","25","PHI","C","77","14","37","51","28","195","13","1","0","3","28","4","5","138","10.1","",""
"49","Aaron Broten","20","CLR","LW","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","",""
"50","Neal Broten","21","MNS","C","3","2","0","2","1","12","2","0","0","0","0","0","0","6","33.3","",""
"51","Keith Brown","20","CBH","D","80","9","34","43","5","80","8","0","1","1","28","5","1","130","6.9","",""
"52","Jack Brownschidle","25","STL","D","71","5","23","28","5","12","1","3","1","1","12","9","2","96","5.2","",""
"53","Jeff Brubaker","22","HAR","LW","43","5","3","8","-5","93","5","0","0","0","3","0","0","29","17.2","",""
"54","Murray Brumwell","20","MNS","D","1","0","0","0","1","0","0","0","0","0","0","0","0","0","","",""
"55","Mike Bullard","19","PIT","C","15","1","2","3","-1","19","1","0","0","0","1","1","0","18","5.6","",""
"56","Ted Bulley","25","CBH","LW","68","18","16","34","18","95","15","3","0","2","13","3","0","112","16.1","",""
"57","Gary Burns","26","NYR","C","11","2","2","4","-9","18","2","0","0","1","1","1","0","13","15.4","",""
"58","Dave Burrows","32","TOT","D","59","0","2","2","-17","30","0","0","0","0","1","0","1","35","0.0","",""
"59","Mike Busniuk","29","PHI","D","72","1","5","6","27","204","1","0","0","0","4","0","1","33","3.0","",""
"60","Jerry Butler","29","VAN","RW","80","12","15","27","2","60","10","0","2","2","11","0","4","99","12.1","",""
"61","Brett Callighen","27","EDM","C","55","25","35","60","13","32","19","6","0","1","28","7","0","127","19.7","",""
"62","Al Cameron","25","WIN","D","29","1","2","3","-19","21","1","0","0","0","1","1","0","16","6.3","",""
"63","Colin Campbell","28","VAN","D","42","1","8","9","10","75","1","0","0","0","8","0","0","37","2.7","",""
"64","Scott Campbell","23","WIN","D","14","1","4","5","3","55","1","0","0","0","3","0","1","12","8.3","",""
"65","Guy Carbonneau","20","MTL","C","2","0","1","1","0","0","0","0","0","0","0","1","0","1","0.0","",""
"66","Jack Carlson","26","MNS","LW","43","7","2","9","-5","108","7","0","0","0","2","0","0","24","29.2","",""
"67","Randy Carlyle","24","PIT","D","76","16","67","83","-16","136","8","7","1","1","27","39","1","242","6.6","",""
"68","Billy Carroll","22","NYI","C","18","4","4","8","3","6","4","0","0","1","3","0","1","25","16.0","",""
"69","Wayne Cashman","35","BOS","LW","77","25","35","60","17","80","18","7","0","2","26","9","0","111","22.5","",""
"70","Tony Cassolato","24","WSH","RW","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","",""
"71","Blair Chapman","24","STL","RW","55","20","26","46","3","41","15","5","0","3","18","8","0","114","17.5","",""
"72","Guy Charron","32","WSH","C","47","5","13","18","-4","2","2","2","1","0","7","6","0","62","8.1","",""
"73","Dave Chartier","19","WIN","C","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"74","Rick Chartraw","26","TOT","D","35","1","6","7","-4","32","1","0","0","1","2","4","0","42","2.4","",""
"75","Ron Chipperfield","26","QUE","C","4","0","1","1","-1","2","0","0","0","0","1","0","0","0","","",""
"76","Marc Chorney","21","PIT","D","8","1","6","7","1","14","1","0","0","0","5","1","0","3","33.3","",""
"77","Guy Chouinard","24","CGY","C","52","31","52","83","18","24","21","10","0","1","30","22","0","141","22.0","",""
"78","Dave Christian","21","WIN","C","80","28","43","71","-54","22","18","9","1","0","24","18","1","185","15.1","",""
"79","Mike Christie","31","TOT","D","10","1","1","2","10","0","1","0","0","0","1","0","0","6","16.7","",""
"80","Steve Christoff","23","MNS","C","56","26","13","39","-9","58","17","9","0","2","10","3","0","132","19.7","",""
