date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1979-10-09","St. Louis Blues","STL","5","Vancouver Canucks","VAN","2",
"1979-10-10","Edmonton Oilers","EDM","2","Chicago Black Hawks","CBH","4",
"1979-10-10","Detroit Red Wings","DET","4","Los Angeles Kings","LAK","4",
"1979-10-10","Winnipeg Jets","WIN","2","Pittsburgh Penguins","PIT","4",
"1979-10-10","Atlanta Flames","ATF","5","Quebec Nordiques","QUE","3",
"1979-10-10","New York Rangers","NYR","6","Toronto Maple Leafs","TOR","3",
"1979-10-11","Winnipeg Jets","WIN","0","Boston Bruins","BOS","4",
"1979-10-11","Washington Capitals","WSH","3","Buffalo Sabres","BUF","6",
"1979-10-11","St. Louis Blues","STL","3","Colorado Rockies","CLR","3",
"1979-10-11","Hartford Whalers","HAR","1","Minnesota North Stars","MNS","4",
"1979-10-11","Atlanta Flames","ATF","1","Montreal Canadiens","MTL","3",
"1979-10-11","New York Islanders","NYI","2","Philadelphia Flyers","PHI","5",
"1979-10-12","Detroit Red Wings","DET","1","Vancouver Canucks","VAN","3",
"1979-10-13","Philadelphia Flyers","PHI","2","Atlanta Flames","ATF","9",
"1979-10-13","Detroit Red Wings","DET","3","Edmonton Oilers","EDM","3",
"1979-10-13","St. Louis Blues","STL","3","Los Angeles Kings","LAK","5",
"1979-10-13","Chicago Black Hawks","CBH","1","Minnesota North Stars","MNS","5",
"1979-10-13","Quebec Nordiques","QUE","1","Montreal Canadiens","MTL","3",
"1979-10-13","Buffalo Sabres","BUF","5","New York Islanders","NYI","2",
"1979-10-13","Hartford Whalers","HAR","3","Pittsburgh Penguins","PIT","3",
"1979-10-13","Colorado Rockies","CLR","1","Toronto Maple Leafs","TOR","2",
"1979-10-13","Boston Bruins","BOS","5","Washington Capitals","WSH","2",
"1979-10-14","Pittsburgh Penguins","PIT","4","Boston Bruins","BOS","1",
"1979-10-14","Minnesota North Stars","MNS","5","Buffalo Sabres","BUF","4",
"1979-10-14","Hartford Whalers","HAR","3","Chicago Black Hawks","CBH","3",
"1979-10-14","Vancouver Canucks","VAN","4","Edmonton Oilers","EDM","4",
"1979-10-14","Washington Capitals","WSH","5","New York Rangers","NYR","3",
"1979-10-14","Toronto Maple Leafs","TOR","3","Philadelphia Flyers","PHI","4",
"1979-10-14","Colorado Rockies","CLR","2","Winnipeg Jets","WIN","4",
"1979-10-16","Atlanta Flames","ATF","1","New York Islanders","NYI","5",
"1979-10-16","Los Angeles Kings","LAK","6","Washington Capitals","WSH","8",
"1979-10-17","Hartford Whalers","HAR","1","Buffalo Sabres","BUF","3",
"1979-10-17","Montreal Canadiens","MTL","2","Chicago Black Hawks","CBH","3",
"1979-10-17","Los Angeles Kings","LAK","5","Pittsburgh Penguins","PIT","4",
"1979-10-17","Vancouver Canucks","VAN","5","St. Louis Blues","STL","1",
"1979-10-17","Minnesota North Stars","MNS","2","Toronto Maple Leafs","TOR","6",
"1979-10-17","Detroit Red Wings","DET","5","Winnipeg Jets","WIN","1",
"1979-10-18","New York Islanders","NYI","2","Boston Bruins","BOS","3",
"1979-10-18","Quebec Nordiques","QUE","5","Colorado Rockies","CLR","2",
"1979-10-18","Vancouver Canucks","VAN","3","New York Rangers","NYR","6",
"1979-10-18","Atlanta Flames","ATF","2","Philadelphia Flyers","PHI","6",
"1979-10-19","Quebec Nordiques","QUE","3","Edmonton Oilers","EDM","6",
"1979-10-19","Los Angeles Kings","LAK","3","Hartford Whalers","HAR","6",
"1979-10-19","Minnesota North Stars","MNS","2","Winnipeg Jets","WIN","3",
"1979-10-19","Toronto Maple Leafs","TOR","5","Washington Capitals","WSH","3",
"1979-10-20","Chicago Black Hawks","CBH","2","Atlanta Flames","ATF","2",
"1979-10-20","Los Angeles Kings","LAK","4","Boston Bruins","BOS","5",
"1979-10-20","Winnipeg Jets","WIN","1","Colorado Rockies","CLR","4",
"1979-10-20","Philadelphia Flyers","PHI","7","Detroit Red Wings","DET","3",
"1979-10-20","New York Rangers","NYR","4","Montreal Canadiens","MTL","5",
"1979-10-20","Hartford Whalers","HAR","1","New York Islanders","NYI","6",
"1979-10-20","Washington Capitals","WSH","1","Pittsburgh Penguins","PIT","5",
"1979-10-20","Buffalo Sabres","BUF","2","St. Louis Blues","STL","3",
"1979-10-20","Vancouver Canucks","VAN","0","Toronto Maple Leafs","TOR","2",
"1979-10-21","Vancouver Canucks","VAN","3","Buffalo Sabres","BUF","3",
"1979-10-21","Quebec Nordiques","QUE","3","Chicago Black Hawks","CBH","0",
"1979-10-21","Minnesota North Stars","MNS","5","Edmonton Oilers","EDM","5",
"1979-10-21","Pittsburgh Penguins","PIT","3","New York Rangers","NYR","6",
"1979-10-21","Montreal Canadiens","MTL","6","Philadelphia Flyers","PHI","6",
"1979-10-23","Montreal Canadiens","MTL","5","Atlanta Flames","ATF","3",
"1979-10-23","Los Angeles Kings","LAK","7","Colorado Rockies","CLR","4",
"1979-10-23","Edmonton Oilers","EDM","3","New York Islanders","NYI","3",
"1979-10-23","Boston Bruins","BOS","5","St. Louis Blues","STL","5",
"1979-10-24","Pittsburgh Penguins","PIT","3","Buffalo Sabres","BUF","7",
"1979-10-24","Winnipeg Jets","WIN","0","Chicago Black Hawks","CBH","4",
"1979-10-24","Washington Capitals","WSH","3","Los Angeles Kings","LAK","5",
"1979-10-24","St. Louis Blues","STL","2","Minnesota North Stars","MNS","5",
"1979-10-24","Edmonton Oilers","EDM","2","New York Rangers","NYR","10",
"1979-10-24","Hartford Whalers","HAR","2","Quebec Nordiques","QUE","2",
"1979-10-24","Toronto Maple Leafs","TOR","1","Vancouver Canucks","VAN","5",
"1979-10-25","Buffalo Sabres","BUF","0","Detroit Red Wings","DET","4",
"1979-10-25","Pittsburgh Penguins","PIT","5","Montreal Canadiens","MTL","8",
"1979-10-25","New York Rangers","NYR","2","Philadelphia Flyers","PHI","5",
"1979-10-26","Edmonton Oilers","EDM","3","Atlanta Flames","ATF","7",
"1979-10-26","Toronto Maple Leafs","TOR","2","Colorado Rockies","CLR","2",
"1979-10-26","New York Islanders","NYI","2","Hartford Whalers","HAR","1",
"1979-10-26","Boston Bruins","BOS","2","Winnipeg Jets","WIN","3",
"1979-10-27","Toronto Maple Leafs","TOR","5","Los Angeles Kings","LAK","7",
"1979-10-27","New York Rangers","NYR","2","Minnesota North Stars","MNS","7",
"1979-10-27","Detroit Red Wings","DET","2","Montreal Canadiens","MTL","3",
"1979-10-27","Chicago Black Hawks","CBH","4","New York Islanders","NYI","6",
"1979-10-27","Buffalo Sabres","BUF","3","Quebec Nordiques","QUE","0",
"1979-10-27","Atlanta Flames","ATF","3","St. Louis Blues","STL","0",
"1979-10-27","Washington Capitals","WSH","3","Vancouver Canucks","VAN","5",
"1979-10-28","Colorado Rockies","CLR","2","Buffalo Sabres","BUF","4",
"1979-10-28","Boston Bruins","BOS","4","Chicago Black Hawks","CBH","1",
"1979-10-28","Washington Capitals","WSH","6","Edmonton Oilers","EDM","4",
"1979-10-28","Hartford Whalers","HAR","2","New York Rangers","NYR","2",
"1979-10-28","Detroit Red Wings","DET","4","Philadelphia Flyers","PHI","5",
"1979-10-28","Montreal Canadiens","MTL","4","Quebec Nordiques","QUE","5",
"1979-10-28","St. Louis Blues","STL","2","Winnipeg Jets","WIN","2",
"1979-10-30","Colorado Rockies","CLR","1","Atlanta Flames","ATF","3",
"1979-10-30","Boston Bruins","BOS","4","Los Angeles Kings","LAK","4",
"1979-10-30","Edmonton Oilers","EDM","1","St. Louis Blues","STL","2",
