rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Sid Abel","35","CBH","C","3","0","0","0","","4","","","","","","","","","","",""
"2","Keith Allen","30","DET","D","10","0","4","4","","2","","","","","","","","","","",""
"3","Al Arbour","21","DET","D","36","0","1","1","","18","","","","","","","","","","",""
"4","Bob Armstrong","22","BOS","D","64","2","10","12","","81","","","","","","","","","","",""
"5","George Armstrong","23","TOR","RW","63","17","15","32","","60","","","","","","","","","","",""
"6","Bob Bailey","22","TOR","RW","48","2","7","9","","70","","","","","","","","","","",""
"7","Earl Balfour","21","TOR","LW","17","0","1","1","","6","","","","","","","","","","",""
"8","Andy Bathgate","21","NYR","RW","20","2","2","4","","18","","","","","","","","","","",""
"9","Jean Beliveau","22","MTL","C","44","13","21","34","","22","","","","","","","","","","",""
"10","Doug Bentley","37","NYR","LW","20","2","10","12","","2","","","","","","","","","","",""
"11","Max Bentley","33","NYR","C","57","14","18","32","","15","","","","","","","","","","",""
"12","Gus Bodnar","30","TOT","C","59","9","18","27","","30","","","","","","","","","","",""
"13","Leo Boivin","21","TOR","D","58","1","6","7","","81","","","","","","","","","","",""
"14","Hugh Bolton","24","TOR","D","9","0","0","0","","10","","","","","","","","","","",""
"15","Marcel Bonin","21","DET","LW","1","0","0","0","","0","","","","","","","","","","",""
"16","Butch Bouchard","34","MTL","D","70","1","10","11","","89","","","","","","","","","","",""
"17","Hy Buller","27","NYR","D","41","3","14","17","","40","","","","","","","","","","",""
"18","Fred Burchell","23","MTL","C","2","0","0","0","","2","","","","","","","","","","",""
"19","Chick Chalmers","20","NYR","C","1","0","0","0","","0","","","","","","","","","","",""
"20","Real Chevrefils","21","BOS","LW","14","4","1","5","","2","","","","","","","","","","",""
"21","Bob Chrystal","23","NYR","D","64","5","5","10","","44","","","","","","","","","","",""
"22","Pete Conacher","21","CBH","LW","70","19","9","28","","23","","","","","","","","","","",""
"23","Andre Corriveau","25","MTL","RW","3","0","1","1","","0","","","","","","","","","","",""
"24","Murray Costello","19","CBH","C","40","3","2","5","","6","","","","","","","","","","",""
"25","Gerry Couture","28","CBH","RW","40","6","5","11","","14","","","","","","","","","","",""
"26","Dave Creighton","23","BOS","C","69","20","20","40","","27","","","","","","","","","","",""
"27","Floyd Curry","28","MTL","RW","70","13","8","21","","22","","","","","","","","","","",""
"28","Lorne Davis","23","MTL","RW","37","6","4","10","","2","","","","","","","","","","",""
"29","Billy Dea","20","NYR","C","14","1","1","2","","2","","","","","","","","","","",""
