rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,shortHandedAssists,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Johnny Bower","29","NYR","70","","29","31","10","182","","","","2.60","5","4200","","","","","","0","0","0","0"
"2","Dave Gatherum","21","DET","3","","2","0","1","3","","","","1.00","1","180","","","","","","0","0","0","0"
"3","Jack Gelineau","29","CBH","2","","0","2","0","18","","","","9.00","0","120","","","","","","0","0","0","0"
"4","Jim Henry","33","BOS","70","","32","28","10","181","","","","2.59","8","4200","","","","","","0","0","0","0"
"5","Harry Lumley","27","TOR","69","","32","24","13","128","","","","1.86","13","4140","","","","","","0","0","0","6"
"6","Jean Marois","29","CBH","2","","0","2","0","11","","","","5.50","0","120","","","","","","0","0","0","0"
"7","Gilles Mayer","23","TOR","1","","0","0","1","3","","","","3.00","0","60","","","","","","0","0","0","0"
"8","Gerry McNeil","27","MTL","53","","28","19","6","114","","","","2.15","6","3180","","","","","","0","0","0","0"
"9","Jacques Plante","25","MTL","17","","7","5","5","27","","","","1.59","5","1020","","","","","","0","0","0","0"
"10","Al Rollins","27","CBH","66","","12","47","7","213","","","","3.23","5","3960","","","","","","0","0","0","20"
"11","Terry Sawchuk","24","DET","67","","35","19","13","129","","","","1.93","12","4004","","","","","","0","1","1","31"
"12","Lefty Wilson","34","DET","1","","0","0","0","0","","","","0.00","0","16","","","","","","0","0","0","0"
