rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Richard Bittner","28","BOS","1","","0","0","1","3","","","","3.00","0","60","","","","","","0","0","0""0"
"2","Frank Brimsek","34","CBH","70","","22","38","10","244","","","","3.49","5","4200","","","","","","0","0","0""2"
"3","Turk Broda","35","TOR","68","","30","25","12","167","","","","2.48","9","4040","","","","","","0","0","0""2"
"4","Bill Durnan","34","MTL","64","","26","21","17","141","","","","2.20","8","3840","","","","","","0","1","1""2"
"5","Emile Francis","23","NYR","1","","0","1","0","8","","","","8.00","0","60","","","","","","0","0","0""0"
"6","Jack Gelineau","25","BOS","67","","22","30","15","220","","","","3.28","3","4020","","","","","","0","0","0""0"
"7","Gord Henry","23","BOS","2","","0","2","0","5","","","","2.50","0","120","","","","","","0","0","0""0"
"8","Harry Lumley","23","DET","63","","33","16","14","148","","","","2.35","7","3780","","","","","","0","0","0""10"
"9","Gilles Mayer","19","TOR","1","","0","1","0","2","","","","2.00","0","60","","","","","","0","0","0""0"
"10","Gerry McNeil","23","MTL","6","","3","1","2","9","","","","1.50","1","360","","","","","","0","0","0""0"
"11","Chuck Rayner","29","NYR","69","","28","30","11","181","","","","2.62","6","4140","","","","","","0","0","0""6"
"12","Al Rollins","23","TOR","2","","1","1","0","4","","","","2.40","1","100","","","","","","0","0","0""0"
"13","Terry Sawchuk","20","DET","7","","4","3","0","16","","","","2.29","1","420","","","","","","0","0","0""0"
