rank,teamName,teamAbrv,gamesPlayed,wins,losses,ties,points,pointsPercentage,goalsFor,goalsAgainst,simpleRatingSystem,strengthOfSchedule,totalGoalsPerGame,powerPlayGoals,powerPlayChances,powerPlayPercentage,powerPlayGoalsAgainst,powerPlayChancesAgainst,penaltyKillingPercentage,shortHandedGoals,shortHandedGoalsAgainst,shots,shootingPercentage,shotsAgainst,savePercentage,pdo
"1","Detroit Red Wings","DET","70","37","19","14","88",".629","229","164","0.78","-0.15","5.61","","","","","","","","","","","","",""
"2","Montreal Canadiens","MTL","70","29","22","19","77",".550","172","150","0.26","-0.05","4.60","","","","","","","","","","","","",""
"3","Toronto Maple Leafs","TOR","70","31","27","12","74",".529","176","173","0.04","-0.01","4.99","","","","","","","","","","","","",""
"4","New York Rangers","NYR","70","28","31","11","67",".479","170","189","-0.23","0.05","5.13","","","","","","","","","","","","",""
"5","Boston Bruins","BOS","70","22","32","16","60",".429","198","228","-0.36","0.07","6.09","","","","","","","","","","","","",""
"6","Chicago Black Hawks","CBH","70","22","38","10","54",".386","203","244","-0.49","0.10","6.39","","","","","","","","","","","","",""
