date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1949-10-12","Boston Bruins","BOS","1","Detroit Red Wings","DET","2",
"1949-10-13","Chicago Black Hawks","CBH","0","Montreal Canadiens","MTL","4",
"1949-10-15","New York Rangers","NYR","1","Montreal Canadiens","MTL","3",
"1949-10-15","Chicago Black Hawks","CBH","4","Toronto Maple Leafs","TOR","4",
"1949-10-16","New York Rangers","NYR","2","Boston Bruins","BOS","2",
"1949-10-16","Toronto Maple Leafs","TOR","5","Detroit Red Wings","DET","1",
"1949-10-19","Chicago Black Hawks","CBH","4","Boston Bruins","BOS","7",
"1949-10-19","New York Rangers","NYR","1","Detroit Red Wings","DET","6",
"1949-10-19","Montreal Canadiens","MTL","3","Toronto Maple Leafs","TOR","1",
"1949-10-22","Boston Bruins","BOS","2","Montreal Canadiens","MTL","1",
"1949-10-22","New York Rangers","NYR","2","Toronto Maple Leafs","TOR","2",
"1949-10-23","Montreal Canadiens","MTL","0","Boston Bruins","BOS","0",
"1949-10-23","Chicago Black Hawks","CBH","3","Detroit Red Wings","DET","3",
"1949-10-25","New York Rangers","NYR","2","Chicago Black Hawks","CBH","1",
"1949-10-26","Boston Bruins","BOS","2","New York Rangers","NYR","5",
"1949-10-27","Detroit Red Wings","DET","3","Chicago Black Hawks","CBH","1",
"1949-10-27","Toronto Maple Leafs","TOR","2","Montreal Canadiens","MTL","0",
"1949-10-29","Detroit Red Wings","DET","1","Montreal Canadiens","MTL","0",
"1949-10-29","Chicago Black Hawks","CBH","2","New York Rangers","NYR","0",
"1949-10-29","Boston Bruins","BOS","1","Toronto Maple Leafs","TOR","8",
"1949-10-30","Boston Bruins","BOS","4","Chicago Black Hawks","CBH","10",
"1949-10-30","Montreal Canadiens","MTL","4","Detroit Red Wings","DET","1",
"1949-10-30","Toronto Maple Leafs","TOR","4","New York Rangers","NYR","2",
"1949-11-02","Montreal Canadiens","MTL","1","Chicago Black Hawks","CBH","4",
"1949-11-02","Boston Bruins","BOS","3","Detroit Red Wings","DET","5",
"1949-11-02","New York Rangers","NYR","3","Toronto Maple Leafs","TOR","3",
"1949-11-05","Boston Bruins","BOS","3","Montreal Canadiens","MTL","3",
"1949-11-05","Detroit Red Wings","DET","4","Toronto Maple Leafs","TOR","3",
"1949-11-06","Toronto Maple Leafs","TOR","4","Chicago Black Hawks","CBH","2",
"1949-11-06","New York Rangers","NYR","0","Detroit Red Wings","DET","7",
"1949-11-09","Chicago Black Hawks","CBH","3","Boston Bruins","BOS","1",
"1949-11-09","Montreal Canadiens","MTL","2","New York Rangers","NYR","2",
"1949-11-10","Toronto Maple Leafs","TOR","2","Montreal Canadiens","MTL","4",
"1949-11-12","Detroit Red Wings","DET","7","Boston Bruins","BOS","5",
"1949-11-12","Montreal Canadiens","MTL","5","New York Rangers","NYR","3",
"1949-11-12","Chicago Black Hawks","CBH","0","Toronto Maple Leafs","TOR","4",
"1949-11-13","Toronto Maple Leafs","TOR","2","Boston Bruins","BOS","4",
"1949-11-13","Montreal Canadiens","MTL","0","Chicago Black Hawks","CBH","0",
"1949-11-13","Detroit Red Wings","DET","1","New York Rangers","NYR","1",
"1949-11-16","Chicago Black Hawks","CBH","1","Detroit Red Wings","DET","4",
"1949-11-16","Boston Bruins","BOS","1","New York Rangers","NYR","2",
"1949-11-16","Montreal Canadiens","MTL","0","Toronto Maple Leafs","TOR","1",
"1949-11-17","Boston Bruins","BOS","3","Chicago Black Hawks","CBH","8",
