date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1924-11-29","Ottawa Senators","OTS","3","Hamilton Tigers","HAM","5",
"1924-11-29","Toronto St. Patricks","TRS","1","Montreal Canadiens","MTL","7",
"1924-12-01","Montreal Maroons","MTM","1","Boston Bruins","BOS","2",
"1924-12-03","Hamilton Tigers","HAM","2","Montreal Maroons","MTM","0",
"1924-12-03","Montreal Canadiens","MTL","1","Ottawa Senators","OTS","2",
"1924-12-03","Boston Bruins","BOS","3","Toronto St. Patricks","TRS","5",
"1924-12-05","Hamilton Tigers","HAM","10","Toronto St. Patricks","TRS","3",
"1924-12-06","Ottawa Senators","OTS","1","Montreal Maroons","MTM","3",
"1924-12-08","Montreal Canadiens","MTL","4","Boston Bruins","BOS","3",
"1924-12-10","Boston Bruins","BOS","1","Hamilton Tigers","HAM","7",
"1924-12-10","Montreal Maroons","MTM","0","Montreal Canadiens","MTL","5",
"1924-12-10","Toronto St. Patricks","TRS","6","Ottawa Senators","OTS","3",
"1924-12-13","Hamilton Tigers","HAM","2","Montreal Canadiens","MTL","6",
"1924-12-13","Montreal Maroons","MTM","3","Toronto St. Patricks","TRS","1",
"1924-12-15","Ottawa Senators","OTS","10","Boston Bruins","BOS","2",
"1924-12-17","Boston Bruins","BOS","2","Montreal Maroons","MTM","6",
"1924-12-17","Hamilton Tigers","HAM","0","Ottawa Senators","OTS","0",
"1924-12-17","Montreal Canadiens","MTL","5","Toronto St. Patricks","TRS","2",
"1924-12-20","Montreal Maroons","MTM","1","Hamilton Tigers","HAM","3",
"1924-12-20","Ottawa Senators","OTS","2","Montreal Canadiens","MTL","3",
"1924-12-22","Toronto St. Patricks","TRS","10","Boston Bruins","BOS","1",
"1924-12-23","Montreal Maroons","MTM","2","Ottawa Senators","OTS","1",
"1924-12-25","Toronto St. Patricks","TRS","1","Hamilton Tigers","HAM","8",
"1924-12-25","Boston Bruins","BOS","0","Montreal Canadiens","MTL","5",
"1924-12-27","Montreal Canadiens","MTL","1","Montreal Maroons","MTM","1",
"1924-12-27","Ottawa Senators","OTS","4","Toronto St. Patricks","TRS","3",
"1924-12-29","Hamilton Tigers","HAM","2","Boston Bruins","BOS","1",
"1925-01-01","Montreal Canadiens","MTL","2","Hamilton Tigers","HAM","4",
"1925-01-01","Toronto St. Patricks","TRS","2","Montreal Maroons","MTM","1",
"1925-01-01","Boston Bruins","BOS","2","Ottawa Senators","OTS","5",
"1925-01-03","Boston Bruins","BOS","3","Montreal Maroons","MTM","4",
"1925-01-03","Hamilton Tigers","HAM","0","Ottawa Senators","OTS","2",
"1925-01-03","Montreal Canadiens","MTL","3","Toronto St. Patricks","TRS","1",
"1925-01-05","Toronto St. Patricks","TRS","3","Boston Bruins","BOS","2",
"1925-01-07","Montreal Maroons","MTM","6","Hamilton Tigers","HAM","2",
