rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Lloyd Andrews","27","TRS","F","11","0","0","0","","0","","","","","","","","","","",""
"2","Amos Arbour","27","HAM","F","23","9","6","15","","8","","","","","","","","","","",""
"3","Billy Bell","30","TOT","F","23","2","2","4","","4","","","","","","","","","","",""
"4","Louis Berlinguette","34","MTL","LW","24","13","5","18","","10","","","","","","","","","","",""
"5","Edmond Bouchard","29","MTL","F","18","1","5","6","","4","","","","","","","","","","",""
"6","Billy Boucher","22","MTL","RW","24","17","5","22","","18","","","","","","","","","","",""
"7","Frank Boucher","20","OTS","C","24","8","2","10","","4","","","","","","","","","","",""
"8","George Boucher","25","OTS","D","23","13","12","25","","12","","","","","","","","","","",""
"9","Punch Broadbent","29","OTS","RW","24","32","14","46","","28","","","","","","","","","","",""
"10","Morley Bruce","27","OTS","D","22","4","1","5","","2","","","","","","","","","","",""
"11","Harry Cameron","31","TRS","D","24","18","17","35","","22","","","","","","","","","","",""
"12","George Carey","","HAM","RW","23","3","2","5","","6","","","","","","","","","","",""
"13","King Clancy","18","OTS","D","24","4","6","10","","21","","","","","","","","","","",""
"14","Odie Cleghorn","30","MTL","RW","24","21","3","24","","26","","","","","","","","","","",""
"15","Bert Corbeau","27","MTL","D","22","3","7","10","","26","","","","","","","","","","",""
"16","Billy Coutu","29","MTL","D","24","4","3","7","","8","","","","","","","","","","",""
"17","Corb Denneny","28","TRS","LW/C","24","19","9","28","","28","","","","","","","","","","",""
"18","Cy Denneny","30","OTS","LW","22","27","12","39","","20","","","","","","","","","","",""
"19","Babe Dye","23","TRS","RW","24","31","7","38","","39","","","","","","","","","","",""
"20","Eddie Gerard","31","OTS","D","21","7","11","18","","16","","","","","","","","","","",""
"21","Leth Graham","","OTS","LW","1","2","0","2","","0","","","","","","","","","","",""
"22","Stan Jackson","23","TRS","LW","1","0","0","0","","0","","","","","","","","","","",""
"23","Newsy Lalonde","34","MTL","C","20","9","5","14","","20","","","","","","","","","","",""
"24","Joe Malone","31","HAM","C","24","24","7","31","","4","","","","","","","","","","",""
"25","Joe Matte","28","HAM","D","21","3","3","6","","6","","","","","","","","","","",""
"26","Jack McDonald","34","MTL","LW","3","0","0","0","","0","","","","","","","","","","",""
"27","Frank Nighbor","29","OTS","LW","20","8","10","18","","4","","","","","","","","","","",""
"28","Reg Noble","25","TRS","LW","24","17","11","28","","19","","","","","","","","","","",""
"29","Paddy Nolan","24","TRS","F","2","0","0","0","","0","","","","","","","","","","",""
"30","Didier Pitre","38","MTL","RW","23","2","4","6","","12","","","","","","","","","","",""
"31","Goldie Prodger","30","HAM","D/F","24","15","6","21","","4","","","","","","","","","","",""
"32","Ken Randall","33","TRS","D/RW","24","10","6","16","","32","","","","","","","","","","",""
"33","Leo Reise","29","HAM","D","24","9","14","23","","8","","","","","","","","","","",""
"34","Mickey Roach","26","HAM","C","24","14","6","20","","7","","","","","","","","","","",""
"35","Glenn Smith","","TRS","D","9","0","0","0","","0","","","","","","","","","","",""
"36","Rod Smylie","26","TRS","LW","20","0","0","0","","2","","","","","","","","","","",""
"37","Ted Stackhouse","27","TRS","D","13","0","0","0","","2","","","","","","","","","","",""
"38","Phil Stevens","28","MTL","D","4","0","0","0","","0","","","","","","","","","","",""
"39","Billy Stuart","21","TRS","D","24","3","7","10","","16","","","","","","","","","","",""
"40","Cully Wilson","29","HAM","RW","23","7","9","16","","20","","","","","","","","","","",""
