date,vistor,vistorAbrv,vistorGoals,home,homeAbrv,homeGoals,notes
"1921-12-17","Ottawa Senators","OTS","3","Hamilton Tigers","HAM","2",
"1921-12-17","Montreal Canadiens","MTL","2","Toronto St. Patricks","TRS","5",
"1921-12-21","Hamilton Tigers","HAM","1","Montreal Canadiens","MTL","3",
"1921-12-21","Toronto St. Patricks","TRS","5","Ottawa Senators","OTS","4",
"1921-12-24","Montreal Canadiens","MTL","0","Ottawa Senators","OTS","10",
"1921-12-24","Hamilton Tigers","HAM","4","Toronto St. Patricks","TRS","2",
"1921-12-28","Toronto St. Patricks","TRS","4","Hamilton Tigers","HAM","3",
"1921-12-28","Ottawa Senators","OTS","2","Montreal Canadiens","MTL","1",
"1921-12-31","Toronto St. Patricks","TRS","3","Montreal Canadiens","MTL","5",
"1921-12-31","Hamilton Tigers","HAM","0","Ottawa Senators","OTS","4",
"1922-01-04","Montreal Canadiens","MTL","3","Hamilton Tigers","HAM","4",
"1922-01-04","Ottawa Senators","OTS","2","Toronto St. Patricks","TRS","3",
"1922-01-07","Ottawa Senators","OTS","4","Montreal Canadiens","MTL","2",
"1922-01-07","Hamilton Tigers","HAM","2","Toronto St. Patricks","TRS","5",
"1922-01-11","Montreal Canadiens","MTL","3","Hamilton Tigers","HAM","2",
"1922-01-11","Toronto St. Patricks","TRS","2","Ottawa Senators","OTS","7",
"1922-01-14","Hamilton Tigers","HAM","6","Montreal Canadiens","MTL","10",
"1922-01-14","Ottawa Senators","OTS","5","Toronto St. Patricks","TRS","2",
"1922-01-18","Toronto St. Patricks","TRS","4","Hamilton Tigers","HAM","9",
"1922-01-18","Montreal Canadiens","MTL","6","Ottawa Senators","OTS","10",
"1922-01-21","Ottawa Senators","OTS","6","Hamilton Tigers","HAM","7",
"1922-01-21","Toronto St. Patricks","TRS","5","Montreal Canadiens","MTL","3",
"1922-01-25","Hamilton Tigers","HAM","2","Ottawa Senators","OTS","4",
"1922-01-25","Montreal Canadiens","MTL","1","Toronto St. Patricks","TRS","3",
"1922-01-28","Hamilton Tigers","HAM","2","Montreal Canadiens","MTL","3",
"1922-01-28","Ottawa Senators","OTS","2","Toronto St. Patricks","TRS","1",
"1922-02-01","Toronto St. Patricks","TRS","5","Hamilton Tigers","HAM","4",
"1922-02-01","Montreal Canadiens","MTL","2","Ottawa Senators","OTS","4",
"1922-02-04","Hamilton Tigers","HAM","6","Ottawa Senators","OTS","10",
"1922-02-04","Montreal Canadiens","MTL","1","Toronto St. Patricks","TRS","3",
"1922-02-08","Ottawa Senators","OTS","1","Hamilton Tigers","HAM","9",
"1922-02-08","Toronto St. Patricks","TRS","4","Montreal Canadiens","MTL","6",
"1922-02-11","Montreal Canadiens","MTL","3","Hamilton Tigers","HAM","1",
"1922-02-11","Toronto St. Patricks","TRS","4","Ottawa Senators","OTS","4",
"1922-02-15","Ottawa Senators","OTS","6","Montreal Canadiens","MTL","6",
"1922-02-15","Hamilton Tigers","HAM","4","Toronto St. Patricks","TRS","6",
"1922-02-18","Ottawa Senators","OTS","4","Hamilton Tigers","HAM","2",
"1922-02-18","Toronto St. Patricks","TRS","4","Montreal Canadiens","MTL","6",
"1922-02-22","Toronto St. Patricks","TRS","3","Hamilton Tigers","HAM","4",
"1922-02-22","Montreal Canadiens","MTL","3","Ottawa Senators","OTS","4",
"1922-02-25","Hamilton Tigers","HAM","1","Montreal Canadiens","MTL","6",
"1922-02-25","Ottawa Senators","OTS","5","Toronto St. Patricks","TRS","7",
"1922-03-01","Montreal Canadiens","MTL","3","Hamilton Tigers","HAM","2",
"1922-03-01","Toronto St. Patricks","TRS","3","Ottawa Senators","OTS","2",
"1922-03-04","Ottawa Senators","OTS","1","Montreal Canadiens","MTL","2",
"1922-03-04","Hamilton Tigers","HAM","4","Toronto St. Patricks","TRS","8",
"1922-03-08","Hamilton Tigers","HAM","7","Ottawa Senators","OTS","2",
"1922-03-08","Montreal Canadiens","MTL","8","Toronto St. Patricks","TRS","7",
