rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Clint Benedict","29","OTS","24","","14","8","2","84","","","","3.34","2","1510","","","","","","0","0","0","0"
"2","Sprague Cleghorn","31","MTL","1","","0","0","0","0","","","","0.00","0","2","","","","","","17","9","26","80"
"3","Howard Lockhart","26","HAM","24","","6","17","0","103","","","","4.39","0","1409","","","","","","0","0","0","0"
"4","Mike Mitchell","28","TRS","2","","2","0","0","6","","","","3.00","0","120","","","","","","0","0","0","0"
"5","Harry Mummery","32","HAM","1","","1","0","0","2","","","","2.40","0","50","","","","","","4","2","6","40"
"6","John Ross Roach","21","TRS","22","","11","10","1","91","","","","4.07","0","1340","","","","","","0","0","0","0"
"7","Georges Vezina","35","MTL","24","","12","11","1","94","","","","3.84","0","1469","","","","","","0","0","0","2"
