rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,shortHandedAssists,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Tom Barrasso","26","PIT","57","","25","22","9","196","1702","1506",".885","3.53","1","3329","","","","103","-5.64","0","4","4","30"
"2","Don Beaupre","30","WSH","54","","29","17","6","166","1435","1269",".884","3.20","1","3108","","","","103","-5.50","0","0","0","30"
"3","Stephane Beauregard","24","WIN","26","","6","8","6","61","611","550",".900","2.89","2","1267","","","","89","7.34","0","0","0","0"
"4","Ed Belfour","26","CHI","52","","21","18","10","132","1241","1109",".894","2.70","5","2928","","","","95","6.80","0","2","2","38"
"5","Daniel Berthiaume","26","TOT","27","","8","14","3","87","697","610",".875","3.79","0","1378","","","","112","-9.05","0","0","0","0"
"6","Allan Bester","27","DET","1","","0","0","0","2","9","7",".778","3.87","0","31","","","","","","0","0","0","0"
"7","Craig Billington","25","NJD","26","","13","7","1","69","637","568",".892","3.04","2","1363","","","","97","2.24","0","1","1","2"
"8","Martin Brodeur","19","NJD","4","","2","1","0","10","85","75",".882","3.35","0","179","","","","","","0","0","0","0"
"9","Jon Casey","29","MNS","52","","19","23","5","165","1401","1236",".882","3.40","2","2911","","","","105","-8.31","0","2","2","26"
"10","Tim Cheveldae","23","DET","72","","38","23","9","226","1978","1752",".886","3.20","2","4236","","","","102","-4.77","0","4","4","6"
"11","Jacques Cloutier","32","QUE","26","","6","14","3","88","712","624",".876","3.93","0","1345","","","","111","-8.37","0","0","0","6"
"12","Matt DelGuidice","24","BOS","10","","2","5","1","28","239","211",".883","3.96","0","424","","","","","","0","0","0","2"
"13","Tom Draper","25","BUF","26","","10","9","5","75","712","637",".895","3.21","1","1403","","","","94","4.63","0","2","2","2"
"14","Chad Erickson","21","NJD","2","","1","1","0","9","55","46",".836","4.50","0","120","","","","","","0","0","0","0"
"15","Bob Essensa","27","WIN","47","","21","17","6","126","1407","1281",".910","2.88","5","2627","","","","80","31.36","0","2","2","2"
"16","Stephane Fiset","21","QUE","23","","7","10","2","71","646","575",".890","3.76","1","1133","","","","98","1.25","0","0","0","6"
"17","Mark Fitzpatrick","23","NYI","30","","11","13","5","93","949","856",".902","3.20","0","1743","","","","88","13.14","0","2","2","8"
"18","Wade Flaherty","24","SJS","3","","0","3","0","13","120","107",".892","4.38","0","178","","","","","","0","0","0","0"
"19","Norm Foster","26","EDM","10","","5","3","0","20","183","163",".891","2.73","0","439","","","","","","0","0","0","2"
"20","Grant Fuhr","29","TOR","66","","25","33","5","230","1933","1703",".881","3.66","2","3774","","","","106","-13.81","0","1","1","4"
"21","Troy Gamble","24","VAN","19","","4","9","3","73","518","445",".859","4.34","0","1009","","","","126","-15.07","0","0","0","8"
"22","David Goverde","21","LAK","2","","1","1","0","9","63","54",".857","4.50","0","120","","","","","","0","1","1","0"
"23","Jeff Hackett","23","SJS","42","","11","27","1","148","1366","1218",".892","3.84","0","2314","","","","97","4.78","0","2","2","8"
"24","Dominik Hasek","27","CHI","20","","10","4","1","44","413","369",".893","2.60","1","1014","","","","95","2.19","0","0","0","8"
"25","Brian Hayward","31","SJS","7","","1","4","0","25","177","152",".859","4.92","0","305","","","","","","0","0","0","14"
"26","Glenn Healy","29","NYI","37","","14","16","4","124","1045","921",".881","3.80","1","1960","","","","106","-7.12","0","1","1","18"
"27","Guy Hebert","25","STL","13","","5","5","1","36","393","357",".908","2.93","0","738","","","","82","7.95","0","1","1","0"
"28","Ron Hextall","27","PHI","45","","16","21","6","151","1294","1143",".883","3.40","3","2668","","","","104","-6.27","0","3","3","35"
"29","Jim Hrivnak","23","WSH","12","","6","3","0","35","274","239",".872","3.47","0","605","","","","","","0","0","0","0"
"30","Kelly Hrudey","31","LAK","60","","26","17","13","197","1916","1719",".897","3.37","1","3509","","","","92","17.29","0","1","1","12"
"31","Peter Ing","22","EDM","12","","3","4","0","33","252","219",".869","4.28","0","463","","","","","","0","3","3","0"
"32","Arturs Irbe","24","SJS","13","","2","6","3","48","365","317",".868","4.47","0","645","","","","118","-7.18","0","1","1","0"
"33","Pat Jablonski","24","STL","10","","3","6","0","38","259","221",".853","4.87","0","468","","","","","","0","0","0","4"
"34","Curtis Joseph","24","STL","60","","27","20","10","175","1953","1778",".910","3.01","2","3494","","","","80","43.43","0","9","9","12"
"35","Trevor Kidd","19","CGY","2","","1","1","0","8","56","48",".857","4.00","0","120","","","","","","0","0","0","0"
"36","Scott King","24","DET","1","","0","0","0","1","5","4",".800","3.75","0","16","","","","","","0","0","0","0"
"37","Ray LeBlanc","27","CHI","1","","1","0","0","1","22","21",".955","1.00","0","60","","","","","","0","0","0","0"
"38","Reggie Lemelin","37","BOS","8","","5","1","0","23","210","187",".890","3.39","0","407","","","","","","0","1","1","2"
"39","David Littman","24","BUF","1","","0","1","0","4","29","25",".862","4.00","0","60","","","","","","0","0","0","0"
"40","Mike Liut","36","WSH","21","","10","7","2","70","558","488",".875","3.74","1","1123","","","","112","-7.59","0","1","1","2"
"41","Danny Lorenz","22","NYI","2","","0","2","0","10","60","50",".833","5.00","0","120","","","","","","0","0","0","0"
"42","Clint Malarchuk","30","BUF","29","","10","13","3","102","903","801",".887","3.73","0","1639","","","","101","-1.01","0","0","0","6"
"43","Kirk McLean","25","VAN","65","","38","17","9","176","1780","1604",".901","2.74","5","3852","","","","88","23.08","0","5","5","0"
"44","Roland Melanson","31","MTL","9","","5","3","0","22","195","173",".887","2.68","2","492","","","","","","0","0","0","0"
"45","Greg Millen","34","DET","10","","3","2","3","22","212","190",".896","2.71","0","487","","","","","","0","0","0","0"
"46","Andy Moog","31","BOS","62","","28","22","9","196","1727","1531",".887","3.23","1","3640","","","","101","-2.85","0","3","3","52"
"47","Jarmo Myllys","26","SJS","27","","3","18","1","115","862","747",".867","5.02","0","1374","","","","119","-18.59","0","1","1","2"
"48","Mike O'Neill","24","WIN","1","","0","0","0","1","7","6",".857","4.62","0","13","","","","","","0","0","0","0"
"49","Frank Pietrangelo","27","TOT","10","","5","2","1","32","286","254",".888","3.62","0","531","","","","","","0","0","0","0"
"50","Felix Potvin","20","TOR","4","","0","2","1","8","120","112",".933","2.29","0","210","","","","","","0","0","0","0"
"51","Daren Puppa","26","BUF","33","","11","14","4","114","932","818",".878","3.89","0","1757","","","","109","-9.76","0","0","0","2"
"52","Andre Racicot","22","MTL","9","","0","3","3","23","219","196",".895","3.17","0","436","","","","","","0","0","0","0"
"53","Bill Ranford","25","EDM","67","","27","26","10","228","1971","1743",".884","3.58","1","3822","","","","103","-7.56","0","3","3","4"
"54","Jeff Reese","25","TOT","20","","4","7","3","57","500","443",".886","3.42","1","1000","","","","102","-1.08","0","1","1","12"
"55","Mike Richter","25","NYR","41","","23","12","2","119","1205","1086",".901","3.11","3","2298","","","","88","15.77","0","0","0","6"
"56","Vincent Riendeau","25","TOT","5","","3","2","0","13","127","114",".898","3.20","0","244","","","","","","0","0","0","0"
"57","Dominic Roussel","21","PHI","17","","7","8","2","40","437","397",".908","2.60","1","922","","","","82","8.88","0","1","1","2"
"58","Patrick Roy","26","MTL","67","","36","22","8","155","1806","1651",".914","2.36","5","3935","","","","77","46.99","0","5","5","4"
"59","Scott Sharples","23","CGY","1","","0","0","1","4","40","36",".900","3.69","0","65","","","","","","0","0","0","0"
"60","Peter Sidorkiewicz","28","HAR","35","","9","19","6","111","940","829",".882","3.34","2","1995","","","","106","-5.87","0","1","1","2"
"61","Rick Tabaracci","23","WIN","18","","6","7","3","52","470","418",".889","3.23","0","966","","","","99","0.57","0","1","1","4"
"62","John Tanner","20","QUE","14","","1","7","4","46","394","348",".883","3.47","1","796","","","","104","-1.93","0","0","0","4"
"63","Chris Terreri","27","NJD","54","","22","22","10","169","1511","1342",".888","3.18","1","3186","","","","100","0.00","0","1","1","13"
"64","Ron Tugnutt","24","TOT","33","","7","18","3","116","855","739",".864","4.08","1","1707","","","","121","-20.37","0","0","0","2"
"65","John Vanbiesbrouck","28","NYR","45","","27","13","3","120","1331","1211",".910","2.85","2","2526","","","","81","28.86","0","3","3","23"
"66","Mike Vernon","28","CGY","63","","24","30","9","217","1853","1636",".883","3.58","0","3640","","","","105","-9.75","0","7","7","8"
"67","Jimmy Waite","22","CHI","17","","4","7","4","54","347","293",".844","3.69","0","877","","","","139","-15.19","0","1","1","0"
"68","Darcy Wakaluk","25","MNS","36","","13","19","1","104","874","770",".881","3.28","1","1905","","","","106","-6.25","0","0","0","20"
"69","Rick Wamsley","32","TOT","17","","7","7","0","61","444","383",".863","4.14","0","885","","","","123","-11.34","0","0","0","0"
"70","Steve Weeks","33","TOT","30","","10","7","2","79","702","623",".887","3.69","0","1284","","","","101","-0.49","0","1","1","2"
"71","Kay Whitmore","24","HAR","45","","14","21","6","155","1292","1137",".880","3.62","3","2567","","","","107","-10.50","0","1","1","16"
"72","Ken Wregget","27","TOT","32","","14","11","3","106","759","653",".860","3.73","0","1707","","","","125","-21.11","0","2","2","2"
"73","Wendell Young","28","PIT","18","","7","6","0","53","476","423",".889","3.79","0","838","","","","100","0.24","0","0","0","0"
