rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,shortHandedAssists,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Jake Allen","24","STL","30","26","18","6","3","69","736","667",".906","2.46","4","1682","12",".462","6","109","-5.94","0","2","2","2"
"2","Frederik Andersen","25","ANA","47","46","30","10","5","108","1266","1158",".915","2.37","3","2732","28",".609","8","100","0.48","0","3","3","4"
"3","Craig Anderson","33","OTT","33","33","14","12","7","80","1067","987",".925","2.44","3","1970","19",".576","2","88","11.42","0","0","0","4"
"4","Richard Bachman","27","EDM","3","1","0","2","0","12","82","70",".854","5.26","0","137","0",".000","1","","","0","0","0","0"
"5","Niklas Backstrom","36","MIN","19","14","5","7","3","51","452","401",".887","3.04","0","1005","2",".143","4","132","-12.27","0","0","0","2"
"6","Jonathan Bernier","26","TOR","50","49","20","23","6","132","1501","1369",".912","2.87","2","2763","24",".490","10","103","-3.39","0","1","1","0"
"7","Reto Berra","28","COL","14","8","2","2","1","26","236","210",".890","3.42","0","456","2",".250","2","","","0","0","0","0"
"8","Ben Bishop","28","TBL","53","50","34","11","4","116","1370","1254",".915","2.32","3","3002","31",".620","7","99","1.39","0","2","2","2"
"9","Sergei Bobrovsky","26","CBJ","40","38","20","17","2","109","1256","1147",".913","2.82","1","2321","18",".474","3","101","-1.38","0","2","2","2"
"10","Martin Brodeur","42","STL","7","5","3","3","0","17","169","152",".899","2.87","1","356","2",".400","2","","","0","0","0","0"
"11","Ilya Bryzgalov","34","ANA","8","6","1","4","1","23","150","127",".847","4.19","0","329","2",".333","3","","","0","2","2","0"
"12","Scott Clemmensen","37","NJD","3","1","0","0","1","8","54","46",".852","4.71","0","102","0",".000","0","","","0","0","0","0"
"13","Corey Crawford","30","CHI","48","48","29","14","5","103","1384","1281",".926","2.18","2","2841","35",".729","3","87","15.59","0","1","1","4"
"14","John Curry","30","MIN","2","1","0","0","1","5","25","20",".800","4.17","0","72","0",".000","1","","","0","0","0","0"
"15","Scott Darling","26","CHI","9","9","6","3","0","20","287","267",".930","2.18","0","551","7",".778","0","","","0","0","0","0"
"16","Louis Domingue","22","ARI","4","2","1","0","1","6","85","79",".929","2.14","0","168","2","1.000","0","","","0","0","0","0"
"17","Devan Dubnyk","28","TOT","47","43","30","10","3","93","1309","1216",".929","2.08","6","2684","30",".698","3","83","19.16","0","2","2","2"
"18","Brian Elliott","29","STL","40","38","24","11","2","78","1006","928",".922","2.11","5","2218","24",".632","5","90","8.20","0","3","3","0"
"19","Dan Ellis","34","FLA","6","5","3","2","1","13","166","153",".922","2.13","1","367","3",".600","0","","","0","0","0","0"
"20","Ray Emery","32","PHI","27","22","10","10","5","69","662","593",".896","3.04","0","1361","11",".500","6","122","-12.28","0","0","0","2"
"21","Jhonas Enroth","26","TOT","44","39","14","26","2","140","1394","1254",".900","3.28","1","2562","15",".385","7","117","-20.56","0","0","0","0"
"22","Viktor Fasth","32","EDM","26","24","6","15","3","76","681","605",".888","3.41","0","1336","10",".417","9","130","-17.65","0","0","0","0"
"23","Marc-Andre Fleury","30","PIT","54","54","31","15","7","118","1516","1398",".922","2.23","9","3174","31",".574","5","91","11.90","0","1","1","6"
"24","Anton Forsberg","22","CBJ","5","5","0","4","0","20","149","129",".866","4.69","0","256","0",".000","1","","","0","0","0","0"
"25","John Gibson","21","ANA","18","17","11","6","0","44","546","502",".919","2.51","1","1052","11",".647","3","94","2.78","0","0","0","0"
"26","Thomas Greiss","29","PIT","18","16","8","5","3","44","502","458",".912","2.54","0","1040","9",".563","1","102","-0.99","0","0","0","0"
"27","Troy Grosenick","25","SJS","2","2","1","1","0","3","58","55",".948","1.53","1","118","1",".500","1","","","0","0","0","0"
"28","Philipp Grubauer","23","WSH","1","1","1","0","0","2","25","23",".920","1.85","0","65","1","1.000","0","","","0","0","0","0"
"29","Jonas Gustavsson","30","DET","7","6","3","3","1","15","168","153",".911","2.56","1","351","3",".500","2","","","0","0","0","2"
"30","Matt Hackett","24","BUF","2","2","0","2","0","8","60","52",".867","5.22","0","92","0",".000","1","","","0","0","0","0"
"31","Jaroslav Halak","29","NYI","50","50","34","15","1","123","1391","1268",".912","2.46","4","2998","30",".600","5","103","-3.81","0","1","1","2"
"32","Andrew Hammond","26","OTT","13","12","11","0","1","17","389","372",".956","1.35","2","754","12","1.000","0","51","16.33","0","0","0","0"
"33","Jonas Hiller","32","CGY","45","39","21","18","4","102","1183","1081",".914","2.44","1","2506","18",".462","3","101","-0.64","0","0","0","0"
"34","Braden Holtby","25","WSH","62","60","34","18","9","132","1746","1614",".924","2.19","8","3624","37",".617","6","88","17.60","0","1","1","0"
"35","Jimmy Howard","30","DET","45","43","20","11","9","101","1165","1064",".913","2.38","2","2545","23",".535","5","101","-1.18","0","1","1","2"
"36","Michael Hutchinson","24","WPG","36","34","20","9","5","81","933","852",".913","2.41","2","2019","18",".529","7","101","-1.06","0","0","0","0"
