rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Clint Benedict","33","MTM","36","","20","11","5","73","","","","1.91","6","2288","","","","","","0","0","0""0"
"2","Odie Cleghorn","34","PTP","1","","1","0","0","2","","","","2.00","0","60","","","","","","2","1","3""4"
"3","Alec Connell","23","OTS","36","","24","8","4","42","","","","1.12","15","2251","","","","","","0","0","0""0"
"4","Jake Forbes","28","NYA","36","","12","20","4","86","","","","2.30","2","2240","","","","","","0","0","0""0"
"5","Joe Ironstone","27","NYA","1","","0","0","0","3","","","","4.50","0","40","","","","","","0","0","0""0"
"6","Frenchy Lacroix","28","MTL","5","","1","4","0","16","","","","3.43","0","280","","","","","","0","0","0""0"
"7","Herb Rheaume","26","MTL","31","","10","20","1","92","","","","2.92","0","1889","","","","","","0","0","0""0"
"8","John Ross Roach","25","TRS","36","","12","21","3","114","","","","3.07","2","2231","","","","","","0","0","0""0"
"9","Moe Roberts","20","BOS","2","","1","1","0","5","","","","3.53","0","85","","","","","","0","0","0""0"
"10","Charles Stewart","30","BOS","35","","16","14","4","80","","","","2.21","6","2173","","","","","","0","0","0""0"
"11","Georges Vezina","39","MTL","1","","0","0","0","0","","","","0.00","0","20","","","","","","0","0","0""0"
"12","Roy Worters","25","PTP","35","","18","16","1","68","","","","1.90","7","2145","","","","","","0","0","0""0"
